State,Award Fiscal Year,Grant No,Grantee,Project Number,Title,State Wide Project,Primary Functional Category,Category Of Pollution,TMDL,Total 319h Funds,Has Pollutant Data,Current Status,Project Start,Project End
AL,2019,96464619,AL DEPT OF ENVIRONMENTAL MANAGEMENT,11,Cowarts Creek Watershed Implementation Project,No,"BMP Implementation
Education/Information
",Agriculture,Developing a TMDL,"$296,525 ",Yes,Pending,Will start on 09/30/2021,Will be Completed On 09/30/2023
AR,2019,99610327,ARKANSAS NATURAL RESOURCES COMMISSION,1,Arkansas Unpaved Roads Program Support,Yes,"BMP Design
",Other NPS Pollution,NOT APPLICABLE (NA),"$114,424 ",No,On Schedule,Will start on 10/01/2019,Will be Completed On 03/30/2022
AR,2019,99610327,ARKANSAS NATURAL RESOURCES COMMISSION,2,Buffalo River Watershed Monitoring,No,"Water Quality Assessment/Monitoring
",Agriculture; Animal Feeding Operations; Other NPS Pollution,NOT APPLICABLE (NA),"$386,322 ",No,On Schedule,Will start on 10/01/2019,Will be Completed On 12/31/2022
AR,2019,99610327,ARKANSAS NATURAL RESOURCES COMMISSION,3,Middle White River Watershed Monitoring,No,"319(h) National Monitoring Project
",Agriculture; Animal Feeding Operations; Other NPS Pollution; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$214,673 ",No,On Schedule,Will start on 10/01/2019,Will be Completed On 12/31/2022
AR,2019,99610327,ARKANSAS NATURAL RESOURCES COMMISSION,4,Bayou DeView Watershed Monitoring,No,"Other Restoration/Protection
",Agriculture; Animal Feeding Operations; Hydromodification; Other NPS Pollution,NOT APPLICABLE (NA),"$297,233 ",No,On Schedule,Will start on 10/01/2019,Will be Completed On 12/31/2022
AR,2019,99610327,ARKANSAS NATURAL RESOURCES COMMISSION,5,Boone County Crooked Creek Project,No,"BMP Design
",Agriculture; Animal Feeding Operations; Other NPS Pollution,NOT APPLICABLE (NA),"$87,485 ",Yes,On Schedule,Will start on 10/01/2019,Will be Completed On 09/30/2022
AR,2019,99610327,ARKANSAS NATURAL RESOURCES COMMISSION,6,Markham Street Water Quality Demonstration Project,No,"BMP Implementation
Education/Information
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$599,995 ",No,On Schedule,Will start on 10/01/2019,Will be Completed On 09/30/2022
AR,2019,99610327,ARKANSAS NATURAL RESOURCES COMMISSION,7,Unpaved Roads BMP Demonstration Project for the Illinois River Watershed,No,"BMP Implementation
Education/Information
",Agriculture; Animal Feeding Operations; Construction; Other NPS Pollution; Silviculture,NOT APPLICABLE (NA),"$137,570 ",No,On Schedule,Will start on 10/01/2019,Will be Completed On 10/31/2021
AR,2019,99610327,ARKANSAS NATURAL RESOURCES COMMISSION,8,Water Quality Monitoring for the Lake Conway Point Remove Watershed,No,"BMP Effectiveness Monitoring
",Agriculture,NOT APPLICABLE (NA),"$404,350 ",No,On Schedule,Will start on 10/01/2019,Will be Completed On 09/30/2022
AR,2019,99610327,ARKANSAS NATURAL RESOURCES COMMISSION,9,North Fork White River Sub Watershed Project,No,"Other Planning
",Agriculture; Animal Feeding Operations; Other NPS Pollution; Silviculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$194,575 ",Yes,On Schedule,Will start on 10/01/2019,Will be Completed On 09/30/2022
AR,2019,99610327,ARKANSAS NATURAL RESOURCES COMMISSION,10,Water Quality Monitoring in the Upper Illinois River and Upper White River Watersheds,No,"BMP Effectiveness Monitoring
",Agriculture; Animal Feeding Operations; Construction; Hydromodification; Land Disposal/Storage/Treatment; Marinas and Recreational Boating; Other NPS Pollution; Resource Extraction; Silviculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$262,384 ",No,On Schedule,Will start on 10/01/2019,Will be Completed On 09/30/2022
AR,2019,99610327,ARKANSAS NATURAL RESOURCES COMMISSION,11,Update of the Watershed Stewardship Program in Arkansas (Phase I),No,"Education/Information
",Agriculture; Animal Feeding Operations; Construction; Hydromodification; Land Disposal/Storage/Treatment; Marinas and Recreational Boating; Other NPS Pollution; Resource Extraction; Silviculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$91,613 ",No,On Schedule,Will start on 10/01/2019,Will be Completed On 10/01/2021
AR,2019,99610327,ARKANSAS NATURAL RESOURCES COMMISSION,12,Expanding Green Infrastructure to Southeast Arkansas,No,"Other Restoration/Protection
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$100,926 ",No,On Schedule,Will start on 10/01/2019,Will be Completed On 10/01/2021
AR,2019,99610327,ARKANSAS NATURAL RESOURCES COMMISSION,13,NPS Pollution Prevention through District Outreach and Digital Media,No,"Other Restoration/Protection
",Other NPS Pollution,NOT APPLICABLE (NA),"$201,450 ",No,On Schedule,Will start on 10/01/2019,Will be Completed On 03/30/2022
AZ,2019,97961420,THE HOPI TRIBE,1,FY19: The Hopi Tribe  Wepo Spring Rehabilitation,No,,Agriculture; Hydromodification,,"$89,274 ",No,,Will start on ,Will be Completed On 
AZ,2019,97961420,THE HOPI TRIBE,2,FY2020: Hopi Tribe: Exotic Species and Livestock Management Project,No,,Agriculture; Hydromodification,,"$44,000 ",No,,Will start on ,Will be Completed On 
AZ,2019,98961320,AZ DEPT OF ENV QUALITY,1,KOUI- McKinley Mill Mine Remediation,No,"BMP Implementation
Water Quality Assessment/Monitoring
",Resource Extraction,Implementing a TMDL,"$281,566 ",Yes,On Schedule,Will start on 09/01/2020,Will be Completed On 04/01/2022
AZ,2019,98961320,AZ DEPT OF ENV QUALITY,2,KOUI- Gibson Mine Remediation ,No,"BMP Design
Other Planning
Water Quality Assessment/Monitoring
",Resource Extraction,Implementing a TMDL,"$44,940 ",Yes,Behind Schedule,Will start on 12/01/2020,Will be Completed On 03/31/2022
AZ,2019,98961320,AZ DEPT OF ENV QUALITY,3,OCWC Pet Waste Station Installation,No,"BMP Implementation
BMP Effectiveness Monitoring
Education/Information
",Other NPS Pollution; Urban Runoff/Stormwater,Implementing a TMDL,"$138,363 ",Yes,On Schedule,Will start on 03/30/2020,Will be Completed On 05/31/2022
AZ,2019,98961320,AZ DEPT OF ENV QUALITY,4,KOUI- Storm Cloud Mine Remediation,No,"BMP Design
BMP Implementation
",Resource Extraction,Implementing a TMDL,"$478,602 ",Yes,Completed,Will start on 11/18/2020,Will be Completed On 04/01/2022
AZ,2019,98961320,AZ DEPT OF ENV QUALITY,5,KOUI- Poland Walker Tunnel and Eugene Mine Remediation ,No,"BMP Design
BMP Implementation
",,NOT APPLICABLE (NA),"$11,042 ",Yes,Behind Schedule,Will start on 09/15/2020,Will be Completed On 09/15/2022
AZ,2019,98961320,AZ DEPT OF ENV QUALITY,6,Slide Rock State Park Fencing Project ,No,"BMP Implementation
BMP Effectiveness Monitoring
",Other NPS Pollution; Urban Runoff/Stormwater,Implementing a TMDL,"$42,235 ",Yes,Completed,Will start on 01/02/2020,Will be Completed On 12/09/2020
AZ,2019,98961320,AZ DEPT OF ENV QUALITY,7,ADOT Pullout Closures Along Oak Creek,No,"BMP Implementation
",Other NPS Pollution; Urban Runoff/Stormwater,Implementing a TMDL,"$12,710 ",Yes,Completed,Will start on 12/09/2019,Will be Completed On 10/01/2020
AZ,2019,98961320,AZ DEPT OF ENV QUALITY,10,DNA Study on Oak Creek,No,"Water Quality Assessment/Monitoring
Monitoring Design
",Other NPS Pollution; Urban Runoff/Stormwater,Implementing a TMDL,"$113,556 ",Yes,On Schedule,Will start on 03/24/2021,Will be Completed On 06/30/2023
AZ,2019,98961320,AZ DEPT OF ENV QUALITY,12,KOUI- Cash Mine Restoration  ,No,,,,"$90,670 ",Yes,,Will start on ,Will be Completed On 
AZ,2019,99T52018,SAN CARLOS APACHE TRIBE,1,NPS Watershed Project to Restore and Protect Three Spring Sources,No,,Agriculture; Hydromodification,,"$100,000 ",No,,Will start on ,Will be Completed On 
AZ,2019,99T52020,SAN CARLOS APACHE TRIBE,1,FY19: San Carlos Apache: NPS Watershed Project to Stabilize and Restore Three Lake Riparian-Area Beaches,No,,Hydromodification; Other NPS Pollution,,"$100,000 ",No,,Will start on ,Will be Completed On 
AZ,2019,99T52020,SAN CARLOS APACHE TRIBE,2,FY2020: San Carlos Apache Tribe: NPS Watershed Project to Stabilize and Restore Two Beaches along San Carlos Lake ,No,,Hydromodification; Other NPS Pollution,,"$100,000 ",No,,Will start on ,Will be Completed On 
AZ,2019,99T95320,WHITE MOUNTAIN APACHE TRIBE,1,FY2020: White Mountain Apache Tribe: Restoration of Lofer Ciénega Creek,No,,Agriculture; Hydromodification,,"$96,840 ",No,,Will start on ,Will be Completed On 
CA,2019,97957520,CA STATE WATER RES CTRL BRD,1,Parks Creek Riparian Improvement Project - 42971,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$609,263 ",Yes,On Schedule,Will start on 04/01/2020,Will be Completed On 01/31/2023
CA,2019,97957520,CA STATE WATER RES CTRL BRD,2,Pescadero Creek Watershed Old Haul Road Sediment Reduction Project - 43712,No,"BMP Implementation
",Construction; Hydromodification,Implementing a TMDL,"$800,000 ",Yes,On Schedule,Will start on 04/01/2020,Will be Completed On 04/30/2023
CA,2019,97957520,CA STATE WATER RES CTRL BRD,3,I - San Lorenzo Watershed Targeted Sediment Reduction Project - 43665,No,"BMP Design
BMP Implementation
",Urban Runoff/Stormwater,Implementing a TMDL,"$799,913 ",Yes,On Schedule,Will start on 03/01/2020,Will be Completed On 12/31/2023
CA,2019,97957520,CA STATE WATER RES CTRL BRD,4,I - Remediation of Pesticides in Oso Flaco Creek - 43694,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$545,931 ",Yes,On Schedule,Will start on 04/01/2020,Will be Completed On 11/30/2023
CA,2019,97957520,CA STATE WATER RES CTRL BRD,5,I - Interactive Irrigation Mgt. to Reduce Leaching of Nitrogen - 43498,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$619,935 ",Yes,On Schedule,Will start on 04/01/2020,Will be Completed On 06/30/2023
CA,2019,97957520,CA STATE WATER RES CTRL BRD,6,I - Coldstream Canyon Sediment Reduction and Wetland Rehabilitation Project - 43543,No,"BMP Implementation
",Hydromodification,Implementing a TMDL,"$648,906 ",Yes,On Schedule,Will start on 03/01/2020,Will be Completed On 04/30/2023
CA,2019,97957520,CA STATE WATER RES CTRL BRD,7,Best Management Practices on Kincade Fire-Impacted Lands in Sonoma County,No,"BMP Implementation
",Other NPS Pollution,Implementing a TMDL,"$353,727 ",Yes,Completed,Will start on 02/01/2020,Will be Completed On 02/28/2021
CA,2019,97957520,CA STATE WATER RES CTRL BRD,8,I - Ventura County Post Fire Recovery Project,No,"BMP Implementation
",Other NPS Pollution,Implementing a TMDL,"$591,012 ",Yes,On Schedule,Will start on 06/01/2020,Will be Completed On 03/31/2022
CA,2019,97957520,CA STATE WATER RES CTRL BRD,9,Hi-Desert Water District Septic System abatement and Private Lateral Installation,No,,,,$0 ,Yes,,Will start on ,Will be Completed On 
CA,2019,99T64120,BISHOP INDIAN TRIBAL COUNCIL,1,FY2019: Bishop Tribe Watershed Management Project,No,,Agriculture; Hydromodification; Urban Runoff/Stormwater,,"$100,000 ",No,,Will start on ,Will be Completed On 
CA,2019,99T64120,BISHOP INDIAN TRIBAL COUNCIL,2,FY2020: Bishop Indian Tribal Council: Watershed-based NPS Plan,No,,Agriculture; Hydromodification; Urban Runoff/Stormwater,,"$100,000 ",No,,Will start on ,Will be Completed On 
CA,2019,99T83101,FORT MOJAVE INDIAN TRIBE,1,"Implement a NPS Watershed Project of Exclusion Fencing, Road Removal, Riparian Planting, and NPS Ordinance Development for Restoration and Long-Term Protection of Long Lake and Bay of Tears Open Water/Wetlands Habitat on the Fort Mojave Indian Reservation",No,,Hydromodification; Other NPS Pollution,,"$100,000 ",No,,Will start on ,Will be Completed On 
CA,2019,99T83101,FORT MOJAVE INDIAN TRIBE,2,"FY19: Fort Mojave: Reduced Nonpoint Sources of Pollution, Restoration, and Long-Term Protection for Three Colorado River Beach Accesses ",No,,Hydromodification; Other NPS Pollution,,"$98,121 ",No,,Will start on ,Will be Completed On 
CA,2019,99T89001,CHEMEHUEVI INDIAN TRIBE,1,FY19: Chemehuevi Development of a Watershed-Based Plan and Implementation of a Watershed Project to Restore NPS Impaired Waters for Housing Lakeside Riparian Shoreline on Lake Havasu,No,,Hydromodification,,"$100,000 ",No,,Will start on ,Will be Completed On 
CA,2019,99T89001,CHEMEHUEVI INDIAN TRIBE,2,FY2020: Chemehuevi Indian Tribe: Eradication of Invasive Plant Species ,No,,Hydromodification; Other NPS Pollution,,"$100,000 ",No,,Will start on ,Will be Completed On 
CA,2019,99T90420,CEDARVILLE RANCHERIA,1,"FY19: Cedarville Rancheria: Little Pau Pond, Sandy Creek South Fork, Sandy Creek North Fork, and Two Bears Creek NPS projects",No,,Construction; Hydromodification,,"$99,917 ",No,,Will start on ,Will be Completed On 
CA,2019,99T90420,CEDARVILLE RANCHERIA,2,FY2020: Cedarville Ranchera: Stormwater Wetlands,No,,Construction; Hydromodification; Urban Runoff/Stormwater,,"$96,451 ",No,,Will start on ,Will be Completed On 
CA,2019,99T97701,ROUND VALLEY INDIAN TRIBES,1,FY19: Round Valley Indian Tribe Short Creek Riparian Corridor & Streambank Stabilization Project”,No,,Hydromodification,,"$100,000 ",No,,Will start on ,Will be Completed On 
CO,2019,96896620,SOUTHERN UTE INDIAN TRIBE,1,SPRING CREEK II RESTORATION PROJECT,No,,Agriculture; Hydromodification,,"$100,000 ",No,,Will start on ,Will be Completed On 
CO,2019,96896620,SOUTHERN UTE INDIAN TRIBE,2,"FY2019: Southern Ute Tribe, Construction of Spring Creek Restoration Project",No,,Agriculture; Hydromodification,,"$100,000 ",No,,Will start on ,Will be Completed On 
CO,2019,97886620,UTE MOUNTAIN UTE TRIBE,1,Base Grant in PPG,No,,,,$0 ,Yes,,Will start on ,Will be Completed On 
CO,2019,99818619,CO DEPARTMENT OF PUBLIC HEALTH AND ENVIRONMENT,1,Lower Arkansas Valley Best Management Practices Project Implementation,No,"BMP Implementation
BMP Effectiveness Monitoring
",Agriculture,NOT APPLICABLE (NA),"$628,000 ",Yes,On Schedule,Will start on 05/06/2020,Will be Completed On 12/31/2023
CO,2019,99818619,CO DEPARTMENT OF PUBLIC HEALTH AND ENVIRONMENT,2,Lower Aspen Canal Pipeline (Phase B) & Interconnect,No,"BMP Implementation
Education/Information
",Agriculture,NOT APPLICABLE (NA),"$368,461 ",Yes,,Will start on 04/16/2021,Will be Completed On 02/28/2023
CO,2019,99818619,CO DEPARTMENT OF PUBLIC HEALTH AND ENVIRONMENT,3,Outreach and Education Mini-grants,Yes,"Education/Information
",Other NPS Pollution,NOT APPLICABLE (NA),"$35,000 ",No,,Will start on 08/30/2019,Will be Completed On 08/29/2024
CT,2019,178019,ENERGY & ENVIRONMENTAL PROTECTION CONNECTICUT DEPA,1,CRCCD NPS Management (Technical Assistance) ,No,"Education/Information
Watershed Planning
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$30,000 ",No,On Schedule,Will start on 10/01/2019,Will be Completed On 09/30/2024
CT,2019,178019,ENERGY & ENVIRONMENTAL PROTECTION CONNECTICUT DEPA,2,ECCD NPS Management (Technical Assistance) ,No,"Education/Information
Watershed Planning
",Agriculture; Construction; Hydromodification; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$30,000 ",No,On Schedule,Will start on 10/01/2019,Will be Completed On 09/30/2024
CT,2019,178019,ENERGY & ENVIRONMENTAL PROTECTION CONNECTICUT DEPA,3,NCCD NPS Management (Technical Assistance) ,No,"Education/Information
Watershed Planning
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$30,000 ",No,On Schedule,Will start on 10/01/2019,Will be Completed On 09/30/2024
CT,2019,178019,ENERGY & ENVIRONMENTAL PROTECTION CONNECTICUT DEPA,4,NWCD NPS Management (Technical Assistance) ,No,"Education/Information
Watershed Planning
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$30,000 ",No,On Schedule,Will start on 10/01/2019,Will be Completed On 09/30/2024
CT,2019,178019,ENERGY & ENVIRONMENTAL PROTECTION CONNECTICUT DEPA,5,SWCD NPS Management (Technical Assistance) ,No,"Education/Information
Watershed Planning
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$30,000 ",No,On Schedule,Will start on 10/01/2019,Will be Completed On 09/30/2024
CT,2019,178019,ENERGY & ENVIRONMENTAL PROTECTION CONNECTICUT DEPA,6,CRCCD WBP Implementation Project - Deerfield Farm Nonpoint Source Improvements (see state projects 16-01/17-01/18-01/19-02),No,"BMP Implementation
",Agriculture,NOT APPLICABLE (NA),"$30,000 ",Yes,On Schedule,Will start on 10/01/2019,Will be Completed On 09/30/2024
CT,2019,178019,ENERGY & ENVIRONMENTAL PROTECTION CONNECTICUT DEPA,7,ECCD WBP Implementation Project (TBD),No,"BMP Design
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$30,000 ",No,Not Initiated,Will start on 10/01/2019,Will be Completed On 09/30/2024
CT,2019,178019,ENERGY & ENVIRONMENTAL PROTECTION CONNECTICUT DEPA,8,NCCD WBP Implementation Project (TBD),No,"BMP Design
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$30,000 ",No,Not Initiated,Will start on 10/01/2019,Will be Completed On 09/30/2024
CT,2019,178019,ENERGY & ENVIRONMENTAL PROTECTION CONNECTICUT DEPA,9,NWCD WBP Implementation Project Bethel Dog Park and Bennett Memorial Park Stormwater BMPs  (see state project # 17-01/18-01/19-02a),No,"BMP Design
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$30,000 ",No,On Schedule,Will start on 10/01/2019,Will be Completed On 09/30/2024
CT,2019,178019,ENERGY & ENVIRONMENTAL PROTECTION CONNECTICUT DEPA,10,SWCD WBP Implementation Project (TBD),No,"BMP Design
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$30,000 ",No,Not Initiated,Will start on 10/01/2019,Will be Completed On 09/30/2024
CT,2019,178019,ENERGY & ENVIRONMENTAL PROTECTION CONNECTICUT DEPA,11,Roseland Lake: Holistic Lake Management in a NWQI Watershed,No,"BMP Design
",,NOT APPLICABLE (NA),"$320,000 ",No,Not Initiated,Will start on 10/01/2019,Will be Completed On 09/30/2024
CT,2019,178019,ENERGY & ENVIRONMENTAL PROTECTION CONNECTICUT DEPA,12,Saugatuck River Watershed: Implementation of WBP & Pollutant Load Reduction,No,"Other Restoration/Protection
",,NOT APPLICABLE (NA),"$62,241 ",No,Not Initiated,Will start on 10/01/2019,Will be Completed On 09/30/2024
CT,2019,178019,ENERGY & ENVIRONMENTAL PROTECTION CONNECTICUT DEPA,13,Still River Stormwater Retrofit Project Development,No,"Other Restoration/Protection
",,NOT APPLICABLE (NA),"$101,475 ",No,Not Initiated,Will start on 10/01/2019,Will be Completed On 09/30/2019
CT,2019,178019,ENERGY & ENVIRONMENTAL PROTECTION CONNECTICUT DEPA,14,Pomperaug River WBP Implementation Groundwork,No,"Other Restoration/Protection
",,NOT APPLICABLE (NA),"$27,550 ",No,Not Initiated,Will start on 10/01/2019,Will be Completed On 09/30/2024
CT,2019,178019,ENERGY & ENVIRONMENTAL PROTECTION CONNECTICUT DEPA,15,Island Brook Implementation Projects in Bridgeport (see state project # 20-03),No,"BMP Implementation
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$60,000 ",No,Not Initiated,Will start on 10/01/2019,Will be Completed On 09/30/2024
CT,2019,178019,ENERGY & ENVIRONMENTAL PROTECTION CONNECTICUT DEPA,16,Bantam Lake Watershed Based Plan Addendum - EPA lead  (See also state project # 20-07),No,"Watershed Planning
",Agriculture; Other NPS Pollution; Turf Management; Urban Runoff/Stormwater,Developing a TMDL,$0 ,No,Completed,Will start on 03/01/2020,Will be Completed On 08/31/2021
DC,2019,349619,DISTRICT OF COLUMBIA GOVT OF DBA DEPARTMENT OF ENE,1,Stream Restoration and Stormwater Retrofit Oversight,Yes,"Watershed Planning
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$159,269 ",No,Accepted by EPA,Will start on 10/01/2018,Will be Completed On 09/30/2019
DC,2019,349619,DISTRICT OF COLUMBIA GOVT OF DBA DEPARTMENT OF ENE,2,Program Administration and Grant Management,No,"Watershed Planning
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$145,883 ",No,Accepted by EPA,Will start on 10/01/2018,Will be Completed On 09/30/2019
DC,2019,349619,DISTRICT OF COLUMBIA GOVT OF DBA DEPARTMENT OF ENE,3,DC School-Based NPS Pollution Prevention Program and Adult Outreach,No,"BMP Design
Education/Information
Monitoring Design
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$88,071 ",Yes,On Schedule,Will start on 10/01/2018,Will be Completed On 09/30/2023
DC,2019,349619,DISTRICT OF COLUMBIA GOVT OF DBA DEPARTMENT OF ENE,4,DC Watershed LID Retrofit Program,No,"BMP Design
BMP Implementation
",Urban Runoff/Stormwater,Implementing a TMDL,"$259,521 ",Yes,On Schedule,Will start on 10/01/2018,Will be Completed On 09/30/2023
DC,2019,349619,DISTRICT OF COLUMBIA GOVT OF DBA DEPARTMENT OF ENE,5,Stream and Outfall Restoration Designs and Construction,No,"BMP Design
BMP Implementation
BMP Effectiveness Monitoring
Monitoring Design
",Urban Runoff/Stormwater,Implementing a TMDL,"$329,256 ",Yes,On Schedule,Will start on 10/01/2018,Will be Completed On 09/30/2023
DE,2019,98312819,STATE OF DELAWARE DNREC,1,Delaware’s Nonpoint Source Program Administration,Yes,"NPS Grants Administration
NPS State Staff Activities
Education/Information
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$81,292 ",No,Accepted by EPA,Will start on 10/01/2018,Will be Completed On 09/30/2019
DE,2019,98312819,STATE OF DELAWARE DNREC,2,Delaware’s Nonpoint Source Program Technical and Programmatic Support ,Yes,"NPS Grants Administration
NPS State Staff Activities
Education/Information
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$285,633 ",No,Accepted by EPA,Will start on 10/01/2018,Will be Completed On 09/30/2019
DE,2019,98312819,STATE OF DELAWARE DNREC,3,Accelerate implementation of cost-effective approaches to reduce nutrients and sediment loading in the agriculture sector,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$692,315 ",Yes,Completed,Will start on 10/01/2018,Will be Completed On 07/29/2021
DE,2019,98312819,STATE OF DELAWARE DNREC,4,Accelerate implementation of cost-effective approaches to reduce nutrients and sediment loading in the urban sector (Project Placeholder for Priority Watershed Projects),No,"BMP Implementation
",Urban Runoff/Stormwater,Implementing a TMDL,"$15,394 ",Yes,On Schedule,Will start on 10/01/2018,Will be Completed On 06/30/2023
DE,2019,98312819,STATE OF DELAWARE DNREC,5,Delaware Botanic Garden's Stormwater BMP Model ,No,"BMP Implementation
",Urban Runoff/Stormwater,Implementing a TMDL,"$74,972 ",Yes,On Schedule,Will start on 03/02/2020,Will be Completed On 09/30/2022
DE,2019,98312819,STATE OF DELAWARE DNREC,6,Delaware Department of Agriculture Forestry Program and Urban Community Forestry Council Urban Tree Planting Projects,No,"BMP Implementation
",Urban Runoff/Stormwater,Implementing a TMDL,"$25,006 ",Yes,On Schedule,Will start on 06/01/2021,Will be Completed On 12/31/2021
DE,2019,98312820,STATE OF DELAWARE DNREC,1,Delaware’s Nonpoint Source Program Administration,Yes,"NPS Grants Administration
NPS State Staff Activities
Education/Information
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$81,821 ",No,Accepted by EPA,Will start on 10/01/2019,Will be Completed On 12/31/2020
DE,2019,98312820,STATE OF DELAWARE DNREC,2,Delaware’s Nonpoint Source Program Technical and Programmatic Support ,Yes,"NPS Grants Administration
Implementing a Statewide Program (Regulatory or Non-Regulatory)
NPS State Staff Activities
Education/Information
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$239,151 ",No,Accepted by EPA,Will start on 10/01/2019,Will be Completed On 12/31/2020
