State,Award Fiscal Year,Grant No,Grantee,Project Number,Title,State Wide Project,Primary Functional Category,Category Of Pollution,TMDL,Total 319h Funds,Has Pollutant Data,Current Status,Project Start,Project End
DE,2019,98312820,STATE OF DELAWARE DNREC,3,Accelerate implementation of cost-effective approaches to reduce nutrients and sediment loading in the agriculture sector,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$725,813 ",Yes,On Schedule,Will start on 10/01/2019,Will be Completed On 09/30/2024
DE,2019,98312820,STATE OF DELAWARE DNREC,4,Accelerate implementation of cost-effective approaches to reduce nutrients and sediment loading in the urban sector,No,"BMP Implementation
",Urban Runoff/Stormwater,Implementing a TMDL,"$152,715 ",Yes,On Schedule,Will start on 07/01/2021,Will be Completed On 09/30/2024
DE,2019,98312820,STATE OF DELAWARE DNREC,5,Thompson Island Nature Preserve Living Shoreline Phase 1 - Center for Inland Bays (CIB),No,"BMP Implementation
",Hydromodification,Implementing a TMDL,"$15,000 ",Yes,On Schedule,Will start on 01/31/2022,Will be Completed On 09/30/2023
FL,2019,99451519,FL DEPT OF ENVIRONMENTAL PROTECTION,1,NPS/Watershed Program Administration,Yes,"NPS Grants Administration
NPS Monitoring
Development of WBPs or Acceptable Alternatives
Development of TMDLs
Implementing a Statewide Program (Regulatory or Non-Regulatory)
NPS State Staff Activities
Education/Information
Watershed Planning
Water Quality Assessment/Monitoring
",,NOT APPLICABLE (NA),"$2,349,076 ",No,On Schedule,Will start on 10/01/2018,Will be Completed On 09/30/2024
FL,2019,99451519,FL DEPT OF ENVIRONMENTAL PROTECTION,2,Continued Expansion and Sustainability of the Florida-Friendly Landscaping ™ Program to Protect Water Quality From Stormwater Runoff and Nonpoint Souce Pollution,Yes,"Education/Information
",Urban Runoff/Stormwater,Implementing a TMDL,"$279,463 ",No,On Schedule,Will start on 10/01/2018,Will be Completed On 09/30/2024
FL,2019,99451519,FL DEPT OF ENVIRONMENTAL PROTECTION,3,Bioassessment Development and Quality Assurance,Yes,"NPS State Staff Activities
Water Quality Assessment/Monitoring
",,NOT APPLICABLE (NA),"$195,490 ",No,On Schedule,Will start on 10/01/2018,Will be Completed On 09/30/2024
FL,2019,99451519,FL DEPT OF ENVIRONMENTAL PROTECTION,4,Manatee Pocket Southwest Prong Water Quality Retrofit Project,No,"BMP Implementation
Education/Information
",Urban Runoff/Stormwater,Implementing a TMDL,"$600,000 ",No,On Schedule,Will start on 10/01/2018,Will be Completed On 09/30/2024
FL,2019,99451519,FL DEPT OF ENVIRONMENTAL PROTECTION,5,"McCarty Ranch Water Quality, Restoration and Storage Project- Area 3",No,"BMP Implementation
BMP Effectiveness Monitoring
Education/Information
",Agriculture; Urban Runoff/Stormwater,Implementing a TMDL,"$680,356 ",No,On Schedule,Will start on 10/01/2018,Will be Completed On 09/30/2024
FL,2019,99451519,FL DEPT OF ENVIRONMENTAL PROTECTION,6,Fellsmere South Regional Lake Phase II,No,"BMP Implementation
BMP Effectiveness Monitoring
Education/Information
",Urban Runoff/Stormwater,Implementing a TMDL,"$649,644 ",Yes,On Schedule,Will start on 10/01/2018,Will be Completed On 09/30/2024
FL,2019,99451519,FL DEPT OF ENVIRONMENTAL PROTECTION,7,Wastewater Service Area Expansion,No,"BMP Implementation
Education/Information
",Land Disposal/Storage/Treatment,Implementing a TMDL,"$295,000 ",Yes,On Schedule,Will start on 10/01/2018,Will be Completed On 09/30/2024
FL,2019,99451519,FL DEPT OF ENVIRONMENTAL PROTECTION,8,Micco Sewer Line Extension Project,No,"BMP Implementation
BMP Effectiveness Monitoring
",Land Disposal/Storage/Treatment,Implementing a TMDL,"$272,118 ",Yes,On Schedule,Will start on 10/01/2018,Will be Completed On 09/30/2024
FL,2019,99451519,FL DEPT OF ENVIRONMENTAL PROTECTION,9,Florida Department of Health in Duval County Imparied Watershed Septic Tank Enforcement Project,No,"BMP Implementation
Education/Information
",Land Disposal/Storage/Treatment,Implementing a TMDL,"$201,718 ",No,On Schedule,Will start on 10/01/2018,Will be Completed On 09/30/2024
FL,2019,99451519,FL DEPT OF ENVIRONMENTAL PROTECTION,10,Lake Hamilton SR 17 Sewer Improvements,No,"Other Planning
",Land Disposal/Storage/Treatment,NOT APPLICABLE (NA),"$438,823 ",No,On Schedule,Will start on 10/01/2018,Will be Completed On 09/30/2024
GA,2019,99445819,GA DEPT OF NATURAL RESOURCES,1,GAEPD NonPoint Source Program - Grants Unit,Yes,"NPS State Staff Activities
",,NOT APPLICABLE (NA),"$527,471 ",No,On Schedule,Will start on 07/01/2020,Will be Completed On 06/30/2023
GA,2019,99445819,GA DEPT OF NATURAL RESOURCES,2,GAEPD NonPoint Source Program - Outreach Unit,Yes,"Implementing a Statewide Program (Regulatory or Non-Regulatory)
NPS State Staff Activities
",,NOT APPLICABLE (NA),"$491,634 ",No,On Schedule,Will start on 07/01/2020,Will be Completed On 06/30/2023
GA,2019,99445819,GA DEPT OF NATURAL RESOURCES,3,GAEPD NonPoint Source Program - Coastal 401 Water Quality Certification Review (Wetlands),No,"NPS State Staff Activities
",,NOT APPLICABLE (NA),"$153,961 ",No,On Schedule,Will start on 07/01/2019,Will be Completed On 06/30/2021
GA,2019,99445819,GA DEPT OF NATURAL RESOURCES,4,GAEPD Total Maximum Daily Load (TMDL) Modeling,Yes,"NPS State Staff Activities
",,Developing a TMDL,$0 ,No,On Schedule,Will start on 07/01/2019,Will be Completed On 06/30/2020
GA,2019,99445819,GA DEPT OF NATURAL RESOURCES,5,Implementing the Silvicultural Section of the Statewide Nonpoint Source Program,Yes,"BMP Design
Education/Information
Regulatory/Enforcement
",Silviculture,NOT APPLICABLE (NA),"$362,500 ",No,On Schedule,Will start on 10/29/2019,Will be Completed On 12/31/2021
GA,2019,99445819,GA DEPT OF NATURAL RESOURCES,6,Better Back Roads Manual Update,Yes,"BMP Design
Education/Information
",Other NPS Pollution,NOT APPLICABLE (NA),"$95,631 ",No,Behind Schedule,Will start on 06/01/2020,Will be Completed On 06/30/2021
GA,2019,99445819,GA DEPT OF NATURAL RESOURCES,7,WITHDRAWN - Implementation of the Coastal Nonpoint Source Program Hydromodification Management Measures,No,"BMP Implementation
Education/Information
GIS/Modeling
",Hydromodification,NOT APPLICABLE (NA),"$107,869 ",No,Never Initiated,Will start on ,Will be Completed On 
GA,2019,99445819,GA DEPT OF NATURAL RESOURCES,8,"Implementation of the Seventeen Mile River Watershed Management Plan, (HUC #0307020105)",No,"BMP Implementation
Education/Information
",Agriculture; Land Disposal/Storage/Treatment,Implementing a TMDL,"$80,000 ",Yes,On Schedule,Will start on 10/01/2021,Will be Completed On 03/31/2023
GA,2019,99445819,GA DEPT OF NATURAL RESOURCES,9,Septic System and Water Quality Improvements of Horsepen Creek Watershed,No,"BMP Implementation
BMP Effectiveness Monitoring
Education/Information
",Other NPS Pollution,Implementing a TMDL,"$212,000 ",Yes,On Schedule,Will start on 03/02/2020,Will be Completed On 09/30/2022
GA,2019,99445819,GA DEPT OF NATURAL RESOURCES,10,Implementing the WMPs for Big Indian Creek and Rooty Creek Watersheds,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$400,000 ",Yes,On Schedule,Will start on 10/31/2019,Will be Completed On 04/30/2023
GA,2019,99445819,GA DEPT OF NATURAL RESOURCES,11,Tiered Bioretention Area and Stream Restoration of Arrow Creek,No,"BMP Design
BMP Implementation
",Urban Runoff/Stormwater,Implementing a TMDL,"$400,000 ",Yes,On Schedule,Will start on 11/30/2019,Will be Completed On 06/30/2023
GA,2019,99445819,GA DEPT OF NATURAL RESOURCES,12,CANCELLED - Stream Restoration of North Fork Peachtree Creek,No,,,Implementing a TMDL,$0 ,Yes,Never Initiated,Will start on ,Will be Completed On 
GA,2019,99445819,GA DEPT OF NATURAL RESOURCES,13,"Peacock Creek Restoration: Green Infrastructure Demonstration in Downtown Hinesville, Georgia",No,"BMP Implementation
Education/Information
",Urban Runoff/Stormwater,Implementing a TMDL,"$118,322 ",Yes,On Schedule,Will start on 01/01/2021,Will be Completed On 12/31/2022
GA,2019,99445819,GA DEPT OF NATURAL RESOURCES,14,Implementing the 2019 Salacoa Creek Watershed Plan (HUC #0315010207),No,"BMP Implementation
",Land Disposal/Storage/Treatment,Implementing a TMDL,"$138,300 ",Yes,On Schedule,Will start on 08/01/2020,Will be Completed On 07/31/2023
GA,2019,99445819,GA DEPT OF NATURAL RESOURCES,15,Reduction of Fecal Pollution in Brushy Creek Watershed ,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$212,595 ",Yes,Ahead of Schedule,Will start on 03/02/2020,Will be Completed On 09/30/2022
GA,2019,99445819,GA DEPT OF NATURAL RESOURCES,16,Phase II - Coastal Green Infrastructure/Low Impact Development Stormwater Best Management Practices Implementation,No,"BMP Implementation
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$87,725 ",Yes,Revised,Will start on 10/05/2020,Will be Completed On 09/30/2022
HI,2019,96978719,HI DEPT OF HEALTH,5,Sustaining the Source Waters of Kawaihae Watershed,No,"BMP Implementation
BMP Effectiveness Monitoring
Education/Information
",Other NPS Pollution,NOT APPLICABLE (NA),"$143,500 ",No,,Will start on 02/11/2022,Will be Completed On 02/10/2026
IA,2019,740426,IOWA DEPARTMENT OF NATURAL RESOURCES,1,NPS Program Administration and Technical Assistance,Yes,"NPS State Staff Activities
",,NOT APPLICABLE (NA),"$448,165 ",No,Completed,Will start on 07/01/2019,Will be Completed On 06/30/2020
IA,2019,740426,IOWA DEPARTMENT OF NATURAL RESOURCES,2,NPS Project Technical Assistance,Yes,"BMP Implementation
GIS/Modeling
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$160,033 ",No,On Schedule,Will start on 07/01/2020,Will be Completed On 06/30/2024
IA,2019,740426,IOWA DEPARTMENT OF NATURAL RESOURCES,3,TMDL Program Implementation ,Yes,"GIS/Modeling
Watershed Planning
Water Quality Assessment/Monitoring
",,NOT APPLICABLE (NA),"$678,735 ",No,Completed,Will start on 07/01/2020,Will be Completed On 06/30/2021
IA,2019,740426,IOWA DEPARTMENT OF NATURAL RESOURCES,4,Statewide Water Quality Educational Campaign,Yes,"Education/Information
",,NOT APPLICABLE (NA),"$175,000 ",No,Pending,Will start on 07/01/2020,Will be Completed On 06/30/2024
IA,2019,740426,IOWA DEPARTMENT OF NATURAL RESOURCES,5,Watershed Management Authority Planning Grants,No,"Watershed Planning
",,NOT APPLICABLE (NA),"$47,100 ",No,On Schedule,Will start on 07/01/2020,Will be Completed On 06/30/2024
IA,2019,740426,IOWA DEPARTMENT OF NATURAL RESOURCES,6,9-Element Watershed Planning Grants,No,"Watershed Planning
",,NOT APPLICABLE (NA),"$75,000 ",No,Pending,Will start on 07/01/2020,Will be Completed On 06/30/2024
IA,2019,740426,IOWA DEPARTMENT OF NATURAL RESOURCES,7,Iowa Department of Transportation Stream Signage Partnership,Yes,"Education/Information
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$50,000 ",No,On Schedule,Will start on 07/01/2021,Will be Completed On 06/30/2022
IA,2019,740426,IOWA DEPARTMENT OF NATURAL RESOURCES,8,319 Project Monitoring,Yes,"BMP Effectiveness Monitoring
319(h) National Monitoring Project
Monitoring Design
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$50,000 ",No,Pending,Will start on 07/01/2020,Will be Completed On 06/30/2024
IA,2019,740426,IOWA DEPARTMENT OF NATURAL RESOURCES,9,Badger Creek Lake Watershed Project ,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$56,200 ",Yes,On Schedule,Will start on 10/01/2020,Will be Completed On 06/30/2022
IA,2019,740426,IOWA DEPARTMENT OF NATURAL RESOURCES,10,Easter Lake Watershed Project,No,"BMP Implementation
",Agriculture; Urban Runoff/Stormwater,Implementing a TMDL,"$177,906 ",Yes,On Schedule,Will start on 10/01/2020,Will be Completed On 06/30/2021
IA,2019,740426,IOWA DEPARTMENT OF NATURAL RESOURCES,11,Big Creek Lake Watershed Project,No,"BMP Implementation
",Agriculture; Animal Feeding Operations,Implementing a TMDL,"$132,874 ",Yes,Discontinued,Will start on 10/01/2020,Will be Completed On 06/30/2021
IA,2019,740426,IOWA DEPARTMENT OF NATURAL RESOURCES,12,Price Creek Watershed Project,No,"BMP Implementation
",Agriculture,NOT APPLICABLE (NA),$0 ,Yes,Never Initiated,Will start on 10/01/2020,Will be Completed On 06/30/2021
IA,2019,740426,IOWA DEPARTMENT OF NATURAL RESOURCES,13,Dry Run Creek Watershed Improvement Project,No,"BMP Design
BMP Implementation
Education/Information
",Agriculture; Urban Runoff/Stormwater,Implementing a TMDL,"$293,250 ",Yes,Pending,Will start on 07/01/2021,Will be Completed On 06/30/2023
IA,2019,740426,IOWA DEPARTMENT OF NATURAL RESOURCES,14,Protect Rathbun Lake Project,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$140,874 ",Yes,Pending,Will start on 07/01/2020,Will be Completed On 06/30/2023
IA,2019,740426,IOWA DEPARTMENT OF NATURAL RESOURCES,15,Iowa Great Lakes Targeted Watershed Project,No,"BMP Implementation
Education/Information
",Agriculture; Urban Runoff/Stormwater,Implementing a TMDL,"$180,000 ",Yes,On Schedule,Will start on 07/01/2020,Will be Completed On 06/30/2022
IA,2019,740426,IOWA DEPARTMENT OF NATURAL RESOURCES,16,Yellow River Headwaters Water Quality Project,No,"BMP Design
BMP Implementation
BMP Effectiveness Monitoring
Education/Information
",Agriculture,Implementing a TMDL,"$228,125 ",Yes,On Schedule,Will start on 11/21/2019,Will be Completed On 08/31/2022
IA,2019,740426,IOWA DEPARTMENT OF NATURAL RESOURCES,17,NWQI Monitoring Projects,No,"319(h) National Monitoring Project
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$171,166 ",No,On Schedule,Will start on 07/01/2020,Will be Completed On 06/30/2024
IA,2019,740426,IOWA DEPARTMENT OF NATURAL RESOURCES,18,Water Rocks!,Yes,"Education/Information
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$275,000 ",No,On Schedule,Will start on 01/01/2020,Will be Completed On 12/31/2022
IA,2019,740426,IOWA DEPARTMENT OF NATURAL RESOURCES,19,Iowa Learning Farms - Conservation Station Partnership,Yes,"Education/Information
",,NOT APPLICABLE (NA),"$50,000 ",No,On Schedule,Will start on 04/01/2020,Will be Completed On 06/30/2022
IA,2019,740426,IOWA DEPARTMENT OF NATURAL RESOURCES,20,Otter Creek Watershed Project,No,"BMP Design
Education/Information
",Agriculture,Implementing a TMDL,"$208,572 ",Yes,Pending,Will start on 05/11/2021,Will be Completed On 06/30/2023
ID,2019,45019,ID DEPT. OF ENVIRONMENTAL QUALITY,1,State General Fund SFY2019 Continued Treasure Valley BMP Program,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$3,750 ",Yes,Completed,Will start on 07/01/2018,Will be Completed On 06/30/2019
ID,2019,45019,ID DEPT. OF ENVIRONMENTAL QUALITY,2,State General Fund SFY2019 Ephemeral Gulley Erosion Reduction from Culverts to Agricultural Fields in the Potlach River Watershed,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$3,750 ",Yes,Completed,Will start on 07/01/2018,Will be Completed On 06/30/2020
ID,2019,45019,ID DEPT. OF ENVIRONMENTAL QUALITY,3,State General Fund SFY2019 Middle Snake - Payette Clean Water Project Phase 3,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$3,750 ",Yes,Completed,Will start on 07/01/2018,Will be Completed On 06/30/2019
ID,2019,45019,ID DEPT. OF ENVIRONMENTAL QUALITY,4,State General Fund SFY2019 Teton County Soil Health Phase 2,No,"BMP Implementation
",Agriculture,NOT APPLICABLE (NA),"$3,750 ",Yes,Completed,Will start on 07/01/2018,Will be Completed On 06/30/2019
ID,2019,45019,ID DEPT. OF ENVIRONMENTAL QUALITY,5,State General Fund SFY2019 Curlew Watershed Project,No,"BMP Implementation
",,Implementing a TMDL,"$3,750 ",Yes,Completed,Will start on 07/01/2018,Will be Completed On 06/30/2019
ID,2019,45019,ID DEPT. OF ENVIRONMENTAL QUALITY,6,State General Fund SFY2019 Big Wood River Sediment Reduction ,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$3,750 ",Yes,Completed,Will start on 07/01/2018,Will be Completed On 06/30/2019
ID,2019,45019,ID DEPT. OF ENVIRONMENTAL QUALITY,7,Mica Creek Watershed Agricultural Sediment Reduction & Improvement Project,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$44,340 ",Yes,Completed,Will start on 09/03/2019,Will be Completed On 12/31/2021
ID,2019,45019,ID DEPT. OF ENVIRONMENTAL QUALITY,8,Rhodes Creek Road Rehab,No,"BMP Implementation
",Hydromodification; Other NPS Pollution; Silviculture,NOT APPLICABLE (NA),"$211,031 ",Yes,,Will start on 09/05/2019,Will be Completed On 09/04/2022
ID,2019,45019,ID DEPT. OF ENVIRONMENTAL QUALITY,9,Red Rock Creek Livestock BMP Implementations - Phase 2,No,"BMP Implementation
BMP Effectiveness Monitoring
Education/Information
",Agriculture,Implementing a TMDL,"$177,684 ",Yes,,Will start on 09/11/2019,Will be Completed On 09/10/2022
ID,2019,45019,ID DEPT. OF ENVIRONMENTAL QUALITY,10,Blackfoot River Off-Stream Water and Diversions Project,No,"BMP Implementation
BMP Effectiveness Monitoring
Education/Information
",Agriculture,Implementing a TMDL,"$164,239 ",Yes,,Will start on 09/13/2019,Will be Completed On 09/12/2022
ID,2019,45019,ID DEPT. OF ENVIRONMENTAL QUALITY,11,Bear River Nutrient Reduction Project ,No,"BMP Implementation
BMP Effectiveness Monitoring
Education/Information
",Agriculture; Hydromodification,Implementing a TMDL,"$232,200 ",Yes,,Will start on 09/13/2019,Will be Completed On 09/12/2022
ID,2019,45019,ID DEPT. OF ENVIRONMENTAL QUALITY,12,Tincup Creek Stream Restoration Final Phase 3,No,"BMP Implementation
BMP Effectiveness Monitoring
Education/Information
",Hydromodification,Implementing a TMDL,"$60,000 ",Yes,Completed,Will start on 09/13/2019,Will be Completed On 09/12/2022
ID,2019,45019,ID DEPT. OF ENVIRONMENTAL QUALITY,14,Owyhee Restoration Incentive Program ,No,"BMP Implementation
BMP Effectiveness Monitoring
",Agriculture,Implementing a TMDL,"$114,500 ",Yes,,Will start on 09/26/2019,Will be Completed On 09/24/2022
ID,2019,45019,ID DEPT. OF ENVIRONMENTAL QUALITY,15,Canyon Creek Restoration,No,"BMP Implementation
Education/Information
",Agriculture,Implementing a TMDL,"$71,903 ",Yes,,Will start on 01/02/2020,Will be Completed On 12/31/2022
ID,2019,45019,ID DEPT. OF ENVIRONMENTAL QUALITY,16,Upper Bear River Streambank Stabilization Project RSFY18 ,No,"BMP Implementation
",Agriculture; Hydromodification,Implementing a TMDL,"$79,850 ",Yes,,Will start on 11/01/2018,Will be Completed On 08/01/2020
ID,2019,97065606,NEZ PERCE TRIBE,1,"FY2019: Nez Perce Tribe, Lolo Creek Watershed Nonpoint Source Pollution Reduction Project",No,,Agriculture; Construction; Historical Pollutants; Hydromodification; Resource Extraction,,"$100,000 ",No,,Will start on ,Will be Completed On 
ID,2019,97065606,NEZ PERCE TRIBE,2,Addressing water quality impairments in the Lapwai Creek watershed and setting the stage for future projects,No,,Agriculture; Animal Feeding Operations; Hydromodification; Silviculture,,"$100,000 ",No,,Will start on ,Will be Completed On 
ID,2019,97065606,NEZ PERCE TRIBE,3,FY2020: Nez Perce Tribe: Restore Degraded Riparian Areas in Jim Brown Creek ,No,,Agriculture; Hydromodification; Resource Extraction; Silviculture,,"$100,000 ",No,,Will start on ,Will be Completed On 
IL,2019,99520019,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,1,Technical Assistance for the Coastal Clean Waters Program,No,"Other Planning
",Historical Pollutants; Hydromodification; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$100,000 ",No,Pending,Will start on ,Will be Completed On 
IL,2019,99520019,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,2,Base Operation,Yes,"NPS Grants Administration
Technical Assistance/Technology Transfer
NPS Monitoring
Development of TMDLs
Implementing a Statewide Program (Regulatory or Non-Regulatory)
NPS State Staff Activities
",Agriculture; Animal Feeding Operations; Hydromodification; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$2,075,147 ",No,On Schedule,Did start on 04/01/2019,Will be Completed On 03/31/2024
IL,2019,99520019,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,3,Total Maximum Daily Load Development,No,"Other Planning
",,Developing a TMDL,$0 ,No,Pending,Will start on ,Will be Completed On 
IL,2019,99520019,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,4,Illinois Nutrient Loss Reduction Strategy Implementation,Yes,"Education/Information
",Agriculture; Animal Feeding Operations; Hydromodification; Urban Runoff/Stormwater,NOT APPLICABLE (NA),$0 ,No,Pending,Will start on ,Will be Completed On 
IL,2019,99520019,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,5,Winneshiek Creek Watershed-based Plan,No,"Watershed Planning
",Agriculture; Hydromodification; Urban Runoff/Stormwater,Implementing a TMDL,"$81,534 ",No,On Schedule,Will start on 10/01/2019,Will be Completed On 09/30/2021
IL,2019,99520019,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,6,Canteen Creek-Cahokia Creek Watershed BMP Implementation,No,,Agriculture; Hydromodification; Urban Runoff/Stormwater,Implementing a TMDL,"$953,629 ",Yes,On Schedule,Will start on 12/23/2019,Will be Completed On 07/15/2022
IL,2019,99520019,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,7,Little Rock Creek Watershed-Based Plan,No,"Watershed Planning
",Agriculture; Hydromodification; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$48,000 ",No,On Schedule,Will start on 09/01/2019,Will be Completed On 08/31/2021
IL,2019,99520019,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,8,North Fork Vermilion River and Lake Vermilion Watershed Plan Update,No,"Watershed Planning
",Agriculture; Animal Feeding Operations; Hydromodification; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$109,800 ",No,On Schedule,Will start on 09/11/2019,Will be Completed On 10/01/2021
IL,2019,99520019,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,9,Lake Bloomington and Evergreen Lake Watershed Plan Update,No,,Agriculture; Hydromodification; Urban Runoff/Stormwater,Implementing a TMDL,"$58,375 ",No,On Schedule,Will start on 09/01/2019,Will be Completed On 10/01/2021
IL,2019,99520019,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,10,Lake Charleston Shoreline Stabilization Initiative,No,"BMP Implementation
",Hydromodification,NOT APPLICABLE (NA),"$94,891 ",Yes,Completed,Will start on 09/01/2019,Will be Completed On 10/31/2021
IL,2019,99520019,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,11,Lake Mauvaise Terre In-Lake Dam Phase 1,No,"BMP Design
",,Implementing a TMDL,"$175,000 ",No,Pending,Will start on ,Will be Completed On 
IL,2019,99520019,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,12,Proposed Sediment Basin and Gully Stabilization,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$157,326 ",Yes,On Schedule,Will start on 09/01/2019,Will be Completed On 08/31/2021
IL,2019,99520019,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,13,Copperas Creek Watershed-Based Plan Implementation Project,No,"BMP Implementation
",Agriculture; Hydromodification,NOT APPLICABLE (NA),"$180,044 ",Yes,On Schedule,Will start on 12/18/2019,Will be Completed On 07/15/2022
IL,2019,99520019,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,14,Macoupin Creek / Otter Lake Watershed Implementation,No,"BMP Implementation
BMP Effectiveness Monitoring
Education/Information
",Agriculture; Hydromodification,Implementing a TMDL,"$178,515 ",Yes,Pending,Will start on ,Will be Completed On 
IL,2019,99520019,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,15,St. Joseph Creek Restoration,No,"BMP Implementation
",Hydromodification,Implementing a TMDL,"$345,942 ",Yes,On Schedule,Will start on 09/01/2019,Will be Completed On 08/31/2021
IL,2019,99520019,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,16,The Big Ditch and Healthy Water,No,"BMP Implementation
",Agriculture,NOT APPLICABLE (NA),"$278,500 ",Yes,Pending,Will start on ,Will be Completed On 
IL,2019,99520019,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,17,Lake County SMC Watershed-Based Plan Implementation Program,No,"BMP Implementation
",Hydromodification; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$1,269,488 ",Yes,On Schedule,Will start on 11/04/2019,Will be Completed On 04/30/2022
IL,2019,99520019,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,18,Silver Creek Concrete Removal & Stabilization Project,No,"BMP Implementation
",Hydromodification,NOT APPLICABLE (NA),"$367,809 ",Yes,On Schedule,Will start on 11/04/2019,Will be Completed On 08/31/2021
IN,2019,97548219,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,1,Lake Monroe Watershed Management Plan,No,"Watershed Planning
",Agriculture; Land Disposal/Storage/Treatment; Silviculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$119,525 ",No,Completed,Will start on 10/24/2019,Will be Completed On 01/23/2022
IN,2019,97548219,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,2,Browns Wonder-Sugar Creek Stewardship Initiative,No,"BMP Implementation
",,NOT APPLICABLE (NA),"$259,873 ",Yes,,Will start on 10/28/2019,Will be Completed On 10/27/2022
IN,2019,97548219,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,3,North Laughery Creek,No,"BMP Implementation
",Agriculture; Land Disposal/Storage/Treatment,Developing a TMDL,"$408,663 ",Yes,On Schedule,Will start on 12/15/2019,Will be Completed On 12/16/2023
IN,2019,97548219,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,4,Lost River Watershed Implementation,No,"BMP Implementation
",Agriculture; Land Disposal/Storage/Treatment; Silviculture,NOT APPLICABLE (NA),"$352,500 ",Yes,,Will start on 12/19/2019,Will be Completed On 12/18/2022
IN,2019,97548219,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,5,Indian Kentuck Watershed Implementation,No,"BMP Implementation
Education/Information
",Agriculture; Land Disposal/Storage/Treatment,NOT APPLICABLE (NA),"$399,973 ",Yes,On Schedule,Will start on 03/25/2020,Will be Completed On 03/24/2023
IN,2019,97548219,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,6,Salt-Pipe Creek Watershed Implementation,No,"BMP Implementation
Education/Information
",Agriculture; Land Disposal/Storage/Treatment,Implementing a TMDL,"$357,500 ",Yes,On Schedule,Will start on 11/01/2019,Will be Completed On 01/31/2023
IN,2019,97548219,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,7,"Turtle Creek, Turman Creek, Kelley Bayou (TTK) Implementation",No,,,NOT APPLICABLE (NA),"$363,500 ",Yes,On Schedule,Will start on 05/12/2020,Will be Completed On 05/11/2023
IN,2019,97548219,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,8,Whitewater River Initiative,No,"BMP Implementation
Education/Information
",Agriculture; Land Disposal/Storage/Treatment; Urban Runoff/Stormwater,Implementing a TMDL,"$357,500 ",Yes,On Schedule,Will start on 02/01/2020,Will be Completed On 04/30/2023
IN,2019,97548219,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,9,Pathway to Water Quality,No,"Education/Information
",,NOT APPLICABLE (NA),"$15,000 ",No,,Will start on 04/22/2020,Will be Completed On 04/21/2024
