State,Award Fiscal Year,Grant No,Grantee,Project Number,Title,State Wide Project,Primary Functional Category,Category Of Pollution,TMDL,Total 319h Funds,Has Pollutant Data,Current Status,Project Start,Project End
OH,2018,97550018,OHIO ENVIRONMENTAL PROTECTION AGENCY,12,Armstrong Run (Kokosing Scenic River) Restoration Project,No,"BMP Implementation
",Hydromodification,NOT APPLICABLE (NA),"$300,000 ",Yes,Completed,Will start on 08/01/2018,Will be Completed On 09/30/2021
OH,2018,97550018,OHIO ENVIRONMENTAL PROTECTION AGENCY,13,Chalet Parking Lot Green Infrastructure,No,"BMP Implementation
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$151,340 ",Yes,Completed,Will start on 06/01/2019,Will be Completed On 12/31/2021
OH,2018,97550018,OHIO ENVIRONMENTAL PROTECTION AGENCY,14,Sunnybrook Streambank Stabilization & Riparian Restoration,No,"BMP Implementation
",Hydromodification,NOT APPLICABLE (NA),"$118,811 ",Yes,Completed,Will start on 06/01/2019,Will be Completed On 09/30/2021
OH,2018,97550018,OHIO ENVIRONMENTAL PROTECTION AGENCY,15,Shor Park Restoration,No,"BMP Implementation
",Hydromodification,NOT APPLICABLE (NA),"$135,080 ",Yes,On Schedule,Will start on 06/01/2019,Will be Completed On 05/31/2022
OH,2018,97550018,OHIO ENVIRONMENTAL PROTECTION AGENCY,16,ODA-DSWC FFY2018 Core NPS,Yes,"NPS State Staff Activities
Education/Information
",Other NPS Pollution,NOT APPLICABLE (NA),"$224,400 ",No,Completed,Will start on 07/01/2019,Will be Completed On 06/30/2020
OH,2018,97550018,OHIO ENVIRONMENTAL PROTECTION AGENCY,17,Ohio EPA Core,Yes,"NPS Grants Administration
Technical Assistance/Technology Transfer
NPS Monitoring
Development of TMDLs
Implementing a Statewide Program (Regulatory or Non-Regulatory)
NPS State Staff Activities
",Other NPS Pollution,NOT APPLICABLE (NA),"$2,060,037 ",No,,Will start on 06/01/2018,Will be Completed On 04/15/2023
OH,2018,97550018,OHIO ENVIRONMENTAL PROTECTION AGENCY,18,Tributary to Alum Creek Stream & Floodplain Restoration Project,No,"BMP Implementation
",Hydromodification,NOT APPLICABLE (NA),"$269,000 ",Yes,Completed,Will start on 10/01/2019,Will be Completed On 12/31/2020
OH,2018,97550018,OHIO ENVIRONMENTAL PROTECTION AGENCY,19,Mill Creek Patterson Parkway,No,"BMP Implementation
",Hydromodification,NOT APPLICABLE (NA),"$162,571 ",Yes,Completed,Will start on 04/01/2020,Will be Completed On 06/30/2021
OH,2018,97550018,OHIO ENVIRONMENTAL PROTECTION AGENCY,20,NPS-IS Development for the Little Beaver Creek HUC-12 and Beaver Creek HUC-12,No,"Watershed Planning
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$15,000 ",No,On Schedule,Will start on 01/01/2022,Will be Completed On 12/31/2022
OH,2018,97550018,OHIO ENVIRONMENTAL PROTECTION AGENCY,21,Grassed Waterways in Beaver Creek,No,"BMP Implementation
",Agriculture,NOT APPLICABLE (NA),"$48,160 ",Yes,,Will start on 03/01/2022,Will be Completed On 11/30/2022
OR,2018,45118,OR DEPT. OF ENVIRON. QUALITY,1,Storm and Drinking Water Improvements from Urban and Ag. Lands,No,"BMP Implementation
",Urban Runoff/Stormwater,Implementing a TMDL,"$23,324 ",No,Completed,Will start on 04/02/2020,Will be Completed On 12/31/2021
OR,2018,45118,OR DEPT. OF ENVIRON. QUALITY,2,Tiered Approach for Assess Pest. Use and Groundwater Vulnerability for Drinking Water  OR Watersheds: Phases 2 and 3.,No,"BMP Design
",Agriculture,NOT APPLICABLE (NA),"$20,000 ",No,Completed,Will start on 11/25/2019,Will be Completed On 12/31/2020
OR,2018,45118,OR DEPT. OF ENVIRON. QUALITY,3,Walla Walla Basin Watershed Council Water Quality Education and Outreach,No,"Education/Information
",Agriculture; Silviculture; Urban Runoff/Stormwater,Implementing a TMDL,"$9,000 ",No,Completed,Will start on 06/28/2019,Will be Completed On 12/31/2020
OR,2018,45118,OR DEPT. OF ENVIRON. QUALITY,4,Northwest Oregon Restoration 2018,No,"BMP Implementation
Education/Information
",,Implementing a TMDL,"$10,000 ",No,Not Initiated,Will start on ,Will be Completed On 
OR,2018,45118,OR DEPT. OF ENVIRON. QUALITY,5,Lower John Day UAV Protocol Development Project,No,"GIS/Modeling
",Agriculture,Implementing a TMDL,"$26,235 ",No,Completed,Will start on 07/31/2019,Will be Completed On 03/10/2021
OR,2018,45118,OR DEPT. OF ENVIRON. QUALITY,6,Tillamook SWCD 2018 Stream Enhancement & Restoration,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$11,000 ",No,On Schedule,Will start on 08/01/2018,Will be Completed On 07/21/2023
OR,2018,45118,OR DEPT. OF ENVIRON. QUALITY,7,"Nestucca, Neskowin and Sand Lake Basin Riparian Improvement Project",No,,Agriculture,Implementing a TMDL,"$11,000 ",No,On Schedule,Will start on 10/13/2020,Will be Completed On 12/31/2022
OR,2018,45118,OR DEPT. OF ENVIRON. QUALITY,8,Campus Creeks Clean Water Retrofit - Phase I Implementation,No,"BMP Implementation
",Urban Runoff/Stormwater,Implementing a TMDL,"$13,874 ",No,Completed,Will start on 02/01/2019,Will be Completed On 08/19/2020
OR,2018,45118,OR DEPT. OF ENVIRON. QUALITY,10,Backyard Planting Program 2018,No,,Agriculture; Urban Runoff/Stormwater,Implementing a TMDL,"$11,000 ",No,Completed,Will start on 12/12/2019,Will be Completed On 02/26/2021
OR,2018,45118,OR DEPT. OF ENVIRON. QUALITY,11,Nehalem - Riparian Restoration and Water Quality Monitoring,No,"BMP Implementation
BMP Effectiveness Monitoring
",Silviculture,Implementing a TMDL,"$8,998 ",No,On Schedule,Will start on 06/01/2020,Will be Completed On 06/30/2021
OR,2018,45118,OR DEPT. OF ENVIRON. QUALITY,12,Gettin' with the Flow: Monitoring the Owyhee and Malheur Rivers,No,"Monitoring Design
",Agriculture,Implementing a TMDL,"$19,415 ",No,Completed,Will start on 03/20/2020,Will be Completed On 08/31/2021
OR,2018,45118,OR DEPT. OF ENVIRON. QUALITY,13,South Fork and Mainstem Walla Walla River Heat Source Water Temperature Modeling,No,"GIS/Modeling
",Agriculture; Urban Runoff/Stormwater,Implementing a TMDL,"$19,350 ",No,Not Initiated,Will start on ,Will be Completed On 
OR,2018,45118,OR DEPT. OF ENVIRON. QUALITY,14,Macroinvertebrate Rapid Bioassesment Sampling to Test for Restoration Efficacy ,No,"BMP Effectiveness Monitoring
",Urban Runoff/Stormwater,Implementing a TMDL,"$8,128 ",No,Completed,Will start on 08/01/2019,Will be Completed On 08/31/2020
OR,2018,45118,OR DEPT. OF ENVIRON. QUALITY,15,Bear Creek TMDL Effectiveness Monitoring Analysis,No,"BMP Effectiveness Monitoring
",Urban Runoff/Stormwater,Implementing a TMDL,"$23,100 ",No,Completed,Will start on 10/31/2019,Will be Completed On 10/15/2020
OR,2018,45118,OR DEPT. OF ENVIRON. QUALITY,16,Alsea River and Beaver Creek Monitoring / Siletz BMP Development (Siletz Watershed BMP Landowner Engagement),No,"Monitoring Design
",Agriculture,Developing a TMDL implementation plan(s),"$15,931 ",No,On Schedule,Will start on 08/10/2020,Will be Completed On 04/30/2022
OR,2018,45118,OR DEPT. OF ENVIRON. QUALITY,17,South Umpqua NPS Nitrate Turbidity Assessment,No,"Monitoring Design
",Agriculture; Other NPS Pollution; Urban Runoff/Stormwater,Implementing a TMDL,"$11,645 ",No,On Schedule,Will start on 05/13/2020,Will be Completed On 05/30/2023
OR,2018,45118,OR DEPT. OF ENVIRON. QUALITY,18,Arch Cape Community Drinking Watershed Protection,No,,,Implementing a TMDL,"$15,145 ",No,Completed,Will start on 11/01/2019,Will be Completed On 05/31/2021
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,1,DEP Staff FINAL,Yes,"NPS Grants Administration
Technical Assistance/Technology Transfer
NPS Monitoring
Development of WBPs or Acceptable Alternatives
Implementing a Statewide Program (Regulatory or Non-Regulatory)
NPS State Staff Activities
",Agriculture; Resource Extraction; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$1,287,447 ",No,Completed,Will start on 10/01/2018,Will be Completed On 09/30/2021
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,2,Grants and  WPT FINAL (EPA In-kind funds),Yes,"NPS State Staff Activities
Education/Information
",Agriculture; Resource Extraction; Urban Runoff/Stormwater,Implementing a TMDL,$0 ,No,,Will start on 10/30/2018,Will be Completed On 06/30/2022
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,3,Statewide Lakes Water Quality Assessment FINAL,No,"Water Quality Assessment/Monitoring
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$30,000 ",No,Completed,Will start on 01/01/2018,Will be Completed On 12/31/2019
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,4,MONITORING PROJECTS FOR IMPROVEMENT IN WIP WATERSHEDS,Yes,"BMP Effectiveness Monitoring
",Agriculture; Resource Extraction; Urban Runoff/Stormwater,NOT APPLICABLE (NA),$0 ,No,Discontinued,Will start on 09/21/2018,Will be Completed On 11/29/2021
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,5,MONITORING PROJECTS FOR IMPROVEMENT IN NON-WIP WATERSHEDS,Yes,"Water Quality Assessment/Monitoring
",Agriculture; Resource Extraction; Urban Runoff/Stormwater,Implementing a TMDL,"$16,500 ",No,Never Initiated,Will start on 09/21/2018,Will be Completed On 03/20/2020
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,6,Model Development and Training  for the TMDL and NPS Programs,Yes,"Education/Information
GIS/Modeling
",Agriculture; Urban Runoff/Stormwater,Developing a TMDL implementation plan(s),"$50,000 ",No,On Schedule,Will start on 11/01/2018,Will be Completed On 08/31/2023
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,7,"Partner Development and Stormwater Management  in Pine Creek, Allegheny County (Design/Permit) - CANCELLED",No,"BMP Design
BMP Implementation
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),$0 ,Yes,Never Initiated,Will start on 10/01/2018,Will be Completed On 04/30/2023
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,8,Etna Green Streets Phase 5 -Design,No,"BMP Design
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$60,100 ",No,Completed,Will start on 10/29/2018,Will be Completed On 06/30/2022
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,9,Construction of The Phillips Site (Conowingo Creek - David Phillips/Mike Janssen),No,"BMP Implementation
",Hydromodification,NOT APPLICABLE (NA),"$135,360 ",Yes,Accepted by EPA,Will start on 06/15/2019,Will be Completed On 10/31/2019
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,10,"Mill Creek Stream Restoration Project – Phase VIII The Gibbons Park at Nolt’s Mill Project (Design, permit, and construction)",No,"BMP Design
BMP Implementation
",Agriculture,NOT APPLICABLE (NA),"$148,000 ",Yes,On Schedule,Will start on 10/30/2018,Will be Completed On 06/30/2021
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,11,Little Buffalo Creek BMP Implementation (Construction) - CANCELLED,No,,,Implementing a TMDL,$0 ,Yes,Never Initiated,Will start on 04/15/2019,Will be Completed On 03/30/2022
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,12,"Sunset BMP at Harvey’s Lake (Design, Permit and Construction)",No,"BMP Design
BMP Implementation
BMP Effectiveness Monitoring
",Urban Runoff/Stormwater,Implementing a TMDL,"$192,820 ",Yes,Behind Schedule,Will start on 10/01/2018,Will be Completed On 12/31/2020
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,13,Partner Development and BMP Design in the East Branch of the Codorus Creek (Design and permit) - CANCELLED,No,"BMP Design
",Agriculture; Urban Runoff/Stormwater,Implementing a TMDL,$0 ,Yes,Never Initiated,Will start on 10/01/2018,Will be Completed On 04/30/2023
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,14,Stephen Foster Lake Nutrient and Sediment Reduction,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$207,000 ",Yes,Behind Schedule,Will start on 10/31/2018,Will be Completed On 09/30/2020
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,15,Core Creek Continuous Monitoring and Best Management Practice Planning ,No,"BMP Design
319(h) National Monitoring Project
",Agriculture,Implementing a TMDL,"$108,271 ",No,Behind Schedule,Will start on 11/01/2018,Will be Completed On 11/30/2020
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,16,Wildwood AMD Discharge Treatment System Design,No,"BMP Design
BMP Implementation
",Resource Extraction,Implementing a TMDL,"$47,312 ",No,On Schedule,Will start on 10/31/2018,Will be Completed On 03/31/2022
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,17,"Troyer Passive System (Design, permit and construction) (Grantee: Slippery Rock Watershed Coalition)",No,"BMP Design
BMP Implementation
",Resource Extraction,Implementing a TMDL,$0 ,Yes,Discontinued,Will start on 10/31/2018,Will be Completed On 06/30/2021
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,18,Pine Forest Shaft AMD Treatment System Design,No,"BMP Design
",Resource Extraction,Implementing a TMDL,"$80,000 ",No,On Schedule,Will start on 11/08/2018,Will be Completed On 06/30/2021
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,19,Blacks Creek Pond Construction,No,"BMP Design
BMP Implementation
Other Restoration/Protection
",Resource Extraction,Implementing a TMDL,"$135,000 ",Yes,Behind Schedule,Will start on 11/08/2018,Will be Completed On 06/30/2022
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,20,Oneida #1 AMD Treatment System Optimization - Design,No,"BMP Design
",Resource Extraction,Implementing a TMDL,"$80,000 ",No,On Schedule,Will start on 11/08/2018,Will be Completed On 06/30/2021
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,21,WEST FERRIS WHEEL SYSTEM 4 CONSTRUCTION (Construction),No,"BMP Implementation
",Resource Extraction,Implementing a TMDL,$0 ,Yes,Discontinued,Will start on 10/01/2018,Will be Completed On 06/30/2022
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,22,Sandy Run SA0-D17 AMD - Construction DESIGN/PERMIT/CONSTRUCTION,No,"BMP Design
BMP Implementation
",Resource Extraction,Implementing a TMDL,"$455,107 ",Yes,Behind Schedule,Will start on 11/08/2018,Will be Completed On 06/30/2022
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,23,Statewide NPS Education Office,No,"Technical Assistance/Technology Transfer
Implementing a Statewide Program (Regulatory or Non-Regulatory)
NPS State Staff Activities
Education/Information
",,NOT APPLICABLE (NA),"$626,140 ",No,On Schedule,Will start on 01/02/2019,Will be Completed On 07/29/2022
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,24,New WIP Development Commonwealth Wide Commonwealth Wide,No,"BMP Design
Other Restoration/Protection
",Agriculture; Resource Extraction; Urban Runoff/Stormwater,Developing a TMDL implementation plan(s),$0 ,Yes,Never Initiated,Will start on 07/01/2019,Will be Completed On 06/30/2023
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,25,WIP Updates Commonwealth Wide,No,"BMP Design
Education/Information
",,Implementing a TMDL,"$8,264 ",Yes,Never Initiated,Will start on 10/01/2018,Will be Completed On 06/30/2023
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,26,BMP Implementation in Approved Watershed Implementation Plans,No,"BMP Implementation
",Agriculture; Resource Extraction; Urban Runoff/Stormwater,Developing a TMDL implementation plan(s),"$50,717 ",Yes,Never Initiated,Will start on 02/01/2019,Will be Completed On 03/31/2023
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,27,Match - 2018 PA CD Fund Allocation workplan - FINAL,Yes,"NPS Grants Administration
Technical Assistance/Technology Transfer
NPS Monitoring
Development of WBPs or Acceptable Alternatives
Implementing a Statewide Program (Regulatory or Non-Regulatory)
NPS State Staff Activities
Education/Information
Regulatory/Enforcement
Watershed Planning
",Agriculture; Hydromodification; Resource Extraction; Urban Runoff/Stormwater,NOT APPLICABLE (NA),$0 ,No,Completed,Will start on 10/01/2018,Will be Completed On 09/30/2019
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,28,GRANT MATCH  GROWING GREENER WATERSHED SPECIALISTS,Yes,"BMP Design
BMP Implementation
BMP Effectiveness Monitoring
NPS State Staff Activities
Education/Information
Watershed Planning
Water Quality Assessment/Monitoring
",Agriculture; Resource Extraction; Urban Runoff/Stormwater,NOT APPLICABLE (NA),$0 ,No,Completed,Will start on 10/01/2018,Will be Completed On 09/30/2019
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,29,Johnsons Creek Watershed Rehabilitation,No,"BMP Design
",Agriculture; Hydromodification,Implementing a TMDL,"$66,314 ",Yes,On Schedule,Will start on 10/01/2020,Will be Completed On 06/30/2022
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,30,Middle Creek-Penns Creek WIP Development,No,"Watershed Planning
Monitoring Design
",,NOT APPLICABLE (NA),"$31,995 ",No,On Schedule,Will start on 10/01/2020,Will be Completed On 06/30/2022
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,31,Jonathan S. Beiler - Conowingo Creek,No,"BMP Design
BMP Implementation
",Agriculture; Other NPS Pollution,Implementing a TMDL,"$107,500 ",Yes,On Schedule,Will start on 04/01/2021,Will be Completed On 06/30/2022
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,32,Fishing Creek Watershed Implementation Plan (WIP),No,"Watershed Planning
",Agriculture,NOT APPLICABLE (NA),"$10,000 ",No,,Will start on 10/01/2020,Will be Completed On 06/30/2022
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,33,Daniel Miller - Conowingo Creek North Side Goat Hill Road and Daniel E. Lapp,No,"BMP Design
",Agriculture,Implementing a TMDL,"$118,800 ",No,On Schedule,Will start on 04/01/2021,Will be Completed On 08/31/2022
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,34,Otto Discharge AMD Restoration Project Phase 2 Construction,No,"BMP Implementation
",Resource Extraction,Implementing a TMDL,"$127,979 ",Yes,Pending,Will start on 01/01/2021,Will be Completed On 06/30/2023
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,35,Datashed 4B,Yes,"Education/Information
",Resource Extraction,NOT APPLICABLE (NA),"$172,000 ",No,,Will start on 11/01/2021,Will be Completed On 06/30/2022
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,36,Klondike Gibson Reconstruction,No,"BMP Design
BMP Implementation
",Resource Extraction,NOT APPLICABLE (NA),"$290,374 ",Yes,,Will start on 01/01/2022,Will be Completed On 06/30/2022
PA,2018,349818,PA DEPT OF ENVIRONMENTAL PROTECTION,37,Daniel Miller ag terrace repair - Conowingo Creek,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$55,000 ",Yes,,Will start on 12/15/2021,Will be Completed On 09/30/2022
PR,2018,99293419,PUERTO RICO DEPARTMENT OF NATURAL AND ENVIRONMENTA,1,2019 NPS MANAGEMENT PROGRAM,Yes,"BMP Design
Education/Information
Regulatory/Enforcement
Water Quality Assessment/Monitoring
Monitoring Design
",Animal Feeding Operations; Construction,Implementing a TMDL,"$870,000 ",Yes,,Will start on 10/01/2018,Will be Completed On 09/30/2019
SC,2018,99462918,SOUTH CAROLINA DEPT. OF HEALTH & ENVIR. CONTROL,1,"NPS Program Management, Statewide Activities, and Match",Yes,"NPS Grants Administration
NPS State Staff Activities
",,NOT APPLICABLE (NA),"$1,117,488 ",No,Completed,Will start on 10/01/2018,Will be Completed On 09/30/2019
SC,2018,99462918,SOUTH CAROLINA DEPT. OF HEALTH & ENVIR. CONTROL,2,Implementation of a Statewide Forestry BMP Compliance Program,Yes,"Other Planning
",Silviculture,NOT APPLICABLE (NA),"$185,000 ",No,Completed,Will start on 08/20/2018,Will be Completed On 08/19/2019
SC,2018,99462918,SOUTH CAROLINA DEPT. OF HEALTH & ENVIR. CONTROL,3,Evergreen Tract Stormwater BMP,No,"BMP Implementation
Education/Information
",Urban Runoff/Stormwater,Implementing a TMDL,"$229,124 ",Yes,On Schedule,Will start on 11/27/2018,Will be Completed On 07/26/2022
SC,2018,99462918,SOUTH CAROLINA DEPT. OF HEALTH & ENVIR. CONTROL,4,Hyatt Park Revitalization,No,"BMP Implementation
Education/Information
",Urban Runoff/Stormwater,Implementing a TMDL,"$125,000 ",Yes,On Schedule,Will start on 10/18/2018,Will be Completed On 07/17/2022
SC,2018,99462918,SOUTH CAROLINA DEPT. OF HEALTH & ENVIR. CONTROL,5,"Earlewood Park Stream Restoration, Buffer Replanting, and Bioretention",No,"BMP Implementation
Education/Information
",Urban Runoff/Stormwater,Implementing a TMDL,"$100,000 ",Yes,On Schedule,Will start on 10/23/2018,Will be Completed On 07/22/2022
SC,2018,99462918,SOUTH CAROLINA DEPT. OF HEALTH & ENVIR. CONTROL,6,"Reducing Bacteria and Sediment Pollution in the South, Middle, and North Tyger River Subwatersheds",No,"BMP Implementation
Education/Information
",Agriculture; Land Disposal/Storage/Treatment; Urban Runoff/Stormwater,Implementing a TMDL,"$302,515 ",Yes,On Schedule,Will start on 10/30/2018,Will be Completed On 07/29/2022
SC,2018,99462918,SOUTH CAROLINA DEPT. OF HEALTH & ENVIR. CONTROL,7,Morse Park Landing,No,"BMP Implementation
Education/Information
",Urban Runoff/Stormwater,Implementing a TMDL,"$91,520 ",Yes,Completed,Will start on 11/26/2018,Will be Completed On 05/25/2021
SC,2018,99462918,SOUTH CAROLINA DEPT. OF HEALTH & ENVIR. CONTROL,8,Hog Inlet Watershed Plan Implementation Project,No,"BMP Implementation
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$275,686 ",Yes,On Schedule,Will start on 11/09/2018,Will be Completed On 09/30/2023
SC,2018,99462918,SOUTH CAROLINA DEPT. OF HEALTH & ENVIR. CONTROL,9,Shaws Creek Watershed Land Conservation Program,No,"BMP Implementation
",Agriculture; Urban Runoff/Stormwater,Implementing a TMDL,"$39,000 ",Yes,Completed,Will start on 10/18/2018,Will be Completed On 10/17/2021
SD,2018,99818518,SD DEPARTMENT OF ENVIRONMENT AND NATURAL RESOURCES,4,319 NPS Staffing and Support ,Yes,"Technical Assistance/Technology Transfer
NPS Monitoring
Development of TMDLs
Implementing a Statewide Program (Regulatory or Non-Regulatory)
NPS State Staff Activities
",Agriculture; Other NPS Pollution; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$739,000 ",No,,Will start on 06/21/2018,Will be Completed On 06/30/2023
TN,2018,99467618,TENNESSEE DEPARTMENT OF AGRICULTURE,1,Blount County SCD - Pistol Creek Watershed Restoration Initiative,No,"BMP Implementation
Education/Information
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$330,000 ",Yes,Behind Schedule,Will start on 10/01/2018,Will be Completed On 07/31/2022
TN,2018,99467618,TENNESSEE DEPARTMENT OF AGRICULTURE,2,Blount County SCD - Baker & Centenary Creek Restoration Initiative-Phase III,No,"BMP Implementation
Education/Information
",Agriculture,NOT APPLICABLE (NA),"$213,000 ",Yes,On Schedule,Will start on 10/01/2018,Will be Completed On 07/31/2022
TN,2018,99467618,TENNESSEE DEPARTMENT OF AGRICULTURE,3,"Cumberland River Compact - Streambank Stabilization and Mansker Creek Watershed Restoration Project, Ph. II",No,"BMP Implementation
Education/Information
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$160,000 ",Yes,Ahead of Schedule,Will start on 10/16/2018,Will be Completed On 07/31/2022
TN,2018,99467618,TENNESSEE DEPARTMENT OF AGRICULTURE,4,"Southeast Tennessee RC&D Council - Hiwassee River Tributaries Project, Ph. 1",No,"BMP Implementation
Education/Information
",Agriculture; Animal Feeding Operations; Land Disposal/Storage/Treatment; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$245,000 ",Yes,On Schedule,Will start on 10/16/2018,Will be Completed On 07/31/2022
TN,2018,99467618,TENNESSEE DEPARTMENT OF AGRICULTURE,5,Tennessee Environmental Council - Rutherford Creek Phase IV Restoration Plan Implementation - Grassy Branch Restoration Project,No,"BMP Implementation
Education/Information
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$81,000 ",Yes,On Schedule,Will start on 11/01/2018,Will be Completed On 07/31/2022
TN,2018,99467618,TENNESSEE DEPARTMENT OF AGRICULTURE,6,TDEC - Water Quality Monitoring of Nonpoint Source Impaired Streams 2018,Yes,"Water Quality Assessment/Monitoring
",Agriculture; Construction; Historical Pollutants; Hydromodification; Land Disposal/Storage/Treatment; Other NPS Pollution; Resource Extraction; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$154,573 ",No,Completed,Will start on 01/01/2019,Will be Completed On 07/31/2022
TN,2018,99467618,TENNESSEE DEPARTMENT OF AGRICULTURE,7,Tennessee RC&D - Tennessee Envirothon 2018,No,"Education/Information
",Agriculture; Construction; Land Disposal/Storage/Treatment; Other NPS Pollution; Resource Extraction; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$20,000 ",No,Completed,Will start on 01/01/2019,Will be Completed On 12/31/2019
TN,2018,99467618,TENNESSEE DEPARTMENT OF AGRICULTURE,8,"Knox County - Stock Creek Initiative, Ph. 2",No,"BMP Implementation
Education/Information
",Agriculture; Land Disposal/Storage/Treatment,NOT APPLICABLE (NA),"$115,000 ",Yes,On Schedule,Will start on 03/01/2019,Will be Completed On 07/31/2022
TX,2018,99614623,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,1,Texas Stream Team (2018),Yes,"Education/Information
Watershed Planning
Water Quality Assessment/Monitoring
Monitoring Design
",Other NPS Pollution,NOT APPLICABLE (NA),"$5,500 ",No,Completed,Will start on 06/28/2019,Will be Completed On 08/31/2021
TX,2018,99614623,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,2,Coastal Zone Act Reauthorization Amendments - Coastal OSSF Inventory Update and San Bernard Watershed Inspections,No,"BMP Design
Education/Information
GIS/Modeling
",Land Disposal/Storage/Treatment,NOT APPLICABLE (NA),"$131,500 ",No,Completed,Will start on 09/01/2018,Will be Completed On 02/28/2021
TX,2018,99614623,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,3,Cypress Creek (Segment 1009) WPP Development,No,"Education/Information
GIS/Modeling
Watershed Planning
",Agriculture; Land Disposal/Storage/Treatment; Urban Runoff/Stormwater,Implementing a TMDL,"$154,236 ",No,Completed,Will start on 11/28/2018,Will be Completed On 05/31/2021
TX,2018,99614623,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,4,Joe Pool Lake WPP Development Phase I - Watershed Characterization,No,"Education/Information
Watershed Planning
Water Quality Assessment/Monitoring
",Agriculture; Land Disposal/Storage/Treatment; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$170,000 ",No,Discontinued,Will start on 12/19/2018,Will be Completed On 02/28/2022
TX,2018,99614623,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,5,Big Elm Creek WPP Development,No,"Education/Information
GIS/Modeling
Watershed Planning
",Agriculture; Land Disposal/Storage/Treatment; Other NPS Pollution; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$160,000 ",No,Completed,Will start on 09/01/2018,Will be Completed On 08/31/2020
