State,Award Fiscal Year,Grant No,Grantee,Project Number,Title,State Wide Project,Primary Functional Category,Category Of Pollution,TMDL,Total 319h Funds,Has Pollutant Data,Current Status,Project Start,Project End
IN,2017,97548217,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,1,South Fork-Blue River,No,"BMP Implementation
",Agriculture; Land Disposal/Storage/Treatment,Implementing a TMDL,"$361,480 ",Yes,,Will start on 11/25/2017,Will be Completed On 11/24/2021
IN,2017,97548217,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,2,Deer Creek-Sugar Creek,No,"BMP Design
BMP Implementation
Education/Information
",Agriculture,Implementing a TMDL,"$427,016 ",Yes,Completed,Will start on 03/16/2018,Will be Completed On 09/25/2021
IN,2017,97548217,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,3,South Fork Wildcat Creek,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$158,250 ",Yes,On Schedule,Will start on 04/05/2018,Will be Completed On 02/04/2022
IN,2017,97548217,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,4,Upper Mississinewa River,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$191,007 ",Yes,Completed,Will start on 05/03/0018,Will be Completed On 05/02/2021
IN,2017,97548217,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,5,Lower Salamonie River,No,"BMP Implementation
",Agriculture,NOT APPLICABLE (NA),"$227,000 ",Yes,Completed,Will start on 02/19/2018,Will be Completed On 02/18/2021
IN,2017,97548217,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,6,Lower Eel River Implementation,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$375,000 ",Yes,Completed,Will start on 04/09/2018,Will be Completed On 04/08/2021
IN,2017,97548217,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,7,Hogan Creek Watershed,No,"BMP Implementation
",Agriculture; Land Disposal/Storage/Treatment,NOT APPLICABLE (NA),"$370,325 ",Yes,Completed,Will start on 02/15/2018,Will be Completed On 02/14/2022
IN,2017,97548217,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,8,Central Muscatatuck Watershed,No,"BMP Implementation
",Agriculture; Land Disposal/Storage/Treatment,NOT APPLICABLE (NA),"$409,056 ",Yes,Completed,Will start on 12/15/2017,Will be Completed On 12/14/2021
IN,2017,97548217,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,9,On Site Disposal System Outreach and Education/Targeted Source Tracking Project,No,"BMP Design
Education/Information
Watershed Planning
Water Quality Assessment/Monitoring
",Land Disposal/Storage/Treatment,Implementing a TMDL,"$100,000 ",No,,Will start on 05/02/2018,Will be Completed On 05/01/2022
IN,2017,97548217,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,10,Indiana Watershed Leadership Academy,No,"Education/Information
",,NOT APPLICABLE (NA),"$48,528 ",No,,Will start on 01/09/2018,Will be Completed On 01/08/2022
IN,2017,97548217,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,12,Hoosier Riverwatch Database ,No,"Other Planning
",,NOT APPLICABLE (NA),"$18,800 ",No,Completed,Will start on 10/31/2017,Will be Completed On 10/30/2021
IN,2017,97548217,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,13,NPS Program Administration and Technical Assistance,Yes,"NPS Grants Administration
Technical Assistance/Technology Transfer
Implementing a Statewide Program (Regulatory or Non-Regulatory)
NPS State Staff Activities
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$1,062,784 ",No,Completed,Will start on 04/01/2016,Will be Completed On 03/31/2017
IN,2017,97548217,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,14,Deep River - Portage Burns Waterway Watershed Initiative,No,"BMP Design
BMP Implementation
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$90,985 ",Yes,Completed,Will start on 04/05/2018,Will be Completed On 02/04/2019
IN,2017,97548217,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,16,(Match) Septic System Removal Allen County,No,"Other Planning
",Land Disposal/Storage/Treatment,,$0 ,Yes,,Will start on 04/01/2016,Will be Completed On 03/31/2017
IN,2017,97548217,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,17,St. Joseph River Stream Assessment Study,No,"319(h) National Monitoring Project
",,,"$18,500 ",No,Completed,Will start on 05/15/2020,Will be Completed On 05/14/2021
LA,2017,97623813,LOUISIANA DEPARTMENT OF AGRICULTURE AND FORESTRY,1,Big Creek,No,,,,$0 ,Yes,,Will start on ,Will be Completed On 
LA,2017,99610224,LOUISIANA DEPARTMENT OF ENVIRONMENTAL QUALITY,1,Program Element 1:  NPS Pollution Control Program Salary/Water Surveys Salary/Graphic Design Assistance Salary,Yes,"NPS Grants Administration
NPS State Staff Activities
Other Planning
",Other NPS Pollution,NOT APPLICABLE (NA),"$972,778 ",No,Completed,Will start on 12/04/2017,Will be Completed On 09/30/2022
LA,2017,99610224,LOUISIANA DEPARTMENT OF ENVIRONMENTAL QUALITY,2,Program Element 2:  Source Water Protection Program Salary,Yes,"Other
NPS State Staff Activities
",Other NPS Pollution,NOT APPLICABLE (NA),"$386,033 ",No,Completed,Will start on 10/01/2017,Will be Completed On 09/30/2022
LA,2017,99610224,LOUISIANA DEPARTMENT OF ENVIRONMENTAL QUALITY,3,Program Element 3:  Watershed Support Groups and Coordination Implementation,Yes,"Education/Information
Water Quality Assessment/Monitoring
",Other NPS Pollution,NOT APPLICABLE (NA),"$372,189 ",No,Completed,Will start on 10/01/2017,Will be Completed On 09/30/2022
LA,2017,99610224,LOUISIANA DEPARTMENT OF ENVIRONMENTAL QUALITY,4,Program Element 4:  Laboratory Analysis,Yes,"Other Planning
",Other NPS Pollution,NOT APPLICABLE (NA),"$110,000 ",No,Completed,Will start on 10/01/2017,Will be Completed On 09/30/2022
LA,2017,99610224,LOUISIANA DEPARTMENT OF ENVIRONMENTAL QUALITY,5,Program Element 5:  Supplies,Yes,"Other Planning
",Other NPS Pollution,NOT APPLICABLE (NA),"$20,000 ",No,Completed,Will start on 10/01/2017,Will be Completed On 09/30/2022
LA,2017,99610224,LOUISIANA DEPARTMENT OF ENVIRONMENTAL QUALITY,6,Program Element 6:  Operating Services,Yes,"Other Planning
",Other NPS Pollution,NOT APPLICABLE (NA),"$30,000 ",No,Completed,Will start on 10/01/2017,Will be Completed On 09/30/2022
LA,2017,99610224,LOUISIANA DEPARTMENT OF ENVIRONMENTAL QUALITY,7,Program Element 7:  Training,Yes,"Other Planning
",Other NPS Pollution,NOT APPLICABLE (NA),"$5,000 ",No,Completed,Will start on 10/01/2017,Will be Completed On 09/30/2022
LA,2017,99610224,LOUISIANA DEPARTMENT OF ENVIRONMENTAL QUALITY,8,Program Element 8:  Louisiana Rural Water Association:  Homeowner Sewage Maintenance Educational Workshops,Yes,"Education/Information
",Other NPS Pollution,NOT APPLICABLE (NA),"$60,000 ",No,Completed,Will start on 10/01/2017,Will be Completed On 09/30/2022
MA,2017,96181604,MASHPEE WAMPANOAG TRIBE,1,TEST-MM,No,,,,$0 ,Yes,,Will start on ,Will be Completed On 
MD,2017,97352917,MD DEPT OF THE ENVIRONMENT,1,01 MDE Analysis and Local Technical Assistance,Yes,"Technical Assistance/Technology Transfer
NPS State Staff Activities
",,NOT APPLICABLE (NA),"$224,466 ",No,Accepted by EPA,Will start on 07/01/2017,Will be Completed On 06/30/2018
MD,2017,97352917,MD DEPT OF THE ENVIRONMENT,2,02 MDE 319(h) Grant Administration,Yes,"NPS Grants Administration
NPS State Staff Activities
",,NOT APPLICABLE (NA),"$236,066 ",No,Accepted by EPA,Will start on 07/01/2017,Will be Completed On 06/30/2018
MD,2017,97352917,MD DEPT OF THE ENVIRONMENT,3,03 MDE 319(h) Nonpoint Source Program Management,Yes,"Technical Assistance/Technology Transfer
Implementing a Statewide Program (Regulatory or Non-Regulatory)
NPS State Staff Activities
",,NOT APPLICABLE (NA),"$317,993 ",No,Accepted by EPA,Will start on 07/01/2017,Will be Completed On 06/30/2018
MD,2017,97352917,MD DEPT OF THE ENVIRONMENT,4,04 MDE Targeted Watershed Monitoring of NPS Implementation Progress,Yes,"Water Quality Assessment/Monitoring
",,NOT APPLICABLE (NA),"$340,737 ",No,Accepted by EPA,Will start on 07/01/2017,Will be Completed On 06/30/2018
MD,2017,97352917,MD DEPT OF THE ENVIRONMENT,5,05 MDE Biological Assessment for Water Quality Protection and TMDL Implementation,Yes,"Water Quality Assessment/Monitoring
",,NOT APPLICABLE (NA),"$298,270 ",No,Accepted by EPA,Will start on 07/01/2017,Will be Completed On 06/30/2018
MD,2017,97352917,MD DEPT OF THE ENVIRONMENT,6,06 MDE Match Reporting Project for the overall FFY2017 319(h) Grant,Yes,"BMP Implementation
",Other NPS Pollution,Implementing a TMDL,$0 ,Yes,Accepted by EPA,Will start on 07/01/2017,Will be Completed On 06/30/2018
MD,2017,97352917,MD DEPT OF THE ENVIRONMENT,7,07 Caroline County Upper Choptank Watershed Restoration - Lockerman School Project,No,"BMP Implementation
BMP Effectiveness Monitoring
",Urban Runoff/Stormwater,Implementing a TMDL,"$100,000 ",Yes,Accepted by EPA,Will start on 07/01/2017,Will be Completed On 12/31/2019
MD,2017,97352917,MD DEPT OF THE ENVIRONMENT,8,08 Caroline SWCD Upper Choptank Watershed Restoration - Morton Farm Project,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$88,220 ",Yes,Accepted by EPA,Will start on 01/01/2018,Will be Completed On 12/31/2019
MD,2017,97352917,MD DEPT OF THE ENVIRONMENT,9,09 Frederick City Rock Creek Stream Restoration,No,"BMP Implementation
",Urban Runoff/Stormwater,Implementing a TMDL,"$270,000 ",Yes,Accepted by EPA,Will start on 07/01/2017,Will be Completed On 06/30/2019
MD,2017,97352917,MD DEPT OF THE ENVIRONMENT,10,10 Kent SWCD Sassafras Watershed Restoration - Harbor View and Colchester Farms Project,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$216,234 ",Yes,Accepted by EPA,Will start on 07/01/2017,Will be Completed On 12/31/2019
MD,2017,97352917,MD DEPT OF THE ENVIRONMENT,11,11 Kent SWCD Sassafras Watershed Restoration - Starkey Project,No,"BMP Design
BMP Implementation
",Agriculture,Implementing a TMDL,"$144,514 ",Yes,Accepted by EPA,Will start on 07/01/2017,Will be Completed On 12/31/2019
ME,2017,00A00311,AROOSTOOK BAND OF MICMACS,1,test,No,,,,$0 ,No,,Will start on ,Will be Completed On 
ME,2017,00A00311,AROOSTOOK BAND OF MICMACS,2,test,No,,Agriculture; Hydromodification,,$0 ,Yes,,Will start on ,Will be Completed On 
ME,2017,00A00311,AROOSTOOK BAND OF MICMACS,3,test1,No,,Agriculture; Silviculture,,$0 ,No,,Will start on ,Will be Completed On 
MI,2017,97547417,MICHIGAN DEPT OF ENVIRONMENT GREAT LAKES & ENERGY,1,Upper Maple River Watershed Restoration,No,"BMP Design/Implementation
",Agriculture,Implementing a TMDL,"$89,509 ",Yes,Completed,Did start on 09/15/2017,Will be Completed On 09/30/2021
MI,2017,97547417,MICHIGAN DEPT OF ENVIRONMENT GREAT LAKES & ENERGY,10,Kawkawlin River Agriculture,No,"BMP Design/Implementation
",Agriculture,Implementing a TMDL,"$359,777 ",Yes,,Did start on 11/01/2017,Will be Completed On 12/31/2020
MI,2017,97547417,MICHIGAN DEPT OF ENVIRONMENT GREAT LAKES & ENERGY,11,West Grand Traverse Bay Protection Project III,No,"BMP Design/Implementation
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),$0 ,Yes,Completed,Did start on 09/15/2017,Will be Completed On 12/31/2019
MI,2017,97547417,MICHIGAN DEPT OF ENVIRONMENT GREAT LAKES & ENERGY,12,Upper Sand Creek Restoration,No,"BMP Implementation
",Agriculture; Hydromodification,Implementing a TMDL,"$50,000 ",Yes,Completed,Will start on 09/15/2017,Will be Completed On 12/31/2020
MI,2017,97547417,MICHIGAN DEPT OF ENVIRONMENT GREAT LAKES & ENERGY,13,Rouge River: PARCing Stormwater in its Place,No,"BMP Implementation
Education/Information
",Urban Runoff/Stormwater,Implementing a TMDL,"$200,000 ",No,,Will start on 09/15/2020,Will be Completed On 12/15/2023
MI,2017,97547417,MICHIGAN DEPT OF ENVIRONMENT GREAT LAKES & ENERGY,14,Restoring Impaired Waters of Grand Traverse Bay Watershed,No,"BMP Implementation
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$54,627 ",No,,Will start on 09/15/2020,Will be Completed On 09/30/2023
MI,2017,97547417,MICHIGAN DEPT OF ENVIRONMENT GREAT LAKES & ENERGY,15,Ox Creek Low Impact Development - Phase I,No,"BMP Implementation
",Urban Runoff/Stormwater,Implementing a TMDL,"$76,852 ",No,,Will start on 09/14/2018,Will be Completed On 09/30/2021
MI,2017,97547417,MICHIGAN DEPT OF ENVIRONMENT GREAT LAKES & ENERGY,16,Rogue River Watershed Wetland Restoration and Land Protection,No,"BMP Design
BMP Implementation
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$91,594 ",No,,Will start on 01/01/2017,Will be Completed On 09/30/2020
MI,2017,97547417,MICHIGAN DEPT OF ENVIRONMENT GREAT LAKES & ENERGY,2,"River Raisin Saturated Buffer, Blind Inlets, Drainage Water Management",No,"BMP Design/Implementation
",Agriculture,Implementing a TMDL,"$159,475 ",Yes,Completed,Did start on 09/15/2017,Will be Completed On 09/30/2021
MI,2017,97547417,MICHIGAN DEPT OF ENVIRONMENT GREAT LAKES & ENERGY,3,Royal Oak Roadway Rain Gardens,No,"BMP Design/Implementation
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$175,980 ",Yes,Completed,Did start on 01/01/2018,Will be Completed On 06/30/2019
MI,2017,97547417,MICHIGAN DEPT OF ENVIRONMENT GREAT LAKES & ENERGY,4,Lake Charlevoix: Community Partnerships for Local Government Action,No,"BMP Design/Implementation
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$86,696 ",No,Completed,Did start on 10/01/2017,Will be Completed On 12/31/2020
MI,2017,97547417,MICHIGAN DEPT OF ENVIRONMENT GREAT LAKES & ENERGY,6,Battle Creek River Watershed Protection Phase 2,No,"BMP Design/Implementation
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$211,700 ",Yes,Completed,Did start on 10/01/2017,Will be Completed On 12/31/2019
MI,2017,97547417,MICHIGAN DEPT OF ENVIRONMENT GREAT LAKES & ENERGY,7,Phosphorus Reduction in the Macatawa Watershed,No,"BMP Design/Implementation
",Agriculture; Hydromodification,Implementing a TMDL,"$154,386 ",Yes,Completed,Did start on 02/01/2018,Will be Completed On 03/31/2020
MI,2017,97547417,MICHIGAN DEPT OF ENVIRONMENT GREAT LAKES & ENERGY,8,Middle Huron Sediment Reduction,No,"BMP Design/Implementation
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$346,286 ",Yes,Completed,Did start on 10/01/2017,Will be Completed On 09/30/2019
MI,2017,97547417,MICHIGAN DEPT OF ENVIRONMENT GREAT LAKES & ENERGY,9,Reducing Stormwater Flows to Bear Creek,No,"BMP Design/Implementation
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$52,480 ",No,Discontinued,Did start on 04/01/2018,Will be Completed On 12/31/2020
MN,2017,96554911,RED LAKE BAND OF CHIPPEWA,1,Reconnecting the Mud River Watershed,No,,Silviculture,,"$100,000 ",No,,Will start on ,Will be Completed On 
MN,2017,96584512,PRAIRIE ISLAND INDIAN COMMUNITY,1,Improving the Water Quality of PIIC Waters Through Shoreline Stabilization and Erosion Reduction,No,,Hydromodification; Marinas and Recreational Boating; Urban Runoff/Stormwater,,"$100,000 ",No,,Will start on ,Will be Completed On 
MN,2017,96584512,PRAIRIE ISLAND INDIAN COMMUNITY,2,"1) Water Quality Improvement Through the Creation of Wetland Ecosystem; 2) Riparian Plantings of Native Plants Constructing a 20’ X 4,000’ Buffer Area; 3) Educational Outreach Through Signage",No,,Urban Runoff/Stormwater,,"$100,000 ",No,,Will start on ,Will be Completed On 
MN,2017,97593517,MINNESOTA POLLUTION CONTROL AGENCY,1,Carnelian Marine Stormwater Phase 2,No,"BMP Design
BMP Implementation
Education/Information
",Urban Runoff/Stormwater,Implementing a TMDL,"$92,500 ",Yes,On Schedule,Will start on 04/02/2018,Will be Completed On 08/31/2021
MN,2017,97593517,MINNESOTA POLLUTION CONTROL AGENCY,2,Goose Lake TMDL Final Implementation,No,"BMP Design
BMP Implementation
Education/Information
",Agriculture; Urban Runoff/Stormwater,Implementing a TMDL,"$76,000 ",Yes,Completed,Will start on 02/01/2018,Will be Completed On 08/31/2021
MN,2017,97593517,MINNESOTA POLLUTION CONTROL AGENCY,3,Hawk Creek Watershed Improvement Project,No,"BMP Design
BMP Implementation
Education/Information
",Agriculture; Construction; Urban Runoff/Stormwater,Implementing a TMDL,"$397,000 ",Yes,On Schedule,Will start on 03/28/2018,Will be Completed On 08/30/2021
MN,2017,97593517,MINNESOTA POLLUTION CONTROL AGENCY,4,Lake Osakis Minor Watershed Nutrient Reduction,No,"BMP Design
BMP Implementation
Education/Information
",Agriculture; Animal Feeding Operations,Implementing a TMDL,"$175,866 ",Yes,Behind Schedule,Will start on 02/05/2018,Will be Completed On 08/31/2021
MN,2017,97593517,MINNESOTA POLLUTION CONTROL AGENCY,5,Lower Sand Creek Corridor Restoration,No,"BMP Design
BMP Implementation
Education/Information
",Hydromodification,Implementing a TMDL,"$248,333 ",Yes,Completed,Will start on 03/15/2018,Will be Completed On 12/31/2019
MN,2017,97593517,MINNESOTA POLLUTION CONTROL AGENCY,6,Mankato Watershed-Renville Co Improvement Project,No,"BMP Design
BMP Implementation
Education/Information
",Agriculture; Construction; Urban Runoff/Stormwater,Implementing a TMDL,"$297,000 ",Yes,On Schedule,Will start on 02/15/2018,Will be Completed On 08/31/2021
MN,2017,97593517,MINNESOTA POLLUTION CONTROL AGENCY,7,NWQI Seven Mile Creek Assessment and Implementation,No,"BMP Effectiveness Monitoring
Education/Information
",Agriculture,Implementing a TMDL,"$475,524 ",Yes,On Schedule,Will start on 06/25/2018,Will be Completed On 08/31/2021
MN,2017,97593517,MINNESOTA POLLUTION CONTROL AGENCY,8,Reducing Bacteria Runoff from SE MN Feedlots,No,"BMP Implementation
Education/Information
",Animal Feeding Operations,Implementing a TMDL,"$336,000 ",Yes,Behind Schedule,Will start on 03/30/2018,Will be Completed On 08/31/2021
MN,2017,97593517,MINNESOTA POLLUTION CONTROL AGENCY,9,Lower St. Croix Targeted Phosphorus Reduction Project,No,"BMP Design
BMP Implementation
",Agriculture; Urban Runoff/Stormwater,Implementing a TMDL,"$300,000 ",Yes,On Schedule,Will start on 03/15/2018,Will be Completed On 08/31/2021
MN,2017,97593517,MINNESOTA POLLUTION CONTROL AGENCY,10,Whitewater Watershed Nitrogen Reduction Project,No,"BMP Implementation
Education/Information
",Agriculture,Implementing a TMDL,"$232,825 ",Yes,Behind Schedule,Will start on 03/15/2018,Will be Completed On 08/31/2021
MO,2017,740723,MISSOURI DEPARTMENT OF NATURAL RESOURCES,1,"Greater Bonne Femme Watershed Based Plan Development and Demonstration - Part 2 [split funded with FY2015, FY2017 and FY2018]",No,"Education/Information
Watershed Planning
Water Quality Assessment/Monitoring
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$101,079 ",No,Behind Schedule,Will start on 08/01/2018,Will be Completed On 07/31/2022
MO,2017,740723,MISSOURI DEPARTMENT OF NATURAL RESOURCES,2,City of Frontenac - Georgian Acres Stormwater Improvements though BMP Implementation Project,No,,,Implementing a TMDL,$0 ,Yes,Never Initiated,Will start on 08/01/2018,Will be Completed On 07/31/2019
MO,2017,740723,MISSOURI DEPARTMENT OF NATURAL RESOURCES,3,UMC - Statewide Lakes Assessment Project,Yes,"Water Quality Assessment/Monitoring
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),$0 ,No,Never Initiated,Will start on 04/01/2018,Will be Completed On 03/31/2019
MO,2017,740723,MISSOURI DEPARTMENT OF NATURAL RESOURCES,4,TNC - Kiefer Creek Streambank Stabilization and Riparian Improvement Project - Part 1 [split funded with FY2018],No,"BMP Design
BMP Implementation
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$182,344 ",Yes,On Schedule,Will start on 01/15/2020,Will be Completed On 09/30/2022
MO,2017,740723,MISSOURI DEPARTMENT OF NATURAL RESOURCES,5,"MSU -The James River Planning and Demonstration Project [split funded with FY2015, 2017, 2018]",No,"BMP Implementation
Watershed Planning
",Agriculture; Urban Runoff/Stormwater,Implementing a TMDL,"$24,509 ",Yes,Completed,Will start on 05/01/2018,Will be Completed On 12/31/2020
MO,2017,740723,MISSOURI DEPARTMENT OF NATURAL RESOURCES,6,TNC - Shoal Creek Riparian Restoration and Enhancement Project ,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$207,395 ",Yes,Behind Schedule,Will start on 07/01/2019,Will be Completed On 06/30/2022
MO,2017,740723,MISSOURI DEPARTMENT OF NATURAL RESOURCES,7,EWG - Kiefer Creek Septic Improvement Feasibility Study – Phase I,No,"BMP Design
Education/Information
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),$0 ,No,Never Initiated,Will start on 10/01/2019,Will be Completed On 03/31/2021
MO,2017,740723,MISSOURI DEPARTMENT OF NATURAL RESOURCES,8,"USGS Joint Funding Agreement for James River Streamgage and WQ Monitoring  [split funded with FY2015, 2018]",No,"Watershed Planning
Water Quality Assessment/Monitoring
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$43,000 ",No,Completed,Will start on 10/01/2019,Will be Completed On 09/30/2021
MO,2017,740723,MISSOURI DEPARTMENT OF NATURAL RESOURCES,9,"JRBP - Wilson's Creek Implementation - Part 3 [split funded with FY2014, 2015]",No,"BMP Implementation
",Agriculture; Urban Runoff/Stormwater,Implementing a TMDL,"$306,378 ",Yes,On Schedule,Will start on 04/01/2017,Will be Completed On 03/31/2022
MO,2017,740723,MISSOURI DEPARTMENT OF NATURAL RESOURCES,10,Missouri Botanical Garden Deer Creek Watershed Initiative Project - Phase IV  (Part 1) [split funded with FY2018],No,"BMP Implementation
",Urban Runoff/Stormwater,Implementing a TMDL,"$366,037 ",Yes,On Schedule,Will start on 10/01/2019,Will be Completed On 09/30/2022
MO,2017,740723,MISSOURI DEPARTMENT OF NATURAL RESOURCES,11,"City of Frontenac - Timber Trail to Briar Ridge Channel Project - Part 3 [spilt funded with FY2015, 2016, FY2017, and FY2019]",No,"BMP Design
BMP Implementation
",Urban Runoff/Stormwater,Implementing a TMDL,"$50,000 ",Yes,On Schedule,Will start on 10/01/2019,Will be Completed On 09/30/2022
MO,2017,740723,MISSOURI DEPARTMENT OF NATURAL RESOURCES,12,UMC - Lakes of Missouri Volunteer Program - Cooperative Agreement [split funded with FY2016],Yes,"Water Quality Assessment/Monitoring
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$22,572 ",No,Completed,Will start on 04/01/2020,Will be Completed On 03/31/2021
MO,2017,740723,MISSOURI DEPARTMENT OF NATURAL RESOURCES,13,UMC - Statewide Lakes Assessment Project,Yes,"Water Quality Assessment/Monitoring
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$201,231 ",No,Completed,Will start on 04/01/2020,Will be Completed On 03/31/2021
MO,2017,740723,MISSOURI DEPARTMENT OF NATURAL RESOURCES,14,MSU - The Lake Taneycomo-White River Watershed Based Planning and Demonstration Project  [split funded with FY2018],No,"BMP Implementation
Education/Information
GIS/Modeling
Watershed Planning
Water Quality Assessment/Monitoring
",Agriculture; Urban Runoff/Stormwater,Implementing a TMDL,"$141,572 ",Yes,On Schedule,Will start on 11/01/2019,Will be Completed On 09/30/2022
MO,2017,740723,MISSOURI DEPARTMENT OF NATURAL RESOURCES,15,MU - Lower Grand Watershed NPS Pollution Reduction Plan (Cooperative Agreement) (split funded with FY2020 and FY2021),No,"Watershed Planning
",Agriculture,NOT APPLICABLE (NA),"$176,515 ",No,Behind Schedule,Will start on 04/01/2020,Will be Completed On 03/31/2022
MO,2017,740723,MISSOURI DEPARTMENT OF NATURAL RESOURCES,16,Black Creek Leveraging for 2017 Grant,No,"BMP Implementation
",Agriculture,Implementing a TMDL,$0 ,Yes,On Schedule,Will start on 10/01/2017,Will be Completed On 09/30/2022
MO,2017,740723,MISSOURI DEPARTMENT OF NATURAL RESOURCES,17,Wilsons Creek Leveraging for 2017 Grant,No,"BMP Implementation
",Agriculture,Implementing a TMDL,$0 ,Yes,On Schedule,Will start on 10/01/2017,Will be Completed On 09/30/2022
MO,2017,740723,MISSOURI DEPARTMENT OF NATURAL RESOURCES,18,Spring River Leveraging for 2017 Grant,No,"BMP Implementation
",Agriculture,Implementing a TMDL,$0 ,Yes,On Schedule,Will start on 10/01/2017,Will be Completed On 09/30/2022
MO,2017,740723,MISSOURI DEPARTMENT OF NATURAL RESOURCES,19,Perry County Karst Leveraging for 2017 Grant,No,"BMP Implementation
",Agriculture; Silviculture,NOT APPLICABLE (NA),$0 ,Yes,On Schedule,Will start on 10/01/2017,Will be Completed On 09/30/2022
MO,2017,740723,MISSOURI DEPARTMENT OF NATURAL RESOURCES,20,Town Branch Leveraging for 2017 Grant,No,"BMP Implementation
",Agriculture; Urban Runoff/Stormwater,Implementing a TMDL,$0 ,Yes,Completed,Will start on 10/01/2017,Will be Completed On 09/30/2022
MO,2017,740723,MISSOURI DEPARTMENT OF NATURAL RESOURCES,21,Upper Little Sac Leveraging for 2017 Grant,No,"BMP Implementation
",Agriculture; Urban Runoff/Stormwater,Implementing a TMDL,$0 ,Yes,On Schedule,Will start on 10/01/2017,Will be Completed On 09/30/2022
MO,2017,740723,MISSOURI DEPARTMENT OF NATURAL RESOURCES,22,FY2017 - City of Frontenac Countryside Channel Improvement - Deer Creek Watershed [split funded with FY2019 and FY2021 (Part 1),No,"BMP Implementation
",Urban Runoff/Stormwater,Implementing a TMDL,"$35,778 ",Yes,On Schedule,Will start on 07/01/2021,Will be Completed On 09/30/2022
MO,2017,740723,MISSOURI DEPARTMENT OF NATURAL RESOURCES,23,"FY2017 - NCMRWC - East Locust Creek Reservoir Shoreline Protection - Implementation of NPSMP -  Split funded from FY2017, 2018, 2019, 2020, 2021 and 2022",No,"BMP Design
",Agriculture,NOT APPLICABLE (NA),$90 ,No,Pending,Will start on 11/01/2021,Will be Completed On 10/31/2024
MO,2017,740723,MISSOURI DEPARTMENT OF NATURAL RESOURCES,24,James River Leveraging for 2017 grant,No,"BMP Implementation
",Agriculture,Implementing a TMDL,$0 ,Yes,,Will start on 10/07/0017,Will be Completed On 09/30/0022
MO,2017,740723,MISSOURI DEPARTMENT OF NATURAL RESOURCES,25,North Fabius Leveraging for 2017 grant,No,"BMP Implementation
",Agriculture,,$0 ,Yes,,Will start on 10/01/0017,Will be Completed On 09/30/0022
MS,2017,99486617,MS DEPT OF ENVIRONMENTAL QUALITY,1,NPS Administration,Yes,"NPS Grants Administration
NPS State Staff Activities
",Other NPS Pollution,NOT APPLICABLE (NA),"$167,925 ",No,On Schedule,Will start on 10/01/2016,Will be Completed On 09/30/2021
MS,2017,99486617,MS DEPT OF ENVIRONMENTAL QUALITY,2,NPS Program Implementation,Yes,"Implementing a Statewide Program (Regulatory or Non-Regulatory)
NPS State Staff Activities
",Other NPS Pollution,NOT APPLICABLE (NA),"$357,140 ",No,On Schedule,Will start on 10/01/2016,Will be Completed On 09/30/2021
