State,Award Fiscal Year,Grant No,Grantee,Project Number,Title,State Wide Project,Primary Functional Category,Category Of Pollution,TMDL,Total 319h Funds,Has Pollutant Data,Current Status,Project Start,Project End
AK,2016,00J84603,AK DEPT OF ENVIRON CONSERV,11,Protecting Healthy Waters in the Mat-Su Basin,No,"Education/Information
GIS/Modeling
",Construction; Hydromodification; Other NPS Pollution; Resource Extraction; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$18,931 ",No,Completed,Did start on 07/05/2016,Will be Completed On 06/30/2017
AK,2016,00J84603,AK DEPT OF ENVIRON CONSERV,12,Goldstream Creek Education and Outreach to Miners,No,"Education/Information
",Construction; Other NPS Pollution; Resource Extraction; Urban Runoff/Stormwater,Implementing a TMDL,"$8,764 ",No,Completed,Did start on 08/04/2016,Will be Completed On 06/30/2017
AK,2016,00J84603,AK DEPT OF ENVIRON CONSERV,13,DEC NPS Staff Time: Project Implementation,Yes,"NPS Grants Administration
Technical Assistance/Technology Transfer
NPS Monitoring
Development of WBPs or Acceptable Alternatives
Development of TMDLs
Implementing a Statewide Program (Regulatory or Non-Regulatory)
Watershed Protection and Restoration Implementation
NPS State Staff Activities
",Construction; Historical Pollutants; Hydromodification; Marinas and Recreational Boating; Other NPS Pollution; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$264,494 ",No,,Did start on 07/01/2016,Will be Completed On 06/30/2017
AK,2016,00J84603,AK DEPT OF ENVIRON CONSERV,14,Southeast Alaska Water Quality Data Inventory,No,"Education/Information
Other Planning
Water Quality Assessment/Monitoring
",Construction; Hydromodification; Other NPS Pollution; Resource Extraction; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$23,000 ",No,Completed,Did start on 08/25/2016,Will be Completed On 06/30/2017
AK,2016,00J84603,AK DEPT OF ENVIRON CONSERV,15,DEC NPS Staff Time: Program Work,Yes,"NPS Grants Administration
Technical Assistance/Technology Transfer
NPS Monitoring
Development of WBPs or Acceptable Alternatives
Development of TMDLs
Implementing a Statewide Program (Regulatory or Non-Regulatory)
Watershed Protection and Restoration Implementation
NPS State Staff Activities
",,NOT APPLICABLE (NA),"$1,354,055 ",No,,Did start on 07/01/2016,Will be Completed On 06/30/2017
AK,2016,00J84603,AK DEPT OF ENVIRON CONSERV,16,"Duck Creek Nancy Street Wetland Assessment, Year 2",No,"BMP Effectiveness Monitoring
Education/Information
",Urban Runoff/Stormwater,Implementing a TMDL,"$9,997 ",No,Completed,Will start on 07/03/2017,Will be Completed On 06/30/2018
AK,2016,00J84603,AK DEPT OF ENVIRON CONSERV,17,Integrated Report Technical Support,No,"Education/Information
Watershed Planning
Water Quality Assessment/Monitoring
",Hydromodification; Marinas and Recreational Boating,Developing a TMDL implementation plan(s),"$14,933 ",No,Pending,Will start on 12/23/2016,Will be Completed On 01/04/2018
AK,2016,00J84603,AK DEPT OF ENVIRON CONSERV,18,Stormwater Analysis on Wasilla Creek,No,"BMP Design
GIS/Modeling
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$7,500 ",No,Completed,Will start on 06/06/2018,Will be Completed On 06/30/0219
AK,2016,00J84603,AK DEPT OF ENVIRON CONSERV,19,GIS Mapping of On-site Disposal Systems along Cottonwood Creek,No,"GIS/Modeling
Other Restoration/Protection
",Land Disposal/Storage/Treatment; Other NPS Pollution; Urban Runoff/Stormwater,Implementing a TMDL,"$5,119 ",No,Completed,Will start on 04/11/2018,Will be Completed On 02/28/2019
AK,2016,00J84603,AK DEPT OF ENVIRON CONSERV,20,Deshka River Total Aromatic Hydrocarbon (TAH) Sampling,No,"Watershed Planning
Water Quality Assessment/Monitoring
Monitoring Design
",Marinas and Recreational Boating; Urban Runoff/Stormwater,Developing a TMDL,"$35,000 ",No,Completed,Will start on 04/20/2018,Will be Completed On 06/30/2019
AK,2016,00J84603,AK DEPT OF ENVIRON CONSERV,21,Evaluate FC Data for 2 Anchorage Watersheds,No,"BMP Effectiveness Monitoring
GIS/Modeling
",Hydromodification; Land Disposal/Storage/Treatment; Other NPS Pollution; Urban Runoff/Stormwater,Implementing a TMDL,"$12,969 ",No,Completed,Will start on 05/03/2018,Will be Completed On 02/28/2019
AK,2016,00J84603,AK DEPT OF ENVIRON CONSERV,22,Lower Anchor River Streambank Stabilization,No,"BMP Design
BMP Implementation
Education/Information
",Construction; Hydromodification; Marinas and Recreational Boating; Other NPS Pollution; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$11,095 ",No,On Schedule,Will start on 05/01/2018,Will be Completed On 06/30/2019
AK,2016,00J84603,AK DEPT OF ENVIRON CONSERV,23,Where does it go? Stormwater Mapping in the Haines Townsite,No,"Watershed Planning
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$2,531 ",No,Completed,Will start on 04/01/2018,Will be Completed On 02/28/2019
AK,2016,00J84603,AK DEPT OF ENVIRON CONSERV,24,2018 Kenai River Boat Count and Analysis and Turbidity Monitoring,No,"Water Quality Assessment/Monitoring
",Marinas and Recreational Boating,NOT APPLICABLE (NA),"$6,418 ",No,Completed,Will start on 05/03/2018,Will be Completed On 02/28/2019
AK,2016,00J84603,AK DEPT OF ENVIRON CONSERV,25,Outreach on Controlling Urban Runoff to Cottonwood Creek,No,"BMP Design
BMP Implementation
Other Restoration/Protection
",Urban Runoff/Stormwater,Implementing a TMDL,"$8,200 ",No,On Schedule,Will start on 04/20/2018,Will be Completed On 06/30/2019
AK,2016,00J84603,AK DEPT OF ENVIRON CONSERV,26,"Green Infrastructure at the Botanical Garden, Fairbanks",No,"BMP Design
BMP Implementation
Education/Information
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$7,000 ",No,Completed,Will start on 05/01/2018,Will be Completed On 02/28/2019
AL,2016,96464617,AL DEPT OF ENVIRONMENTAL MANAGEMENT,1,Administration and Management of Alabama’s FY2017 Clean Water Act Section 319 Nonpoint Source Program Funds,Yes,"BMP Implementation
NPS Grants Administration
Technical Assistance/Technology Transfer
Development of WBPs or Acceptable Alternatives
Implementing a Statewide Program (Regulatory or Non-Regulatory)
Other
319(h) National Monitoring Project
NPS State Staff Activities
Education/Information
Watershed Planning
",Agriculture; Construction; Hydromodification; Land Disposal/Storage/Treatment; Resource Extraction; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$766,742 ",No,On Schedule,Will start on 10/01/2016,Will be Completed On 09/30/2021
AL,2016,96464617,AL DEPT OF ENVIRONMENTAL MANAGEMENT,2,Statewide Surface Water Quality Monitoring of Priority Wadeable Streams and Rivers ,Yes,"Other Planning
Water Quality Assessment/Monitoring
",Other NPS Pollution,NOT APPLICABLE (NA),"$338,380 ",No,On Schedule,Will start on 10/01/2016,Will be Completed On 09/30/2021
AL,2016,96464617,AL DEPT OF ENVIRONMENTAL MANAGEMENT,3,"Surface Water Quality Assessment of Rivers, Reservoirs and Tributary Embayments on a Statewide Rotation",Yes,"Other Planning
Water Quality Assessment/Monitoring
",Agriculture; Animal Feeding Operations; Hydromodification; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$176,776 ",No,On Schedule,Will start on 10/01/2016,Will be Completed On 09/30/2021
AL,2016,96464617,AL DEPT OF ENVIRONMENTAL MANAGEMENT,4,Alabama Coastal Nonpoint Pollution Control Program (Phase IV: Coastal Alabama Onsite Septage Inspection Project),No,"BMP Implementation
Education/Information
Other Planning
",Hydromodification; Land Disposal/Storage/Treatment; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$100,000 ",No,Pending,Will start on 10/01/2016,Will be Completed On 09/30/2021
AL,2016,96464617,AL DEPT OF ENVIRONMENTAL MANAGEMENT,5,Holistic Management Approach to Protecting and Restoring Watershed Health and Improving Water Quality with the Development of Watershed Management Plans,No,"Education/Information
GIS/Modeling
Watershed Planning
",Agriculture; Animal Feeding Operations; Construction; Hydromodification; Land Disposal/Storage/Treatment; Other NPS Pollution; Resource Extraction; Silviculture; Turf Management; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$245,402 ",No,Pending,Will start on 09/30/2019,Will be Completed On 09/30/2021
AL,2016,96464617,AL DEPT OF ENVIRONMENTAL MANAGEMENT,6,Tiawasee Creek Sub-Watershed Management and Restoration Project,No,"BMP Implementation
Education/Information
",Hydromodification,NOT APPLICABLE (NA),"$542,928 ",Yes,Completed,Will start on 09/15/2017,Will be Completed On 09/30/2021
AL,2016,96464617,AL DEPT OF ENVIRONMENTAL MANAGEMENT,7,Parking Lot Bioswale Implementations of USA Campus in the Upper Three Mile Creek Watershed,No,"BMP Implementation
Education/Information
",Hydromodification,Developing a TMDL,"$152,339 ",Yes,Completed,Will start on 03/14/2018,Will be Completed On 09/30/2021
AL,2016,96464617,AL DEPT OF ENVIRONMENTAL MANAGEMENT,8,Mill Creek Watershed Restoration Project - Phase 3,No,"BMP Implementation
Education/Information
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),$0 ,Yes,Discontinued,Will start on 09/30/2018,Will be Completed On 09/30/2021
AL,2016,96464617,AL DEPT OF ENVIRONMENTAL MANAGEMENT,9,Graves Creek Watershed Management Plan Implementation- Phase 2,No,"BMP Implementation
Education/Information
",Agriculture,Implementing a TMDL,"$250,250 ",Yes,Completed,Will start on 04/26/2018,Will be Completed On 09/30/2021
AL,2016,96464617,AL DEPT OF ENVIRONMENTAL MANAGEMENT,10,Crowdabout Creek Phase III Watershed Implementation Project,No,"BMP Implementation
Education/Information
",Agriculture,Implementing a TMDL,"$160,300 ",Yes,Completed,Will start on 09/30/2017,Will be Completed On 09/30/2019
AL,2016,96464617,AL DEPT OF ENVIRONMENTAL MANAGEMENT,11,D’Olive Creek Sub-Watershed Management Project at Stream Segments DAF-1 and DAF-1A,No,"BMP Implementation
Education/Information
",Urban Runoff/Stormwater,Developing a TMDL,"$195,858 ",Yes,Completed,Will start on 03/30/2018,Will be Completed On 09/30/2021
AL,2016,96464617,AL DEPT OF ENVIRONMENTAL MANAGEMENT,12,Parkerson Mill Creek Watershed Management Plan Implementation: Low Impact Development BMPs,No,"BMP Implementation
Education/Information
",Hydromodification,Implementing a TMDL,"$158,629 ",Yes,On Schedule,Will start on 09/16/2018,Will be Completed On 09/30/2021
AR,2016,99610324,ARKANSAS NATURAL RESOURCES COMMISSION,1,16-200: Hicks Creek-White River Watershed Project,No,"BMP Implementation
",Agriculture,NOT APPLICABLE (NA),"$302,500 ",Yes,Completed,Will start on 10/01/2016,Will be Completed On 09/30/2020
AR,2016,99610324,ARKANSAS NATURAL RESOURCES COMMISSION,2,16-300 Big Creek- White River Watershed Project,No,"BMP Implementation
",Agriculture,NOT APPLICABLE (NA),"$302,250 ",Yes,Completed,Will start on 10/01/2016,Will be Completed On 09/30/2020
AR,2016,99610324,ARKANSAS NATURAL RESOURCES COMMISSION,3,16-400 Strawberry River Pasture Improvement Program,No,"BMP Implementation
",Agriculture,NOT APPLICABLE (NA),"$122,409 ",Yes,Completed,Will start on 10/01/2016,Will be Completed On 09/30/2019
AR,2016,99610324,ARKANSAS NATURAL RESOURCES COMMISSION,4,16-500 White River and Richland Creek Watershed Opportunity Assessment,No,"Education/Information
",Other NPS Pollution; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$249,802 ",No,Completed,Will start on 10/01/2016,Will be Completed On 06/30/2019
AR,2016,99610324,ARKANSAS NATURAL RESOURCES COMMISSION,5,"16-600 Water Quality Demonstration and Educational Program for Main Street Little Rock, Phase II",No,"BMP Implementation
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$536,000 ",No,Completed,Will start on 10/01/2016,Will be Completed On 10/31/2020
AR,2016,99610324,ARKANSAS NATURAL RESOURCES COMMISSION,6,16-700 Strawberry River Watersheds Monitoring,No,"BMP Effectiveness Monitoring
",Agriculture; Construction; Silviculture,NOT APPLICABLE (NA),"$394,414 ",No,Completed,Will start on 10/01/2016,Will be Completed On 12/30/2019
AR,2016,99610324,ARKANSAS NATURAL RESOURCES COMMISSION,7,16-800 Bayou DeView Watershed Monitoring,No,"BMP Effectiveness Monitoring
",Agriculture,NOT APPLICABLE (NA),"$300,523 ",No,Completed,Will start on 10/01/2016,Will be Completed On 12/30/2019
AR,2016,99610324,ARKANSAS NATURAL RESOURCES COMMISSION,8,16-900 Strawberry River Improvement Project,No,"BMP Implementation
",Agriculture,NOT APPLICABLE (NA),"$175,770 ",Yes,Completed,Will start on 10/01/2016,Will be Completed On 09/30/2019
AR,2016,99610324,ARKANSAS NATURAL RESOURCES COMMISSION,9,16-1000 Water Quality Monitoring for the Lower Ouachita Smackover Watershed,No,"Water Quality Assessment/Monitoring
",Agriculture; Animal Feeding Operations; Other NPS Pollution; Silviculture,NOT APPLICABLE (NA),"$522,152 ",No,On Schedule,Will start on 10/01/2016,Will be Completed On 01/31/2021
AR,2016,99610324,ARKANSAS NATURAL RESOURCES COMMISSION,10,16-1100 Poteau River Monitoring and Assessment,No,"Water Quality Assessment/Monitoring
",Agriculture; Hydromodification; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$57,278 ",No,Completed,Will start on 10/01/2016,Will be Completed On 01/31/2019
AR,2016,99610324,ARKANSAS NATURAL RESOURCES COMMISSION,11,16-1200 Supplemental Cost Share Program,No,"BMP Implementation
",Agriculture; Animal Feeding Operations; Hydromodification; Other NPS Pollution; Silviculture,NOT APPLICABLE (NA),"$75,000 ",No,Completed,Will start on 10/01/2016,Will be Completed On 09/30/2020
AR,2016,99610324,ARKANSAS NATURAL RESOURCES COMMISSION,12,16-1300 ArkansasWater.Org Management and Update,Yes,"Other Planning
",Agriculture; Animal Feeding Operations; Construction; Hydromodification; Land Disposal/Storage/Treatment; Marinas and Recreational Boating; Other NPS Pollution; Resource Extraction; Silviculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$18,047 ",No,Completed,Will start on 10/01/2016,Will be Completed On 08/31/2018
AZ,2016,98961317,AZ DEPT OF ENV QUALITY,1,"Wetland Restoration on O'Donnell Ranch, Santa Cruz, Co",No,"BMP Design
BMP Implementation
Water Quality Assessment/Monitoring
",Agriculture,Implementing a TMDL,"$61,687 ",Yes,Completed,Will start on 04/26/2017,Will be Completed On 10/31/2019
AZ,2016,98961317,AZ DEPT OF ENV QUALITY,2,Menges Solar Well Project ,No,"BMP Implementation
",Agriculture; Other NPS Pollution,NOT APPLICABLE (NA),"$39,112 ",Yes,Completed,Will start on 05/15/2017,Will be Completed On 04/30/2019
AZ,2016,98961317,AZ DEPT OF ENV QUALITY,3,Youth-led Erosion and E.coli Mitigation in Nogales Wash and Santa Cruz Watersheds ,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$135,000 ",Yes,Completed,Will start on 09/29/2017,Will be Completed On 12/31/2019
AZ,2016,98961317,AZ DEPT OF ENV QUALITY,4,Miller Creek Bathroom,No,"BMP Implementation
BMP Effectiveness Monitoring
",Urban Runoff/Stormwater,Implementing a TMDL,"$126,641 ",Yes,Completed,Will start on 09/29/2017,Will be Completed On 10/31/2020
AZ,2016,98961317,AZ DEPT OF ENV QUALITY,5,Sierra Ancha Trails Erosion Control and Drainage Improvement Project ,No,"BMP Implementation
",Other NPS Pollution; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$84,147 ",Yes,On Schedule,Will start on 10/12/2017,Will be Completed On 10/31/2019
AZ,2016,98961317,AZ DEPT OF ENV QUALITY,6,Sediment Discharge Reduction Through Brush Management in Altar Valley,No,"BMP Implementation
BMP Effectiveness Monitoring
",Agriculture,NOT APPLICABLE (NA),"$220,000 ",Yes,On Schedule,Will start on 10/12/2017,Will be Completed On 12/31/2020
AZ,2016,98961317,AZ DEPT OF ENV QUALITY,8,Rogers Ranch Streambank Treatment for Sediment Reduction ,No,"BMP Design
BMP Implementation
BMP Effectiveness Monitoring
",Agriculture,Implementing a TMDL,"$59,869 ",Yes,Completed,Will start on 09/27/2017,Will be Completed On 04/30/2020
AZ,2016,98961317,AZ DEPT OF ENV QUALITY,9,Knight Ranch Sediment Basin Rehabilitation ,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$8,973 ",Yes,Completed,Will start on 09/27/2017,Will be Completed On 10/31/2019
AZ,2016,98961317,AZ DEPT OF ENV QUALITY,18,NCD Engineering Services for Social Trail Rehabilitation in Oak Creek,No,"BMP Design
BMP Implementation
",Other NPS Pollution,Implementing a TMDL,"$9,787 ",Yes,On Schedule,Will start on 04/02/2020,Will be Completed On 10/31/2021
AZ,2016,98961317,AZ DEPT OF ENV QUALITY,23,Bowman Fencing Surveying ,No,"BMP Design
",Agriculture,NOT APPLICABLE (NA),"$5,616 ",Yes,Completed,Will start on 08/31/2020,Will be Completed On 08/31/2020
AZ,2016,98961317,AZ DEPT OF ENV QUALITY,24,NPS 27 Total Match Funds ,Yes,"BMP Effectiveness Monitoring
Water Quality Assessment/Monitoring
",,NOT APPLICABLE (NA),$0 ,No,,Will start on 01/01/2017,Will be Completed On 12/30/2017
AZ,2016,99966617,AZ DEPT OF ENV QUALITY,1,Project WET,No,"Statewide Education/Information Programs
",All Sources,NOT APPLICABLE (NA),"$20,000 ",Yes,,Did start on ,Completed on 
AZ,2016,99T43801,WHITE MOUNTAIN APACHE TRIBE,1,North Fork Above Diamond Creek Stream Restoration Project,No,,Hydromodification,,"$99,268 ",No,,Will start on ,Will be Completed On 
AZ,2016,99T46117,YAVAPAI-APACHE NATION,1, JOSEPHINE WASH EROSION CONTROL  AND  RIPARIAN AREA RESTORATION  ,No,,Hydromodification,,"$100,000 ",No,,Will start on ,Will be Completed On 
AZ,2016,99T46117,YAVAPAI-APACHE NATION,2,Verde River Erosion Control and Riparian Area Restoration,No,,Hydromodification,,"$100,000 ",No,,Will start on ,Will be Completed On 
AZ,2016,99T46117,YAVAPAI-APACHE NATION,3,Verde River Erosion Control and Riparian Area Restoration,No,,Hydromodification,,"$100,000 ",No,,Will start on ,Will be Completed On 
AZ,2016,99T52017,SAN CARLOS APACHE TRIBE,1,NPS Watershed Project to Restore and Protect Two Spring Resources and Stabilize One Road Crossing of a Perennial Stream,No,,Agriculture; Hydromodification,,"$100,000 ",No,,Will start on ,Will be Completed On 
CA,2016,00T63217,LA JOLLA BAND OF LUISENO INDIANS,1,La Jolla Nonpoint Source Pollution Control Program Pollution Reduction Project,No,,Land Disposal/Storage/Treatment; Urban Runoff/Stormwater,,"$99,998 ",No,,Will start on ,Will be Completed On 
CA,2016,00T63217,LA JOLLA BAND OF LUISENO INDIANS,2,La Jolla Nonpoint Source Reduction Competitive Project,No,,Hydromodification; Land Disposal/Storage/Treatment; Urban Runoff/Stormwater,,"$99,998 ",No,,Will start on ,Will be Completed On 
CA,2016,00T63217,LA JOLLA BAND OF LUISENO INDIANS,3,FY2020: La Jolla Band of Luiseno Indians: Stormwater Management ,No,,Other NPS Pollution; Urban Runoff/Stormwater,,"$99,999 ",No,,Will start on ,Will be Completed On 
CA,2016,97921717,COYOTE VALLEY BAND OF POMO INDIANS,1,West Fork Russian River Bank Stabilization Phase Four,No,,Hydromodification,,"$100,000 ",No,,Will start on ,Will be Completed On 
CA,2016,97921717,COYOTE VALLEY BAND OF POMO INDIANS,2,West Fork Russian River Bank Stabilization and Restoration Project Phase,No,,Hydromodification,,"$100,000 ",No,,Will start on ,Will be Completed On 
CA,2016,97921717,COYOTE VALLEY BAND OF POMO INDIANS,3,CWA 319 Project to Restore and Stabilize the West Fork Russian River Bank,No,,Hydromodification,,"$100,000 ",No,,Will start on ,Will be Completed On 
CA,2016,97957517,CA STATE WATER RES CTRL BRD,1,I - Landsmart On-The-Ground Implementation of MP's on Sonoma Creek Vineyards - 32216,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$663,850 ",Yes,Completed,Will start on 05/01/2017,Will be Completed On 07/31/2020
CA,2016,97957517,CA STATE WATER RES CTRL BRD,2,I - Napa River Restoration Oakville to Oak Knoll Project - 32649,No,"BMP Implementation
",Hydromodification,Implementing a TMDL,"$750,000 ",Yes,Completed,Will start on 06/01/2017,Will be Completed On 07/31/2020
CA,2016,97957517,CA STATE WATER RES CTRL BRD,3,I - Pajaro Watershed Toxicity Reduction Project - 32648,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$499,715 ",Yes,Completed,Will start on 04/01/2017,Will be Completed On 05/31/2020
CA,2016,97957517,CA STATE WATER RES CTRL BRD,4,I - Shasta River WS Stewardship Implementation Project - 32263,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$187,582 ",Yes,Completed,Will start on 02/01/2017,Will be Completed On 06/30/2020
CA,2016,97957517,CA STATE WATER RES CTRL BRD,5,I - Scott River Stream Restoration and Sediment Reduction Program - 32615,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$291,126 ",Yes,Completed,Will start on 06/30/2017,Will be Completed On 04/30/2021
CA,2016,97957517,CA STATE WATER RES CTRL BRD,6,I - Dev and Impl of BMPs WQ Improvement Prgm for Strawberry Growers - 32609,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$613,244 ",Yes,Discontinued,Will start on 06/30/2017,Will be Completed On 06/30/2020
CA,2016,97957517,CA STATE WATER RES CTRL BRD,7,I - Main Stem Truckee River Sediment Reduction - Old McIver Dairy- 32071,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$300,000 ",Yes,On Schedule,Will start on 05/01/2017,Will be Completed On 02/28/2022
CA,2016,97957517,CA STATE WATER RES CTRL BRD,8,Canceled - I - Marina del Rey Harbor Copper TMDL Boat Lift Program - 32325,No,"BMP Implementation
",Marinas and Recreational Boating,Implementing a TMDL,"$400,000 ",Yes,Discontinued,Will start on 06/01/2017,Will be Completed On 10/31/2020
CA,2016,97957517,CA STATE WATER RES CTRL BRD,9,Match - LAUSD 2014 DROPS SW Mgt Prgm - LID Implementation - Prop. 13 - LGTS # D15-12130 PIN # 29644,No,"BMP Implementation
",Urban Runoff/Stormwater,Implementing a TMDL,$0 ,Yes,Completed,Will start on 06/30/2017,Will be Completed On 03/26/2021
CA,2016,97957517,CA STATE WATER RES CTRL BRD,10,"Match - Rancho El Chorro Water Conserv, Reuse, and LID Project - Prop. 50 (Small Com) - PIN # 29815",No,"BMP Implementation
",Urban Runoff/Stormwater,Implementing a TMDL,$0 ,Yes,Completed,Will start on 06/30/2017,Will be Completed On 12/31/2019
CA,2016,97957517,CA STATE WATER RES CTRL BRD,11,Match - Paso Robles Joint Unified School District LID Project - Prop. 13 - WS - PIN # 29794,No,"BMP Implementation
",Urban Runoff/Stormwater,Implementing a TMDL,$0 ,Yes,Behind Schedule,Will start on 06/30/2017,Will be Completed On 06/30/2022
CA,2016,97957517,CA STATE WATER RES CTRL BRD,12,2016 California Coastal Commission Contract,Yes,"Education/Information
Regulatory/Enforcement
",Construction; Hydromodification; Marinas and Recreational Boating; Turf Management; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$295,700 ",No,Completed,Will start on 07/01/2016,Will be Completed On 12/30/2017
CA,2016,97957517,CA STATE WATER RES CTRL BRD,14,Best Management Practices on Kincade Fire-Impacted Lands in Sonoma County,No,"BMP Implementation
",Other NPS Pollution,Implementing a TMDL,"$353,727 ",Yes,,Will start on 02/01/2020,Will be Completed On 02/28/2021
CA,2016,97957517,CA STATE WATER RES CTRL BRD,15,"P/A- Elk River Watershed Stewardship Support, Planning, Design, and Permitting Project",No,"BMP Design
Education/Information
Watershed Planning
",Hydromodification; Other NPS Pollution,Implementing a TMDL,"$142,334 ",No,Revised,Will start on 07/01/2020,Will be Completed On 02/28/2022
CA,2016,99T38901,ROUND VALLEY INDIAN TRIBES,2,RVIT 319 Mill Creek Riparian Corridor Development,No,,Hydromodification,,"$100,000 ",No,,Will start on ,Will be Completed On 
CA,2016,99T38901,ROUND VALLEY INDIAN TRIBES,3,Mill Creek Restoration & Riparian Corridor Development Project,No,,Hydromodification,,"$100,000 ",No,,Will start on ,Will be Completed On 
CA,2016,99T44901,CEDARVILLE RANCHERIA,1,Cedarville Little Pau Pond ,No,,Other NPS Pollution,,"$100,000 ",No,,Will start on ,Will be Completed On 
CA,2016,99T44901,CEDARVILLE RANCHERIA,2,Implement Three Watershed Projects on the Cedarville Rancheria,No,,Agriculture; Urban Runoff/Stormwater,,"$99,204 ",No,,Will start on ,Will be Completed On 
CA,2016,99T44901,CEDARVILLE RANCHERIA,3,Develop a Watershed-Based Plan and Implement Three NPS Watershed Projects on the Cedarville Rancheria,No,,Hydromodification,,"$96,424 ",No,,Will start on ,Will be Completed On 
CO,2016,97872917,SOUTHERN UTE INDIAN TRIBE,1,Stollsteimer Creek Riparian Enhancement Project,No,,Agriculture; Hydromodification,,"$100,000 ",No,,Will start on ,Will be Completed On 
