"","nutrient_type","variable","value"
"3901","Lake TN","pop.delta",-2.55041338817326
"3902","Lake TN","pop.delta",1.61473824183981
"3903","Lake TN","pop.delta",15.4990384490493
"3904","Lake TN","pop.delta",30.8706106469533
"3905","Lake TN","pop.delta",-7.03556908898158
"3906","Lake TN","pop.delta",-2.41847676518072
"3907","Lake TN","pop.delta",6.10835636879408
"3908","Lake TN","pop.delta",18.2162674744214
"3909","Lake TN","pop.delta",16.6515602759197
"3910","Lake TN","pop.delta",-22.2245027839176
"3911","Lake TN","pop.delta",8.63588146195575
"3912","Lake TN","pop.delta",-5.49522339878311
"3913","Lake TN","pop.delta",-17.2895896774913
"3914","Lake TN","pop.delta",-11.9788664513391
"3915","Lake TN","pop.delta",-8.45806789690563
"3916","Lake TN","pop.delta",-14.7162291113473
"3917","Lake TN","pop.delta",3.5384887022638
"3918","Lake TN","pop.delta",36.4240187209476
"3919","Lake TN","pop.delta",39.6773416200524
"3920","Lake TN","pop.delta",39.3144024515778
"3921","Lake TN","pop.delta",13.3265072869708
"3922","Lake TN","pop.delta",23.0440987238639
"3923","Lake TN","pop.delta",22.1339853093155
"3924","Lake TN","pop.delta",64.591427310142
"3925","Lake TN","pop.delta",4.20986519737314
"3926","Lake TN","pop.delta",1.5268038267552
"3927","Lake TN","pop.delta",39.9332902694717
"3928","Lake TN","pop.delta",15.9945251315278
"3929","Lake TN","pop.delta",-7.3944635140848
"3930","Lake TN","pop.delta",-5.85465203273577
"3931","Lake TN","pop.delta",14.8549199044643
"3932","Lake TN","pop.delta",-1.53337865344549
"3933","Lake TN","pop.delta",-4.82275525981017
"3934","Lake TN","pop.delta",-33.4882524394948
"3935","Lake TN","pop.delta",20.8281600087885
"3936","Lake TN","pop.delta",21.8948489709377
"3937","Lake TN","pop.delta",22.3074547187717
"3938","Lake TN","pop.delta",-6.0117964269234
"3939","Lake TN","pop.delta",18.3767081236361
"3940","Lake TN","pop.delta",0.295941977054166
"3941","Lake TN","pop.delta",9.4524723038922
"3942","Lake TN","pop.delta",-5.89072456674403
"3943","Lake TN","pop.delta",24.8435705108762
"3944","Lake TN","pop.delta",11.9451923568632
"3945","Lake TN","pop.delta",-4.64686753019483
"3946","Lake TN","pop.delta",30.2329232783303
"3947","Lake TN","pop.delta",22.0306684241897
"3948","Lake TN","pop.delta",8.66710466701974
"3949","Lake TN","pop.delta",29.4425436114733
"3950","Lake TN","pop.delta",20.098595574062
"3951","Lake TN","pop.delta",24.0547019433224
"3952","Lake TN","pop.delta",26.3094677878972
"3953","Lake TN","pop.delta",-35.6341398425751
"3954","Lake TN","pop.delta",16.8203475935632
"3955","Lake TN","pop.delta",-21.0880582959614
"3956","Lake TN","pop.delta",9.90394510957769
"3957","Lake TN","pop.delta",-2.6951911438082
"3958","Lake TN","pop.delta",-22.2854102686813
"3959","Lake TN","pop.delta",59.8522311845676
"3960","Lake TN","pop.delta",16.3298405500781
"3961","Lake TN","pop.delta",34.1071653252334
"3962","Lake TN","pop.delta",-30.2099187342132
"3963","Lake TN","pop.delta",-0.63513488163076
"3964","Lake TN","pop.delta",-4.69782499438193
"3965","Lake TN","pop.delta",20.6811364115817
"3966","Lake TN","pop.delta",31.0829431120383
"3967","Lake TN","pop.delta",18.303794954476
"3968","Lake TN","pop.delta",6.29365568307392
"3969","Lake TN","pop.delta",-3.96753444161798
"3970","Lake TN","pop.delta",21.6771748338009
"3971","Lake TN","pop.delta",-2.10934352919258
"3972","Lake TN","pop.delta",7.98137686231513
"3973","Lake TN","pop.delta",31.2201697097744
"3974","Lake TN","pop.delta",11.6795419588142
"3975","Lake TN","pop.delta",15.1408644448643
"3976","Lake TN","pop.delta",67.9992707561682
"3977","Lake TN","pop.delta",10.0674005127312
"3978","Lake TN","pop.delta",5.56337262271489
"3979","Lake TN","pop.delta",-8.45219525430385
"3980","Lake TN","pop.delta",-12.2716582770521
"3981","Lake TN","pop.delta",-14.3734367465033
"3982","Lake TN","pop.delta",53.0479812962576
"3983","Lake TN","pop.delta",-10.2951324528055
"3984","Lake TN","pop.delta",-13.5338690334357
"3985","Lake TN","pop.delta",22.9144231617036
"3986","Lake TN","pop.delta",29.0729553119252
"3987","Lake TN","pop.delta",15.3307723790601
"3988","Lake TN","pop.delta",-25.6601264297633
"3989","Lake TN","pop.delta",32.9959293112722
"3990","Lake TN","pop.delta",-7.2770115114787
"3991","Lake TN","pop.delta",7.70879310180002
"3992","Lake TN","pop.delta",-34.8544907224712
"3993","Lake TN","pop.delta",18.7328235625782
"3994","Lake TN","pop.delta",44.1408875284009
"3995","Lake TN","pop.delta",28.6797701195619
"3996","Lake TN","pop.delta",4.38303503336039
"3997","Lake TN","pop.delta",13.7283273143056
"3998","Lake TN","pop.delta",44.370310643905
"3999","Lake TN","pop.delta",30.325126629803
"4000","Lake TN","pop.delta",17.1086976488425
"4001","Lake TN","urban.delta",48.7333296221364
"4002","Lake TN","urban.delta",-15.063210284965
"4003","Lake TN","urban.delta",0.348011526484131
"4004","Lake TN","urban.delta",14.5003146162444
"4005","Lake TN","urban.delta",10.9130103399393
"4006","Lake TN","urban.delta",25.6425834563422
"4007","Lake TN","urban.delta",14.6799444846718
"4008","Lake TN","urban.delta",2.68104323628638
"4009","Lake TN","urban.delta",-41.7370120986869
"4010","Lake TN","urban.delta",6.02643110849843
"4011","Lake TN","urban.delta",-5.55707228419022
"4012","Lake TN","urban.delta",9.07436424708008
"4013","Lake TN","urban.delta",-10.3137919336928
"4014","Lake TN","urban.delta",2.00889615766657
"4015","Lake TN","urban.delta",-20.4898951720217
"4016","Lake TN","urban.delta",17.9214229660341
"4017","Lake TN","urban.delta",-2.56033933089804
"4018","Lake TN","urban.delta",-1.424070915525
"4019","Lake TN","urban.delta",-29.0092109997788
"4020","Lake TN","urban.delta",20.93467199603
"4021","Lake TN","urban.delta",52.7298583862191
"4022","Lake TN","urban.delta",-15.0100773409423
"4023","Lake TN","urban.delta",18.5067374655318
"4024","Lake TN","urban.delta",21.4281832837726
"4025","Lake TN","urban.delta",31.7894048426923
"4026","Lake TN","urban.delta",-9.52010962714944
"4027","Lake TN","urban.delta",-13.9383414320151
"4028","Lake TN","urban.delta",1.41260676973346
"4029","Lake TN","urban.delta",12.4423554824326
"4030","Lake TN","urban.delta",25.219934083963
"4031","Lake TN","urban.delta",17.2041238286336
"4032","Lake TN","urban.delta",22.1844353290459
"4033","Lake TN","urban.delta",21.9303473205306
"4034","Lake TN","urban.delta",7.06065195802639
"4035","Lake TN","urban.delta",26.9974914579429
"4036","Lake TN","urban.delta",-14.9185482473475
"4037","Lake TN","urban.delta",22.501020086266
"4038","Lake TN","urban.delta",-14.8355727902711
"4039","Lake TN","urban.delta",39.431401172897
"4040","Lake TN","urban.delta",-50.1036891930888
"4041","Lake TN","urban.delta",-2.75532525884182
"4042","Lake TN","urban.delta",2.31621886000917
"4043","Lake TN","urban.delta",5.40800459932746
"4044","Lake TN","urban.delta",30.4579035879635
"4045","Lake TN","urban.delta",3.6095296365206
"4046","Lake TN","urban.delta",40.9757643543042
"4047","Lake TN","urban.delta",22.1403001609645
"4048","Lake TN","urban.delta",31.7284610825101
"4049","Lake TN","urban.delta",-25.8623227135689
"4050","Lake TN","urban.delta",12.7742367800616
"4051","Lake TN","urban.delta",11.8733046313684
"4052","Lake TN","urban.delta",0.372523119826306
"4053","Lake TN","urban.delta",6.06293915134445
"4054","Lake TN","urban.delta",51.2156886071959
"4055","Lake TN","urban.delta",11.2376984787798
"4056","Lake TN","urban.delta",23.5796337227794
"4057","Lake TN","urban.delta",-4.22908824769735
"4058","Lake TN","urban.delta",5.53143115639513
"4059","Lake TN","urban.delta",-21.5939433027205
"4060","Lake TN","urban.delta",72.9118876682979
"4061","Lake TN","urban.delta",3.27246730573934
"4062","Lake TN","urban.delta",-12.3016108848582
"4063","Lake TN","urban.delta",11.8352783301465
"4064","Lake TN","urban.delta",20.1931402950555
"4065","Lake TN","urban.delta",42.3170432960592
"4066","Lake TN","urban.delta",-11.1262788835186
"4067","Lake TN","urban.delta",18.1891138150127
"4068","Lake TN","urban.delta",24.4782546112398
"4069","Lake TN","urban.delta",-9.98856479998795
"4070","Lake TN","urban.delta",13.4550663576574
"4071","Lake TN","urban.delta",36.3313308524553
"4072","Lake TN","urban.delta",-24.1534749190441
"4073","Lake TN","urban.delta",22.8692434738023
"4074","Lake TN","urban.delta",58.4192911288127
"4075","Lake TN","urban.delta",-0.490992460844557
"4076","Lake TN","urban.delta",14.2894882998699
"4077","Lake TN","urban.delta",-11.6222255212745
"4078","Lake TN","urban.delta",9.71431937698701
"4079","Lake TN","urban.delta",6.18511719201862
"4080","Lake TN","urban.delta",97.5256634935026
"4081","Lake TN","urban.delta",70.1380868092818
"4082","Lake TN","urban.delta",-12.7019223959733
"4083","Lake TN","urban.delta",-3.08754553259302
"4084","Lake TN","urban.delta",57.6773323627471
"4085","Lake TN","urban.delta",2.07706362838021
"4086","Lake TN","urban.delta",6.67490140358481
"4087","Lake TN","urban.delta",40.4260988545761
"4088","Lake TN","urban.delta",39.8427267269183
"4089","Lake TN","urban.delta",0.583506181383187
"4090","Lake TN","urban.delta",54.8393748943287
"4091","Lake TN","urban.delta",18.8150487195153
"4092","Lake TN","urban.delta",10.8758092707069
"4093","Lake TN","urban.delta",9.1822976173227
"4094","Lake TN","urban.delta",42.3343865008361
"4095","Lake TN","urban.delta",17.1758625767406
"4096","Lake TN","urban.delta",25.5407257015647
"4097","Lake TN","urban.delta",3.76543662875696
"4098","Lake TN","urban.delta",34.9535354028374
"4099","Lake TN","urban.delta",36.9658580059256
"4100","Lake TN","urban.delta",-22.0139419931415
"4101","Lake TN","urban.delta",-2.41505398522547
"4102","Lake TN","urban.delta",26.5810894235324
"4103","Lake TN","urban.delta",4.66098130792597
"4104","Lake TN","urban.delta",-14.9834994773129
"4105","Lake TN","urban.delta",-52.8997262752374
"4106","Lake TN","urban.delta",11.3220064080181
"4107","Lake TN","urban.delta",-11.6964941137541
"4108","Lake TN","urban.delta",-9.75336134704473
"4109","Lake TN","urban.delta",30.1106520030108
"4110","Lake TN","urban.delta",56.1565369138593
"4111","Lake TN","urban.delta",14.9672250232813
"4112","Lake TN","urban.delta",38.517224958191
"4113","Lake TN","urban.delta",14.8252155878996
"4114","Lake TN","urban.delta",-34.4081615175402
"4115","Lake TN","urban.delta",13.9571398264442
"4116","Lake TN","urban.delta",-2.39887106195026
"4117","Lake TN","urban.delta",18.539661303727
"4118","Lake TN","urban.delta",-18.1305166437208
"4119","Lake TN","urban.delta",6.89309615717677
"4120","Lake TN","urban.delta",23.7178945059359
"4121","Lake TN","urban.delta",-9.96223334465992
"4122","Lake TN","urban.delta",109.120048746329
"4123","Lake TN","urban.delta",37.9460476944357
"4124","Lake TN","urban.delta",23.7675278323587
"4125","Lake TN","urban.delta",69.9231007021976
"4126","Lake TN","urban.delta",41.3554039695284
"4127","Lake TN","urban.delta",-29.7607540158148
"4128","Lake TN","urban.delta",61.8770856667031
"4129","Lake TN","urban.delta",-15.2228279945774
"4130","Lake TN","urban.delta",22.0457811232179
"4131","Lake TN","urban.delta",6.34250187097699
"4132","Lake TN","urban.delta",38.6695698591389
"4133","Lake TN","urban.delta",37.3557039439773
"4134","Lake TN","urban.delta",43.046823803229
"4135","Lake TN","urban.delta",0.877028062035672
"4136","Lake TN","urban.delta",-21.8324885735633
"4137","Lake TN","urban.delta",12.475857423794
"4138","Lake TN","urban.delta",-10.9646007038354
"4139","Lake TN","urban.delta",-0.965775194692321
"4140","Lake TN","urban.delta",-8.50711754093801
"4141","Lake TN","urban.delta",20.3927501308131
"4142","Lake TN","urban.delta",28.7866187544477
"4143","Lake TN","urban.delta",3.39402065301026
"4144","Lake TN","urban.delta",-10.9811968305439
"4145","Lake TN","urban.delta",22.5701660217612
"4146","Lake TN","urban.delta",10.9974120119336
"4147","Lake TN","urban.delta",-13.0161180660185
"4148","Lake TN","urban.delta",-20.7766235138476
"4149","Lake TN","urban.delta",-4.61750367635216
"4150","Lake TN","urban.delta",15.6553828071191
"4151","Lake TN","urban.delta",0.158718766439032
"4152","Lake TN","urban.delta",-2.22346627675981
"4153","Lake TN","urban.delta",4.5048069067452
"4154","Lake TN","urban.delta",0.472824222334573
"4155","Lake TN","urban.delta",-42.2433236728018
"4156","Lake TN","urban.delta",-23.2578832180042
"4157","Lake TN","urban.delta",30.9274254124738
"4158","Lake TN","urban.delta",10.3447971808904
"4159","Lake TN","urban.delta",7.84836728233421
"4160","Lake TN","urban.delta",-22.2463802690045
"4161","Lake TN","urban.delta",27.3005015951643
"4162","Lake TN","urban.delta",1.59276714348235
"4163","Lake TN","urban.delta",3.03054540482591
"4164","Lake TN","urban.delta",-7.18647747794248
"4165","Lake TN","urban.delta",-48.7006396860293
"4166","Lake TN","urban.delta",2.42348321649625
"4167","Lake TN","urban.delta",6.4156092810891
"4168","Lake TN","urban.delta",24.1746103340775
"4169","Lake TN","urban.delta",32.9632939107483
"4170","Lake TN","urban.delta",46.0978829641465
"4171","Lake TN","urban.delta",23.4911341012669
"4172","Lake TN","urban.delta",2.30165993356137
"4173","Lake TN","urban.delta",8.28450341577319
"4174","Lake TN","urban.delta",29.1212157189072
"4175","Lake TN","urban.delta",-4.26013580695676
"4176","Lake TN","urban.delta",6.03966473711645
"4177","Lake TN","urban.delta",-8.41903321285944
"4178","Lake TN","urban.delta",-15.7064449043898
"4179","Lake TN","urban.delta",-17.8431002642266
"4180","Lake TN","urban.delta",16.6436078004263
"4181","Lake TN","urban.delta",46.6328927083246
"4182","Lake TN","urban.delta",3.7104608028289
"4183","Lake TN","urban.delta",3.32777589275319
"4184","Lake TN","urban.delta",11.103599164494
"4185","Lake TN","urban.delta",-1.94757750619408
"4186","Lake TN","urban.delta",28.0484975444051
"4187","Lake TN","urban.delta",6.62516357222235
"4188","Lake TN","urban.delta",-6.28591545585859
"4189","Lake TN","urban.delta",11.7276657545187
"4190","Lake TN","urban.delta",35.9785811242316
"4191","Lake TN","urban.delta",-24.2753431973583
"4192","Lake TN","urban.delta",-9.34075177432733
"4193","Lake TN","urban.delta",46.763010569983
"4194","Lake TN","urban.delta",31.5264338804519
"4195","Lake TN","urban.delta",-26.7294016067218
"4196","Lake TN","urban.delta",25.177217851898
"4197","Lake TN","urban.delta",-15.2440564228939
"4198","Lake TN","urban.delta",4.56816404133785
"4199","Lake TN","urban.delta",-14.5998111568052
"4200","Lake TN","urban.delta",-4.05211142086404
"4201","Lake TN","urban.delta",21.7981560634132
"4202","Lake TN","urban.delta",-32.054904133127
"4203","Lake TN","urban.delta",-21.7944717955398
"4204","Lake TN","urban.delta",52.9730820155127
"4205","Lake TN","urban.delta",43.0128119862622
"4206","Lake TN","urban.delta",38.045502416279
"4207","Lake TN","urban.delta",-12.0263774756079
"4208","Lake TN","urban.delta",9.1622584908629
"4209","Lake TN","urban.delta",5.42316095206522
"4210","Lake TN","urban.delta",20.0899073691792
"4211","Lake TN","urban.delta",-4.4526928081416
"4212","Lake TN","urban.delta",0.494702272885815
"4213","Lake TN","urban.delta",25.3128484263777
"4214","Lake TN","urban.delta",33.2568896140435
"4215","Lake TN","urban.delta",-14.6845057981362
"4216","Lake TN","urban.delta",23.398549449308
"4217","Lake TN","urban.delta",-1.36054025260208
"4218","Lake TN","urban.delta",42.8577277382747
"4219","Lake TN","urban.delta",21.6438594742336
"4220","Lake TN","urban.delta",15.1691129175688
"4221","Lake TN","urban.delta",-22.9603613496662
"4222","Lake TN","urban.delta",28.6859211682285
"4223","Lake TN","urban.delta",14.9958815254558
"4224","Lake TN","urban.delta",19.6260953392532
"4225","Lake TN","urban.delta",3.23707469744843
"4226","Lake TN","urban.delta",0.883757750115738
"4227","Lake TN","urban.delta",-0.0391402815380679
"4228","Lake TN","urban.delta",37.0108231343665
"4229","Lake TN","urban.delta",-39.6998154286382
"4230","Lake TN","urban.delta",13.9215777435377
"4231","Lake TN","urban.delta",20.7147190770535
"4232","Lake TN","urban.delta",19.3292069294744
"4233","Lake TN","urban.delta",-24.3094003301982
"4234","Lake TN","urban.delta",-0.53750945654485
"4235","Lake TN","urban.delta",-16.5301331016685
"4236","Lake TN","urban.delta",-39.3587187081521
"4237","Lake TN","urban.delta",32.8043030418732
"4238","Lake TN","urban.delta",7.07294831762676
"4239","Lake TN","urban.delta",-20.3193923473267
"4240","Lake TN","urban.delta",27.4073265751426
"4241","Lake TN","urban.delta",21.5404554652426
"4242","Lake TN","urban.delta",-53.059183546637
"4243","Lake TN","urban.delta",28.5075159411663
"4244","Lake TN","urban.delta",1.3819614011765
"4245","Lake TN","urban.delta",-17.605880345562
"4246","Lake TN","urban.delta",24.2216642547789
"4247","Lake TN","urban.delta",64.8531036731636
"4248","Lake TN","urban.delta",12.0954820007648
"4249","Lake TN","urban.delta",-9.51521192652884
"4250","Lake TN","urban.delta",-9.43706366346478
"4251","Lake TN","urban.delta",0.762867829445042
"4252","Lake TN","urban.delta",15.9966570455616
"4253","Lake TN","urban.delta",6.86863730763561
"4254","Lake TN","urban.delta",-1.27415184251808
"4255","Lake TN","urban.delta",22.370174217852
"4256","Lake TN","urban.delta",9.04203341861835
"4257","Lake TN","urban.delta",-9.40550977345113
"4258","Lake TN","urban.delta",-16.0694815018743
"4259","Lake TN","urban.delta",15.1416093791709
"4260","Lake TN","urban.delta",38.157177254262
"4261","Lake TN","urban.delta",18.5471802750772
"4262","Lake TN","urban.delta",-37.4820292243108
"4263","Lake TN","urban.delta",-13.1457315613243
"4264","Lake TN","urban.delta",-12.2618039066783
"4265","Lake TN","urban.delta",3.43123821016567
"4266","Lake TN","urban.delta",9.96198300313271
"4267","Lake TN","urban.delta",31.0236925764392
"4268","Lake TN","urban.delta",-3.70024454018871
"4269","Lake TN","urban.delta",-11.2699356111027
"4270","Lake TN","urban.delta",-8.74721669014446
"4271","Lake TN","urban.delta",30.8791434919729
"4272","Lake TN","urban.delta",2.4518958472755
"4273","Lake TN","urban.delta",3.09201735660087
"4274","Lake TN","urban.delta",31.7006785172547
"4275","Lake TN","urban.delta",7.79088061114116
"4276","Lake TN","urban.delta",0.433971551868977
"4277","Lake TN","urban.delta",11.1879860584237
"4278","Lake TN","urban.delta",32.9571167967013
"4279","Lake TN","urban.delta",47.7751979701295
"4280","Lake TN","urban.delta",3.24486447895949
"4281","Lake TN","urban.delta",56.1583811206712
"4282","Lake TN","urban.delta",-2.46404744372088
"4283","Lake TN","urban.delta",16.3426446403519
"4284","Lake TN","urban.delta",24.6759887703105
"4285","Lake TN","urban.delta",-47.634941208598
"4286","Lake TN","urban.delta",40.8293103347479
"4287","Lake TN","urban.delta",1.176347523753
"4288","Lake TN","urban.delta",24.0763893558599
"4289","Lake TN","urban.delta",28.0363402339496
"4290","Lake TN","urban.delta",9.31894875296081
"4291","Lake TN","urban.delta",6.91137544178484
"4292","Lake TN","urban.delta",25.1024895245099
"4293","Lake TN","urban.delta",3.87719046879863
"4294","Lake TN","urban.delta",22.6345477220779
"4295","Lake TN","urban.delta",6.70091681154614
"4296","Lake TN","urban.delta",5.40376585508616
"4297","Lake TN","urban.delta",7.70127689299918
"4298","Lake TN","urban.delta",-3.16890704240545
"4299","Lake TN","urban.delta",27.283497034251
"4300","Lake TN","urban.delta",33.1036531777309
"4301","Lake TN","urban.delta",20.6246293226406
"4302","Lake TN","urban.delta",-1.23381622920815
"4303","Lake TN","urban.delta",15.8995303946902
"4304","Lake TN","urban.delta",5.91150816577285
"4305","Lake TN","urban.delta",25.4406776961827
"4306","Lake TN","urban.delta",-7.08639805278591
"4307","Lake TN","urban.delta",14.2377458360948
"4308","Lake TN","urban.delta",-37.775664537448
"4309","Lake TN","urban.delta",26.099178181495
"4310","Lake TN","urban.delta",28.9251372955497
"4311","Lake TN","urban.delta",6.51700395516067
"4312","Lake TN","urban.delta",3.75923342720618
"4313","Lake TN","urban.delta",9.03740439659128
"4314","Lake TN","urban.delta",7.74804116516394
"4315","Lake TN","urban.delta",17.6536733083477
"4316","Lake TN","urban.delta",7.5362749762997
"4317","Lake TN","urban.delta",9.8861204264836
"4318","Lake TN","urban.delta",-27.1461702652663
"4319","Lake TN","urban.delta",17.5233419186741
"4320","Lake TN","urban.delta",49.237466774413
"4321","Lake TN","urban.delta",-6.85430322952284
"4322","Lake TN","urban.delta",9.08473076395338
"4323","Lake TN","urban.delta",-18.4595388083416
"4324","Lake TN","urban.delta",1.95485620393717
"4325","Lake TN","urban.delta",40.0045381600248
"4326","Lake TN","urban.delta",26.5994698442102
"4327","Lake TN","urban.delta",7.9756309098889
"4328","Lake TN","urban.delta",34.1375554924225
"4329","Lake TN","urban.delta",34.2031066382234
"4330","Lake TN","urban.delta",-21.175413745855
"4331","Lake TN","urban.delta",28.3162733402618
"4332","Lake TN","urban.delta",-4.93533329739672
"4333","Lake TN","urban.delta",74.507355094763
"4334","Lake TN","urban.delta",15.9518620759058
"4335","Lake TN","urban.delta",30.5192019424454
"4336","Lake TN","urban.delta",33.827943208441
"4337","Lake TN","urban.delta",10.2141339918847
"4338","Lake TN","urban.delta",22.2189839855454
"4339","Lake TN","urban.delta",12.3449695385057
"4340","Lake TN","urban.delta",-31.2150988136641
"4341","Lake TN","urban.delta",-0.694079016419305
"4342","Lake TN","urban.delta",13.3578324965825
"4343","Lake TN","urban.delta",2.10163795583356
"4344","Lake TN","urban.delta",-1.47132008019679
"4345","Lake TN","urban.delta",24.8629211340083
"4346","Lake TN","urban.delta",49.031541494074
"4347","Lake TN","urban.delta",39.572528229754
"4348","Lake TN","urban.delta",14.4061798797245
"4349","Lake TN","urban.delta",25.3216619281578
"4350","Lake TN","urban.delta",-15.0325314142866
"4351","Lake TN","urban.delta",0.243643143590191
"4352","Lake TN","urban.delta",32.3971212042289
"4353","Lake TN","urban.delta",-32.6721838636365
"4354","Lake TN","urban.delta",32.0479914326549
"4355","Lake TN","urban.delta",65.6236264156231
"4356","Lake TN","urban.delta",-10.8058874802446
"4357","Lake TN","urban.delta",33.5309142668765
"4358","Lake TN","urban.delta",27.1794487146243
"4359","Lake TN","urban.delta",65.7777823370109
"4360","Lake TN","urban.delta",-16.1526789292855
"4361","Lake TN","urban.delta",3.28252187088018
"4362","Lake TN","urban.delta",-9.7994774076367
"4363","Lake TN","urban.delta",18.1459182090143
"4364","Lake TN","urban.delta",38.0539067640184
"4365","Lake TN","urban.delta",25.4930714377364
"4366","Lake TN","urban.delta",73.2469874756719
"4367","Lake TN","urban.delta",33.5653544965959
"4368","Lake TN","urban.delta",12.9814583090142
"4369","Lake TN","urban.delta",42.7220523753342
"4370","Lake TN","urban.delta",44.71850283743
"4371","Lake TN","urban.delta",49.475536545844
"4372","Lake TN","urban.delta",41.706200946051
"4373","Lake TN","urban.delta",-0.761583050667163
"4374","Lake TN","urban.delta",10.9154145026609
"4375","Lake TN","urban.delta",29.049011282538
"4376","Lake TN","urban.delta",18.0779592566323
"4377","Lake TN","urban.delta",75.3342499479293
"4378","Lake TN","urban.delta",7.7965017233232
"4379","Lake TN","urban.delta",0.258082193266207
"4380","Lake TN","urban.delta",-13.5751675527864
"4381","Lake TN","urban.delta",13.7020890147138
"4382","Lake TN","urban.delta",-11.1752019662489
"4383","Lake TN","urban.delta",-44.8642388339217
"4384","Lake TN","urban.delta",-8.90683064318268
"4385","Lake TN","urban.delta",13.3737404181464
"4386","Lake TN","urban.delta",13.1351656542119
"4387","Lake TN","urban.delta",-6.01627367876171
"4388","Lake TN","urban.delta",2.98781024681861
"4389","Lake TN","urban.delta",21.7522903751158
"4390","Lake TN","urban.delta",1.73953969655077
"4391","Lake TN","urban.delta",5.58452158929789
"4392","Lake TN","urban.delta",5.69967697466299
"4393","Lake TN","urban.delta",34.8313616069991
"4394","Lake TN","urban.delta",-26.5076597210919
"4395","Lake TN","urban.delta",3.48835116017223
"4396","Lake TN","urban.delta",41.9310874073467
"4397","Lake TN","urban.delta",19.8326089930428
"4398","Lake TN","urban.delta",-8.54501382944428
"4399","Lake TN","urban.delta",-25.8784197356239
"4400","Lake TN","urban.delta",-8.33421778823871
"4401","Lake TN","urban.delta",1.41063348040089
"4402","Lake TN","urban.delta",3.50727437586554
"4403","Lake TN","urban.delta",6.61088076461687
"4404","Lake TN","urban.delta",18.2562380994711
"4405","Lake TN","urban.delta",2.71201419076744
"4406","Lake TN","urban.delta",9.86725833484927
"4407","Lake TN","urban.delta",28.3620591465326
"4408","Lake TN","urban.delta",19.4136521528656
"4409","Lake TN","urban.delta",32.5752750109445
"4410","Lake TN","urban.delta",5.53340395034009
"4411","Lake TN","urban.delta",20.3256622362019
"4412","Lake TN","urban.delta",-26.5394331524761
"4413","Lake TN","urban.delta",20.8767215382832
"4414","Lake TN","urban.delta",29.7750730524925
"4415","Lake TN","urban.delta",6.22797626463481
"4416","Lake TN","urban.delta",-40.1906558021132
"4417","Lake TN","urban.delta",-23.5908753833319
"4418","Lake TN","urban.delta",-11.9406624106511
"4419","Lake TN","urban.delta",14.6712236015205
"4420","Lake TN","urban.delta",11.6758163221272
"4421","Lake TN","urban.delta",30.1785548386231
"4422","Lake TN","urban.delta",37.7020555992039
"4423","Lake TN","urban.delta",-12.6314414918096
"4424","Lake TN","urban.delta",22.5990993905006
"4425","Lake TN","urban.delta",27.6131301879952
"4426","Lake TN","urban.delta",-11.8708755404876
"4427","Lake TN","urban.delta",22.6144562109273
"4428","Lake TN","urban.delta",17.5760746524725
"4429","Lake TN","urban.delta",-25.164502982647
"4430","Lake TN","urban.delta",23.2112420079482
"4431","Lake TN","urban.delta",-7.76636797121145
"4432","Lake TN","urban.delta",-17.5789401755119
"4433","Lake TN","urban.delta",-25.3574239079168
"4434","Lake TN","urban.delta",20.3956276512155
"4435","Lake TN","urban.delta",-0.875265954722934
"4436","Lake TN","urban.delta",-25.0850052864535
"4437","Lake TN","urban.delta",-42.3741182061358
"4438","Lake TN","urban.delta",27.5950074089584
"4439","Lake TN","urban.delta",14.7906854201158
"4440","Lake TN","urban.delta",17.2002947991175
"4441","Lake TN","urban.delta",58.8096747365089
"4442","Lake TN","urban.delta",15.7190453449806
"4443","Lake TN","urban.delta",40.9241636339174
"4444","Lake TN","urban.delta",34.6234268988756
"4445","Lake TN","urban.delta",47.8236183235805
"4446","Lake TN","urban.delta",-10.2234244860396
"4447","Lake TN","urban.delta",8.18364643235257
"4448","Lake TN","urban.delta",-6.47668290785234
"4449","Lake TN","urban.delta",40.0361448877358
"4450","Lake TN","urban.delta",45.1756682907854
"4451","Lake TN","urban.delta",20.1207282079445
"4452","Lake TN","urban.delta",41.6121433651643
"4453","Lake TN","urban.delta",-5.3326323560509
"4454","Lake TN","urban.delta",14.5780896284719
"4455","Lake TN","urban.delta",44.3479089444043
"4456","Lake TN","urban.delta",-3.87597819607419
"4457","Lake TN","urban.delta",10.9241781934579
"4458","Lake TN","urban.delta",30.3900595326584
"4459","Lake TN","urban.delta",6.87040440945179
"4460","Lake TN","urban.delta",2.58011877357577
"4461","Lake TN","urban.delta",22.1205062243958
"4462","Lake TN","urban.delta",4.37677755370187
"4463","Lake TN","urban.delta",7.68595915168811
"4464","Lake TN","urban.delta",9.19664874008896
"4465","Lake TN","urban.delta",7.5321071001399
"4466","Lake TN","urban.delta",9.12291534390377
"4467","Lake TN","urban.delta",1.36936154437413
"4468","Lake TN","urban.delta",-1.61460572506049
"4469","Lake TN","urban.delta",-5.83974687334248
"4470","Lake TN","urban.delta",24.690908481927
"4471","Lake TN","urban.delta",-22.543876983075
"4472","Lake TN","urban.delta",39.6149178722257
"4473","Lake TN","urban.delta",12.7367937492412
"4474","Lake TN","urban.delta",-7.81334403639428
"4475","Lake TN","urban.delta",-2.59495323297913
"4476","Lake TN","urban.delta",1.51995083127618
"4477","Lake TN","urban.delta",-5.49061505794123
