"date","state","tn","tn.flag","tn.qa.flag","tp","tp.flag","tp.qa.flag","site.type","lat","lon","siteID","weight"
2007-09-18,"CA",40,NA,NA,3,NA,NA,"PROB_Lake",39.1122501,-120.4416484,"NLA06608-0201",24.8022361
2007-08-02,"AL",239,NA,NA,1,NA,NA,"PROB_Lake",34.0063327,-87.31609868,"NLA06608-0203",3.1297178
2007-09-12,"OK",1355,NA,NA,125,NA,NA,"PROB_Lake",35.4359245,-99.24197456,"NLA06608-0204",9.3464996
2007-07-18,"GA",384,NA,NA,14,NA,NA,"PROB_Lake",32.6030125,-84.81807605,"NLA06608-0207",402.5352728
2007-09-05,"GA",419,NA,NA,18,NA,NA,"PROB_Lake",32.6030125,-84.81807605,"NLA06608-0207",402.5352728
2007-09-06,"AR",1687,NA,NA,162,NA,NA,"PROB_Lake",35.583845,-90.96329594,"NLA06608-0208",31.3730904
2007-07-19,"WA",205,NA,NA,4,NA,NA,"PROB_Lake",47.57601,-122.0836788,"NLA06608-0209",2.3370883
2007-09-27,"WA",201,NA,NA,6,NA,NA,"PROB_Lake",47.57601,-122.0836788,"NLA06608-0209",2.3370883
2007-08-07,"MN",1340,NA,NA,42,NA,NA,"PROB_Lake",47.4653421,-95.76982211,"NLA06608-0211",105.454706
2007-07-12,"IN",88,NA,NA,8,NA,NA,"PROB_Lake",39.0276686,-86.46847503,"NLA06608-0212",2.4514264
2007-08-22,"MN",1463,NA,NA,83,NA,NA,"PROB_Lake",45.2593824,-94.96441345,"NLA06608-0215",5.660085
2007-07-06,"NE",1367,NA,NA,619,NA,NA,"PROB_Lake",40.3285507,-96.52877618,"NLA06608-0216",21.009679
2007-06-24,"NC",508,NA,NA,6,NA,NA,"PROB_Lake",36.1528831,-79.1460479,"NLA06608-0217",11.5648715
2007-08-01,"IN",1826,NA,NA,36,NA,NA,"PROB_Lake",41.4004365,-85.37102925,"NLA06608-0219",10.8311005
2007-08-02,"NE",22613,NA,NA,872,NA,NA,"PROB_Lake",42.5046548,-100.5303638,"NLA06608-0220",10.2333803
2007-06-28,"VA",594,NA,NA,38,NA,NA,"PROB_Lake",37.2991359,-76.82122952,"NLA06608-0221",55.9291268
2007-06-27,"ND",2008,NA,NA,114,NA,NA,"PROB_Lake",48.4068932,-102.9398075,"NLA06608-0222",54.0204397
2007-06-27,"GA",569,NA,NA,45,NA,NA,"PROB_Lake",33.58413,-84.20752986,"NLA06608-0223",46.4134289
2007-08-29,"GA",705,NA,NA,44,NA,NA,"PROB_Lake",33.58413,-84.20752986,"NLA06608-0223",46.4134289
2007-07-19,"MO",283,NA,NA,14,NA,NA,"PROB_Lake",37.6478366,-90.58984208,"NLA06608-0224",4.6633817
2007-09-23,"MO",385,NA,NA,7,NA,NA,"PROB_Lake",37.6478366,-90.58984208,"NLA06608-0224",4.6633817
2007-07-11,"MT",130,NA,NA,4,NA,NA,"PROB_Lake",47.4803998,-112.5389845,"NLA06608-0225",2.212647
2007-08-24,"MT",506,NA,NA,46,NA,NA,"PROB_Lake",47.4803998,-112.5389845,"NLA06608-0225",2.212647
2007-07-09,"NH",328,NA,NA,8,NA,NA,"PROB_Lake",43.1995256,-71.24740864,"NLA06608-0226",563.1166746
2007-06-26,"CO",408,NA,NA,25,NA,NA,"PROB_Lake",38.0621971,-103.6093941,"NLA06608-0228",3.3763008
