"","policy","nutreint_type","variable","value"
"5048","319","Lake TP","new_value",-0.00156719442686539
"5049","criteria","Lake TP","new_value",1.82249969699702
"5050","tmdl","Lake TP","new_value",-25.8180476728327
"5051","319","Lake TP","new_value",-0.000479996343787168
"5052","criteria","Lake TP","new_value",-0.477250452714798
"5053","tmdl","Lake TP","new_value",-2.30963261046258
"5054","319","Lake TP","new_value",0.00125697896396977
"5055","criteria","Lake TP","new_value",1.08994109071681
"5056","tmdl","Lake TP","new_value",-27.5257350206612
"5057","319","Lake TP","new_value",0.000394232209669667
"5058","criteria","Lake TP","new_value",1.08974984813348
"5059","tmdl","Lake TP","new_value",2.82053127687089
"5060","319","Lake TP","new_value",-0.00223444621096062
"5061","criteria","Lake TP","new_value",1.33707286928033
"5062","tmdl","Lake TP","new_value",-11.8599000778202
"5063","319","Lake TP","new_value",0.00107740026823999
"5064","criteria","Lake TP","new_value",2.71750337605353
"5065","tmdl","Lake TP","new_value",1.16408488313428
"5066","319","Lake TP","new_value",-0.00143542345270781
"5067","criteria","Lake TP","new_value",0.366369268802694
"5068","tmdl","Lake TP","new_value",0.140848849415941
"5069","319","Lake TP","new_value",-0.00114211396339665
"5070","criteria","Lake TP","new_value",1.1573968128377
"5071","tmdl","Lake TP","new_value",-10.3665790498162
"5072","319","Lake TP","new_value",-0.000940963166347981
"5073","criteria","Lake TP","new_value",-0.414240295638897
"5074","tmdl","Lake TP","new_value",-11.1620963450098
"5075","319","Lake TP","new_value",0.000872595507976889
"5076","criteria","Lake TP","new_value",1.76969691420166
"5077","tmdl","Lake TP","new_value",-9.31746896089711
"5078","319","Lake TP","new_value",-0.00137155428270747
"5079","criteria","Lake TP","new_value",2.56312671626289
"5080","tmdl","Lake TP","new_value",-23.90421278309
"5081","319","Lake TP","new_value",0.000289635027576563
"5082","criteria","Lake TP","new_value",4.24334355943063
"5083","tmdl","Lake TP","new_value",8.88672657814687
"5084","319","Lake TP","new_value",0.00190183009888394
"5085","criteria","Lake TP","new_value",-0.715945655538146
"5086","tmdl","Lake TP","new_value",-39.9166179510751
"5087","319","Lake TP","new_value",-0.00016595405019146
"5088","criteria","Lake TP","new_value",6.3801242949064
"5089","tmdl","Lake TP","new_value",1.70812212390314
"5090","319","Lake TP","new_value",-0.00213447691975876
"5091","criteria","Lake TP","new_value",1.87609793718355
"5092","tmdl","Lake TP","new_value",-16.5375737872332
"5093","319","Lake TP","new_value",-0.00109030882898121
"5094","criteria","Lake TP","new_value",2.34279887457928
"5095","tmdl","Lake TP","new_value",17.8659805902508
"5096","319","Lake TP","new_value",0.000330261731101787
"5097","criteria","Lake TP","new_value",4.12846033442711
"5098","tmdl","Lake TP","new_value",1.27235541328457
"5099","319","Lake TP","new_value",0.000456653997530844
"5100","criteria","Lake TP","new_value",-0.599616180096435
"5101","tmdl","Lake TP","new_value",18.0913943411707
"5102","319","Lake TP","new_value",-0.000735121755533572
"5103","criteria","Lake TP","new_value",0.720372865206144
"5104","tmdl","Lake TP","new_value",-3.59235020779584
"5105","319","Lake TP","new_value",-0.00243215017022311
"5106","criteria","Lake TP","new_value",0.646405469324273
"5107","tmdl","Lake TP","new_value",-8.53590678414028
"5108","319","Lake TP","new_value",-0.000607980889766417
"5109","criteria","Lake TP","new_value",1.66315378530987
"5110","tmdl","Lake TP","new_value",16.4718675186759
"5111","319","Lake TP","new_value",-0.00121429628937337
"5112","criteria","Lake TP","new_value",0.576491478136807
"5113","tmdl","Lake TP","new_value",-4.06775984082914
"5114","319","Lake TP","new_value",-0.00074073958679764
"5115","criteria","Lake TP","new_value",1.33229564453935
"5116","tmdl","Lake TP","new_value",10.40515539236
"5117","319","Lake TP","new_value",-9.87067443200211e-05
"5118","criteria","Lake TP","new_value",0.575429289722699
"5119","tmdl","Lake TP","new_value",-52.8780375951308
"5120","319","Lake TP","new_value",-0.00415888538294348
"5121","criteria","Lake TP","new_value",2.95102114755688
"5122","tmdl","Lake TP","new_value",2.35566286246272
"5123","319","Lake TP","new_value",-0.000268181247153425
"5124","criteria","Lake TP","new_value",-0.236434988774137
"5125","tmdl","Lake TP","new_value",-43.5929567425815
"5126","319","Lake TP","new_value",-0.00352826375974778
"5127","criteria","Lake TP","new_value",-0.673598393268563
"5128","tmdl","Lake TP","new_value",-17.079153847288
"5129","319","Lake TP","new_value",-0.00219381873035208
"5130","criteria","Lake TP","new_value",-1.36581963529329
"5131","tmdl","Lake TP","new_value",8.12076696758529
"5132","319","Lake TP","new_value",0.000195933922481929
"5133","criteria","Lake TP","new_value",-0.88718345800035
"5134","tmdl","Lake TP","new_value",-28.0088980208917
"5135","319","Lake TP","new_value",-0.000756797984395204
"5136","criteria","Lake TP","new_value",0.795098663530071
"5137","tmdl","Lake TP","new_value",-8.08575963864139
"5138","319","Lake TP","new_value",-0.00169740384984543
"5139","criteria","Lake TP","new_value",0.775601094746659
"5140","tmdl","Lake TP","new_value",-11.7304864811348
"5141","319","Lake TP","new_value",-0.000723126238219895
"5142","criteria","Lake TP","new_value",0.0607735801232772
"5143","tmdl","Lake TP","new_value",5.18344504066592
"5144","319","Lake TP","new_value",0.000279770308527035
"5145","criteria","Lake TP","new_value",1.26205148286033
"5146","tmdl","Lake TP","new_value",-18.0257428636356
"5147","319","Lake TP","new_value",0.000998489158713299
"5148","criteria","Lake TP","new_value",1.48938094708974
"5149","tmdl","Lake TP","new_value",2.22262317790719
"5150","319","Lake TP","new_value",0.000988503499221292
"5151","criteria","Lake TP","new_value",-0.297533801926416
"5152","tmdl","Lake TP","new_value",15.7693105622221
"5153","319","Lake TP","new_value",-0.00412002296424069
"5154","criteria","Lake TP","new_value",2.49814132911856
"5155","tmdl","Lake TP","new_value",-4.2936707823766
"5156","319","Lake TP","new_value",-0.000642012096032807
"5157","criteria","Lake TP","new_value",1.82275594517552
"5158","tmdl","Lake TP","new_value",0.101948385479298
"5159","319","Lake TP","new_value",-0.00159949201760768
"5160","criteria","Lake TP","new_value",-0.926579640777907
"5161","tmdl","Lake TP","new_value",-9.13841575385615
"5162","319","Lake TP","new_value",-0.0016714882174707
"5163","criteria","Lake TP","new_value",1.67738091488448
"5164","tmdl","Lake TP","new_value",-16.4232297755189
"5165","319","Lake TP","new_value",-0.00197366087237855
"5166","criteria","Lake TP","new_value",1.91899730259229
"5167","tmdl","Lake TP","new_value",-15.8235848922548
"5168","319","Lake TP","new_value",-0.00298380842486361
"5169","criteria","Lake TP","new_value",2.70424553574367
"5170","tmdl","Lake TP","new_value",-10.4590801415042
"5171","319","Lake TP","new_value",6.30921027051717e-05
"5172","criteria","Lake TP","new_value",0.868514274696483
"5173","tmdl","Lake TP","new_value",-26.1215983518684
"5174","319","Lake TP","new_value",-0.00194420613396726
"5175","criteria","Lake TP","new_value",3.1199181822038
"5176","tmdl","Lake TP","new_value",-11.0581579809453
"5177","319","Lake TP","new_value",-0.00225520028086417
"5178","criteria","Lake TP","new_value",2.26185912050065
"5179","tmdl","Lake TP","new_value",-33.9870967362007
"5180","319","Lake TP","new_value",-0.000829963550991119
"5181","criteria","Lake TP","new_value",1.8607917519711
"5182","tmdl","Lake TP","new_value",8.15794394039104
"5183","319","Lake TP","new_value",-0.000412792274558688
"5184","criteria","Lake TP","new_value",3.8224186692583
"5185","tmdl","Lake TP","new_value",6.13861390192514
"5186","319","Lake TP","new_value",0.00154168441311535
"5187","criteria","Lake TP","new_value",-1.18680919957573
"5188","tmdl","Lake TP","new_value",-7.40690874147607
"5189","319","Lake TP","new_value",2.42210599491076e-05
"5190","criteria","Lake TP","new_value",0.49865898782842
"5191","tmdl","Lake TP","new_value",2.78547455837662
"5192","319","Lake TP","new_value",0.000753632926403277
"5193","criteria","Lake TP","new_value",-0.145303214549893
"5194","tmdl","Lake TP","new_value",-21.269961134076
"5195","319","Lake TP","new_value",0.00111848746768097
"5196","criteria","Lake TP","new_value",3.20357055626166
"5197","tmdl","Lake TP","new_value",-25.5678558607118
"5198","319","Lake TP","new_value",-0.000350881123839356
"5199","criteria","Lake TP","new_value",0.407822378731838
"5200","tmdl","Lake TP","new_value",-19.2571382497433
"5201","319","Lake TP","new_value",-0.00363260062111697
"5202","criteria","Lake TP","new_value",3.17004622086906
"5203","tmdl","Lake TP","new_value",-22.8901586694755
"5204","319","Lake TP","new_value",-0.00255724622964349
"5205","criteria","Lake TP","new_value",2.96827084699483
"5206","tmdl","Lake TP","new_value",-0.220134629071246
"5207","319","Lake TP","new_value",-0.000109146247648073
"5208","criteria","Lake TP","new_value",2.42839179482634
"5209","tmdl","Lake TP","new_value",-6.22653487381117
"5210","319","Lake TP","new_value",-0.00225714004018489
"5211","criteria","Lake TP","new_value",1.69791614239206
"5212","tmdl","Lake TP","new_value",-9.27436772200929
"5213","319","Lake TP","new_value",-0.000427675432708265
"5214","criteria","Lake TP","new_value",2.31150096497071
"5215","tmdl","Lake TP","new_value",9.89097290857871
"5216","319","Lake TP","new_value",0.000467546404999886
"5217","criteria","Lake TP","new_value",-1.18462143447393
"5218","tmdl","Lake TP","new_value",-7.14139328568248
"5219","319","Lake TP","new_value",-0.00052606683683116
"5220","criteria","Lake TP","new_value",2.15723688498584
"5221","tmdl","Lake TP","new_value",-6.93805959300158
"5222","319","Lake TP","new_value",-0.00144664497309832
"5223","criteria","Lake TP","new_value",0.314911282564909
"5224","tmdl","Lake TP","new_value",-5.57489214047693
"5225","319","Lake TP","new_value",0.000427739648836196
"5226","criteria","Lake TP","new_value",1.14963434098761
"5227","tmdl","Lake TP","new_value",-21.3515352163608
"5228","319","Lake TP","new_value",0.000716657407775932
"5229","criteria","Lake TP","new_value",-0.969134443943066
"5230","tmdl","Lake TP","new_value",14.3419196484294
"5231","319","Lake TP","new_value",-0.00171413797912689
"5232","criteria","Lake TP","new_value",1.28925895669925
"5233","tmdl","Lake TP","new_value",-26.5294436843961
"5234","319","Lake TP","new_value",-0.00136429326126421
"5235","criteria","Lake TP","new_value",0.447139544269193
"5236","tmdl","Lake TP","new_value",17.2454133035317
"5237","319","Lake TP","new_value",-0.000180343021965015
"5238","criteria","Lake TP","new_value",0.96582797837059
"5239","tmdl","Lake TP","new_value",-32.8974554548409
"5240","319","Lake TP","new_value",0.00130718741781239
"5241","criteria","Lake TP","new_value",-0.0603289997365376
"5242","tmdl","Lake TP","new_value",6.82200900307754
"5243","319","Lake TP","new_value",0.00036071806397076
"5244","criteria","Lake TP","new_value",0.881484543236342
"5245","tmdl","Lake TP","new_value",24.1925713593322
"5246","319","Lake TP","new_value",-0.00230889881090461
"5247","criteria","Lake TP","new_value",-0.458346917965099
"5248","tmdl","Lake TP","new_value",15.908603034394
"5249","319","Lake TP","new_value",-0.000886491626151245
"5250","criteria","Lake TP","new_value",1.28459596251084
"5251","tmdl","Lake TP","new_value",12.7426278503514
"5252","319","Lake TP","new_value",0.000502092140985505
"5253","criteria","Lake TP","new_value",3.63547081417084
"5254","tmdl","Lake TP","new_value",12.3352856633018
"5255","319","Lake TP","new_value",0.000825146549340828
"5256","criteria","Lake TP","new_value",0.663450362199609
"5257","tmdl","Lake TP","new_value",-7.36636631270344
"5258","319","Lake TP","new_value",-8.06934582847563e-05
"5259","criteria","Lake TP","new_value",1.01709805473393
"5260","tmdl","Lake TP","new_value",-6.68232037209056
"5261","319","Lake TP","new_value",-0.00111061004699196
"5262","criteria","Lake TP","new_value",-0.83080251120286
"5263","tmdl","Lake TP","new_value",2.16322739239248
"5264","319","Lake TP","new_value",-0.00129638568274754
"5265","criteria","Lake TP","new_value",-0.385404912965485
"5266","tmdl","Lake TP","new_value",10.4079663798161
"5267","319","Lake TP","new_value",-0.00297641323144165
"5268","criteria","Lake TP","new_value",-0.413682393380837
"5269","tmdl","Lake TP","new_value",-24.7044818987593
"5270","319","Lake TP","new_value",0.000197873874274075
"5271","criteria","Lake TP","new_value",1.16086712290012
"5272","tmdl","Lake TP","new_value",11.9023071538245
"5273","319","Lake TP","new_value",-0.00160544359646907
"5274","criteria","Lake TP","new_value",-0.2305379508963
"5275","tmdl","Lake TP","new_value",-20.2826723305056
"5276","319","Lake TP","new_value",-0.00237368938535291
"5277","criteria","Lake TP","new_value",1.03673038035031
"5278","tmdl","Lake TP","new_value",-8.82787512173986
"5279","319","Lake TP","new_value",-9.76162393091951e-05
"5280","criteria","Lake TP","new_value",1.25019352640684
"5281","tmdl","Lake TP","new_value",-11.0709388793817
"5282","319","Lake TP","new_value",-0.000376345436181018
"5283","criteria","Lake TP","new_value",3.40993682783113
"5284","tmdl","Lake TP","new_value",19.8328835807434
"5285","319","Lake TP","new_value",-0.000632536849638348
"5286","criteria","Lake TP","new_value",1.05765827861507
"5287","tmdl","Lake TP","new_value",20.3170213330653
"5288","319","Lake TP","new_value",-0.000166725762629238
"5289","criteria","Lake TP","new_value",4.13820021780258
"5290","tmdl","Lake TP","new_value",3.31756520871077
"5291","319","Lake TP","new_value",-0.00080556140264719
"5292","criteria","Lake TP","new_value",3.21439634210517
"5293","tmdl","Lake TP","new_value",-3.61168018133442
"5294","319","Lake TP","new_value",0.00184963512323176
"5295","criteria","Lake TP","new_value",0.239413453781039
"5296","tmdl","Lake TP","new_value",-1.73602687666903
"5297","319","Lake TP","new_value",-0.00264336827410547
"5298","criteria","Lake TP","new_value",0.484574184733331
"5299","tmdl","Lake TP","new_value",-10.6990498019757
"5300","319","Lake TP","new_value",-0.00575192378370499
"5301","criteria","Lake TP","new_value",2.14698493201519
"5302","tmdl","Lake TP","new_value",-36.9917231033731
"5303","319","Lake TP","new_value",-0.00175680438738645
"5304","criteria","Lake TP","new_value",1.05931770217853
"5305","tmdl","Lake TP","new_value",-0.663999991613388
"5306","319","Lake TP","new_value",-0.00108152220885214
"5307","criteria","Lake TP","new_value",0.327379094515416
"5308","tmdl","Lake TP","new_value",1.98991754990634
"5309","319","Lake TP","new_value",-0.000198522603197886
"5310","criteria","Lake TP","new_value",2.0402182083247
"5311","tmdl","Lake TP","new_value",2.18981710785198
"5312","319","Lake TP","new_value",-0.000515752240303347
"5313","criteria","Lake TP","new_value",-0.169520286822582
"5314","tmdl","Lake TP","new_value",-17.2036450611138
"5315","319","Lake TP","new_value",-0.000683382864409284
"5316","criteria","Lake TP","new_value",4.1179171030607
"5317","tmdl","Lake TP","new_value",2.66620945302898
"5318","319","Lake TP","new_value",-0.000478809881584837
"5319","criteria","Lake TP","new_value",-0.451852691680484
"5320","tmdl","Lake TP","new_value",7.55351018737897
"5321","319","Lake TP","new_value",-5.44397104370419e-05
"5322","criteria","Lake TP","new_value",0.201946259545553
"5323","tmdl","Lake TP","new_value",-11.463787961421
"5324","319","Lake TP","new_value",-0.00196696451710061
"5325","criteria","Lake TP","new_value",0.187251425021666
"5326","tmdl","Lake TP","new_value",13.5438966495481
"5327","319","Lake TP","new_value",-0.001814572640976
"5328","criteria","Lake TP","new_value",4.01755923713979
"5329","tmdl","Lake TP","new_value",-0.951516508995412
"5330","319","Lake TP","new_value",-0.00122596692418652
"5331","criteria","Lake TP","new_value",-0.636133942185984
"5332","tmdl","Lake TP","new_value",11.573070007948
"5333","319","Lake TP","new_value",0.00117349695130923
"5334","criteria","Lake TP","new_value",1.60810683784968
"5335","tmdl","Lake TP","new_value",-8.00399656925155
"5336","319","Lake TP","new_value",-0.00084221408487185
"5337","criteria","Lake TP","new_value",2.45456784243204
"5338","tmdl","Lake TP","new_value",0.293852104219019
"5339","319","Lake TP","new_value",-0.000212485588545853
"5340","criteria","Lake TP","new_value",0.42571801514328
"5341","tmdl","Lake TP","new_value",-6.04610781024023
"5342","319","Lake TP","new_value",0.000208859118180169
"5343","criteria","Lake TP","new_value",0.954720052833705
"5344","tmdl","Lake TP","new_value",-4.08840650309822
"5345","319","Lake TP","new_value",-0.000378333913616499
"5346","criteria","Lake TP","new_value",-0.237496080058759
"5347","tmdl","Lake TP","new_value",10.8471697401624
"5348","319","Lake TP","new_value",-0.00064544435852221
"5349","criteria","Lake TP","new_value",2.03724831781515
"5350","tmdl","Lake TP","new_value",-12.4064491631453
"5351","319","Lake TP","new_value",-0.0020850801025022
"5352","criteria","Lake TP","new_value",2.31860026784989
"5353","tmdl","Lake TP","new_value",6.77384449420453
"5354","319","Lake TP","new_value",-0.00108895036777504
"5355","criteria","Lake TP","new_value",0.620300099032525
"5356","tmdl","Lake TP","new_value",1.42218920777654
"5357","319","Lake TP","new_value",-0.00024353620199936
"5358","criteria","Lake TP","new_value",2.69220040525959
"5359","tmdl","Lake TP","new_value",-28.1198556621332
"5360","319","Lake TP","new_value",-0.00279029692490611
"5361","criteria","Lake TP","new_value",2.43351712575647
"5362","tmdl","Lake TP","new_value",-1.29931880020469
"5363","319","Lake TP","new_value",-0.000654175785747503
"5364","criteria","Lake TP","new_value",0.773007504217109
"5365","tmdl","Lake TP","new_value",7.36553122589833
"5366","319","Lake TP","new_value",0.00135837759301072
"5367","criteria","Lake TP","new_value",0.736865780425732
"5368","tmdl","Lake TP","new_value",-22.4449345314335
"5369","319","Lake TP","new_value",-0.000288655811570146
"5370","criteria","Lake TP","new_value",2.39230773868318
"5371","tmdl","Lake TP","new_value",-2.14430837339335
"5372","319","Lake TP","new_value",-0.000792053353778721
"5373","criteria","Lake TP","new_value",-1.58249115085059
"5374","tmdl","Lake TP","new_value",14.9675831462932
"5375","319","Lake TP","new_value",-0.000430970115429515
"5376","criteria","Lake TP","new_value",-0.702251580214191
"5377","tmdl","Lake TP","new_value",-9.82929663035991
"5378","319","Lake TP","new_value",-0.000171867052338965
"5379","criteria","Lake TP","new_value",0.88553071984408
"5380","tmdl","Lake TP","new_value",1.87115135430214
"5381","319","Lake TP","new_value",-0.00364481203369173
"5382","criteria","Lake TP","new_value",1.36509257071831
"5383","tmdl","Lake TP","new_value",6.12305132266822
"5384","319","Lake TP","new_value",-0.000736115256521566
"5385","criteria","Lake TP","new_value",0.783498198366748
"5386","tmdl","Lake TP","new_value",12.9763262442627
"5387","319","Lake TP","new_value",-0.000799614417475483
"5388","criteria","Lake TP","new_value",1.86444147882702
"5389","tmdl","Lake TP","new_value",-20.3138580235021
"5390","319","Lake TP","new_value",0.0003678274814251
"5391","criteria","Lake TP","new_value",2.61372076604245
"5392","tmdl","Lake TP","new_value",-3.50719402690702
"5393","319","Lake TP","new_value",-7.11991761931023e-05
"5394","criteria","Lake TP","new_value",0.444376660950576
"5395","tmdl","Lake TP","new_value",7.24041568733776
"5396","319","Lake TP","new_value",-0.000997821758388804
"5397","criteria","Lake TP","new_value",0.958630954888712
"5398","tmdl","Lake TP","new_value",-1.41207537261585
"5399","319","Lake TP","new_value",-0.000195928266749035
"5400","criteria","Lake TP","new_value",0.830076855441861
"5401","tmdl","Lake TP","new_value",-6.08217984018289
"5402","319","Lake TP","new_value",0.00137109418023392
"5403","criteria","Lake TP","new_value",4.54483942164391
"5404","tmdl","Lake TP","new_value",6.53950933358628
"5405","319","Lake TP","new_value",-0.000669052720382111
"5406","criteria","Lake TP","new_value",3.59218096193124
"5407","tmdl","Lake TP","new_value",1.84698808425608
"5408","319","Lake TP","new_value",-0.00148073121074946
"5409","criteria","Lake TP","new_value",1.98173801543064
"5410","tmdl","Lake TP","new_value",-4.66113232108425
"5411","319","Lake TP","new_value",-0.000562071492201416
"5412","criteria","Lake TP","new_value",2.38088774800448
"5413","tmdl","Lake TP","new_value",-12.2106814998987
"5414","319","Lake TP","new_value",-0.000958144391987252
"5415","criteria","Lake TP","new_value",-0.371794463050225
"5416","tmdl","Lake TP","new_value",-4.52111758235129
"5417","319","Lake TP","new_value",4.39586527698847e-05
"5418","criteria","Lake TP","new_value",1.17791181569665
"5419","tmdl","Lake TP","new_value",-6.448480880624
"5420","319","Lake TP","new_value",-0.000659159443335408
"5421","criteria","Lake TP","new_value",1.13523852865951
"5422","tmdl","Lake TP","new_value",-15.26066590759
"5423","319","Lake TP","new_value",-0.000778957589945615
"5424","criteria","Lake TP","new_value",-1.24262120595817
"5425","tmdl","Lake TP","new_value",16.7383032189247
"5426","319","Lake TP","new_value",-0.000369124532008543
"5427","criteria","Lake TP","new_value",1.00633113652385
"5428","tmdl","Lake TP","new_value",-7.38320241212263
"5429","319","Lake TP","new_value",-0.00306774912615488
"5430","criteria","Lake TP","new_value",-0.217369023858409
"5431","tmdl","Lake TP","new_value",-12.0732178097688
"5432","319","Lake TP","new_value",-0.0024522697721739
"5433","criteria","Lake TP","new_value",0.976453399445168
"5434","tmdl","Lake TP","new_value",-4.99222543506267
"5435","319","Lake TP","new_value",0.00184674662070882
"5436","criteria","Lake TP","new_value",1.13525225658637
"5437","tmdl","Lake TP","new_value",12.1341170205215
"5438","319","Lake TP","new_value",-0.00230506783500552
"5439","criteria","Lake TP","new_value",2.96857650037991
"5440","tmdl","Lake TP","new_value",-2.91336332094381
"5441","319","Lake TP","new_value",-0.00146316421858348
"5442","criteria","Lake TP","new_value",0.688861351959014
"5443","tmdl","Lake TP","new_value",-4.52876816068521
"5444","319","Lake TP","new_value",0.000633105689822475
"5445","criteria","Lake TP","new_value",1.45413927163292
"5446","tmdl","Lake TP","new_value",-5.15558325782042
"5447","319","Lake TP","new_value",-0.00113934593448798
"5448","criteria","Lake TP","new_value",0.213137080770345
"5449","tmdl","Lake TP","new_value",-14.4148965508872
"5450","319","Lake TP","new_value",-0.00105071689398244
"5451","criteria","Lake TP","new_value",1.02632897033837
"5452","tmdl","Lake TP","new_value",2.20940993060263
"5453","319","Lake TP","new_value",-0.00189636184392585
"5454","criteria","Lake TP","new_value",-0.160375245634595
"5455","tmdl","Lake TP","new_value",-22.5367785911166
"5456","319","Lake TP","new_value",-0.00242566241420027
"5457","criteria","Lake TP","new_value",2.87456251905129
"5458","tmdl","Lake TP","new_value",-6.44810532842502
"5459","319","Lake TP","new_value",-0.000248375203329246
"5460","criteria","Lake TP","new_value",2.05059097918686
"5461","tmdl","Lake TP","new_value",-8.10754436790527
"5462","319","Lake TP","new_value",0.000169592949398284
"5463","criteria","Lake TP","new_value",2.47928475517274
"5464","tmdl","Lake TP","new_value",-7.65776524080163
"5465","319","Lake TP","new_value",-0.00331182943063958
"5466","criteria","Lake TP","new_value",3.97699944960516
"5467","tmdl","Lake TP","new_value",9.13907726441099
"5468","319","Lake TP","new_value",0.00103309784864736
"5469","criteria","Lake TP","new_value",-0.617341688851827
"5470","tmdl","Lake TP","new_value",12.5052485547389
"5471","319","Lake TP","new_value",0.000654005441774756
"5472","criteria","Lake TP","new_value",-1.4538237671654
"5473","tmdl","Lake TP","new_value",-23.0165053739142
"5474","319","Lake TP","new_value",-0.000307662525718581
"5475","criteria","Lake TP","new_value",0.687909005312104
"5476","tmdl","Lake TP","new_value",1.98821081250161
"5477","319","Lake TP","new_value",-0.000759498671554818
"5478","criteria","Lake TP","new_value",-0.219928473982872
"5479","tmdl","Lake TP","new_value",7.3966541812308
"5480","319","Lake TP","new_value",-0.00022226223434285
"5481","criteria","Lake TP","new_value",-0.658135834298307
"5482","tmdl","Lake TP","new_value",12.0505967793794
"5483","319","Lake TP","new_value",0.000538942976160445
"5484","criteria","Lake TP","new_value",0.769080816018948
"5485","tmdl","Lake TP","new_value",-1.82464294538573
"5486","319","Lake TP","new_value",-0.000796796823559563
"5487","criteria","Lake TP","new_value",-0.976771855022894
"5488","tmdl","Lake TP","new_value",-22.4688505206767
"5489","319","Lake TP","new_value",-0.00275818445143234
"5490","criteria","Lake TP","new_value",7.15597614736207
"5491","tmdl","Lake TP","new_value",17.9670416464428
"5492","319","Lake TP","new_value",-0.000790416543846885
"5493","criteria","Lake TP","new_value",-0.112789010354577
"5494","tmdl","Lake TP","new_value",-1.70155380130831
"5495","319","Lake TP","new_value",-0.00412905547315652
"5496","criteria","Lake TP","new_value",1.45614665422118
"5497","tmdl","Lake TP","new_value",-12.4993908339266
"5498","319","Lake TP","new_value",-0.0030341720174398
"5499","criteria","Lake TP","new_value",2.55663323901062
"5500","tmdl","Lake TP","new_value",5.25348973175907
"5501","319","Lake TP","new_value",0.000644649622613106
"5502","criteria","Lake TP","new_value",0.225074810651587
"5503","tmdl","Lake TP","new_value",-8.70303515699087
"5504","319","Lake TP","new_value",-0.000736498586385616
"5505","criteria","Lake TP","new_value",0.440514501568574
"5506","tmdl","Lake TP","new_value",-16.1045695770482
"5507","319","Lake TP","new_value",-0.000628225196152943
"5508","criteria","Lake TP","new_value",1.99941357754072
"5509","tmdl","Lake TP","new_value",-6.99572763745512
"5510","319","Lake TP","new_value",0.000733126027918736
"5511","criteria","Lake TP","new_value",1.47978509186188
"5512","tmdl","Lake TP","new_value",1.78806645126467
"5513","319","Lake TP","new_value",0.000767445879313821
"5514","criteria","Lake TP","new_value",-0.85740695779736
"5515","tmdl","Lake TP","new_value",-7.46653160476777
"5516","319","Lake TP","new_value",-0.000939776531303252
"5517","criteria","Lake TP","new_value",0.682579510930749
"5518","tmdl","Lake TP","new_value",-4.8520393049383
"5519","319","Lake TP","new_value",-0.00329345101054862
"5520","criteria","Lake TP","new_value",4.59713650206707
"5521","tmdl","Lake TP","new_value",5.86134290530244
"5522","319","Lake TP","new_value",-0.000936751578978238
"5523","criteria","Lake TP","new_value",2.84280774029024
"5524","tmdl","Lake TP","new_value",2.12474732111553
"5525","319","Lake TP","new_value",-0.000754585369872975
"5526","criteria","Lake TP","new_value",-1.06509489529588
"5527","tmdl","Lake TP","new_value",-23.9959057180397
"5528","319","Lake TP","new_value",-0.000138328638813007
"5529","criteria","Lake TP","new_value",0.176720514424252
"5530","tmdl","Lake TP","new_value",-30.7677319251822
"5531","319","Lake TP","new_value",-9.21571276672585e-05
"5532","criteria","Lake TP","new_value",1.61671802057723
"5533","tmdl","Lake TP","new_value",-5.29623991075838
"5534","319","Lake TP","new_value",-0.00113601633213751
"5535","criteria","Lake TP","new_value",0.916960096528524
"5536","tmdl","Lake TP","new_value",-18.1217817309833
"5537","319","Lake TP","new_value",-0.0013687100193346
"5538","criteria","Lake TP","new_value",1.37414754882821
"5539","tmdl","Lake TP","new_value",-11.2455559060123
"5540","319","Lake TP","new_value",-0.00037511974047869
"5541","criteria","Lake TP","new_value",3.24963666172775
"5542","tmdl","Lake TP","new_value",4.40730695011969
"5543","319","Lake TP","new_value",-2.60492415157912e-05
"5544","criteria","Lake TP","new_value",1.38386716984949
"5545","tmdl","Lake TP","new_value",27.0318319033896
"5546","319","Lake TP","new_value",-0.000693849721195453
"5547","criteria","Lake TP","new_value",0.896205951972868
"5548","tmdl","Lake TP","new_value",8.22937139122151
"5549","319","Lake TP","new_value",-0.00151395153557698
"5550","criteria","Lake TP","new_value",0.130472218900695
"5551","tmdl","Lake TP","new_value",0.286778685651136
"5552","319","Lake TP","new_value",0.00104286778009468
"5553","criteria","Lake TP","new_value",-0.0779889452123415
"5554","tmdl","Lake TP","new_value",-18.2891893909908
"5555","319","Lake TP","new_value",0.000338686840166946
"5556","criteria","Lake TP","new_value",0.466032401349085
"5557","tmdl","Lake TP","new_value",-5.10718299663223
"5558","319","Lake TP","new_value",-0.00279259389692139
"5559","criteria","Lake TP","new_value",1.04323968777504
"5560","tmdl","Lake TP","new_value",4.35116459248785
"5561","319","Lake TP","new_value",-0.000560518313219071
"5562","criteria","Lake TP","new_value",1.26432152484417
"5563","tmdl","Lake TP","new_value",-12.685765175883
"5564","319","Lake TP","new_value",-0.00230066492035809
"5565","criteria","Lake TP","new_value",1.07725277962744
"5566","tmdl","Lake TP","new_value",25.3903270113783
"5567","319","Lake TP","new_value",-0.000465881658335167
"5568","criteria","Lake TP","new_value",-1.17126991845598
"5569","tmdl","Lake TP","new_value",10.6518684068667
"5570","319","Lake TP","new_value",-0.00211411846731904
"5571","criteria","Lake TP","new_value",1.2241050982171
"5572","tmdl","Lake TP","new_value",-20.9862154090965
"5573","319","Lake TP","new_value",-0.00153166280760829
