"","policy","nutreint_type","variable","value"
"7306","tmdl","Stream TN","new_value",-102.854977305974
"7307","319","Stream TN","new_value",-0.00987142548937841
"7308","criteria","Stream TN","new_value",-9.39185751802498
"7309","tmdl","Stream TN","new_value",-92.2973827321521
"7310","319","Stream TN","new_value",-0.00676709364506235
"7311","criteria","Stream TN","new_value",-0.928094979646435
"7312","tmdl","Stream TN","new_value",-64.8796380491719
"7313","319","Stream TN","new_value",0.00148877614413342
"7314","criteria","Stream TN","new_value",-0.773335349335686
"7315","tmdl","Stream TN","new_value",38.6130772617864
"7316","319","Stream TN","new_value",-0.00778364022733951
"7317","criteria","Stream TN","new_value",5.26619018487619
"7318","tmdl","Stream TN","new_value",96.8881002710629
"7319","319","Stream TN","new_value",0.00262661329528152
"7320","criteria","Stream TN","new_value",-0.517593960070611
"7321","tmdl","Stream TN","new_value",164.701627936055
"7322","319","Stream TN","new_value",0.0167803964482315
"7323","criteria","Stream TN","new_value",-14.4152158353746
"7324","tmdl","Stream TN","new_value",48.1943723006428
"7325","319","Stream TN","new_value",0.0178847501730485
"7326","criteria","Stream TN","new_value",-2.1806239948577
"7327","tmdl","Stream TN","new_value",9.43020608803442
"7328","319","Stream TN","new_value",-0.00605020857403921
"7329","criteria","Stream TN","new_value",-4.24686061731393
"7330","tmdl","Stream TN","new_value",-9.03904012508365
"7331","319","Stream TN","new_value",-0.00158264709438707
"7332","criteria","Stream TN","new_value",-2.61528157201699
"7333","tmdl","Stream TN","new_value",-59.7445361983277
"7334","319","Stream TN","new_value",-0.00676134902629374
"7335","criteria","Stream TN","new_value",1.1310552952089
"7336","tmdl","Stream TN","new_value",-100.491862501789
"7337","319","Stream TN","new_value",0.0126779580397941
"7338","criteria","Stream TN","new_value",8.3097983478777
"7339","tmdl","Stream TN","new_value",20.4191318285745
"7340","319","Stream TN","new_value",-0.00177698075874946
"7341","criteria","Stream TN","new_value",-1.15548579225055
"7342","tmdl","Stream TN","new_value",-83.8293884227109
"7343","319","Stream TN","new_value",0.00675299454997499
"7344","criteria","Stream TN","new_value",4.32229769214021
"7345","tmdl","Stream TN","new_value",77.4315077075212
"7346","319","Stream TN","new_value",0.0147247751761095
"7347","criteria","Stream TN","new_value",-2.40199399436928
"7348","tmdl","Stream TN","new_value",-3.77395900667741
"7349","319","Stream TN","new_value",-0.00504849271108519
"7350","criteria","Stream TN","new_value",-2.59772949322383
"7351","tmdl","Stream TN","new_value",65.6442732126101
"7352","319","Stream TN","new_value",0.00505420636919613
"7353","criteria","Stream TN","new_value",-3.9931532865604
"7354","tmdl","Stream TN","new_value",-56.8670967918438
"7355","319","Stream TN","new_value",0.0018545819818766
"7356","criteria","Stream TN","new_value",4.0178757500983
"7357","tmdl","Stream TN","new_value",-39.8691982457315
"7358","319","Stream TN","new_value",0.00749587372585811
"7359","criteria","Stream TN","new_value",-0.971526937712699
"7360","tmdl","Stream TN","new_value",5.44465194694351
"7361","319","Stream TN","new_value",0.0226199432959842
"7362","criteria","Stream TN","new_value",5.32344371907031
"7363","tmdl","Stream TN","new_value",-54.8685785914384
"7364","319","Stream TN","new_value",-0.000561385096407265
"7365","criteria","Stream TN","new_value",6.64858330771045
"7366","tmdl","Stream TN","new_value",13.2878808202446
"7367","319","Stream TN","new_value",0.00479725865632584
"7368","criteria","Stream TN","new_value",-6.14087581127996
"7369","tmdl","Stream TN","new_value",0.123438661018664
"7370","319","Stream TN","new_value",-0.00631796185574177
"7371","criteria","Stream TN","new_value",-1.13562835263507
"7372","tmdl","Stream TN","new_value",-77.3105096253281
"7373","319","Stream TN","new_value",-0.000711049305703793
"7374","criteria","Stream TN","new_value",-1.67682394801808
"7375","tmdl","Stream TN","new_value",-185.294628665449
"7376","319","Stream TN","new_value",-0.000850919263299327
"7377","criteria","Stream TN","new_value",-4.09842302614927
"7378","tmdl","Stream TN","new_value",186.04962571149
"7379","319","Stream TN","new_value",-0.000432286431311221
"7380","criteria","Stream TN","new_value",-12.7697702649658
"7381","tmdl","Stream TN","new_value",24.448160277012
"7382","319","Stream TN","new_value",-0.00232898401610912
"7383","criteria","Stream TN","new_value",-1.69406646423481
"7384","tmdl","Stream TN","new_value",-15.1490290329837
"7385","319","Stream TN","new_value",0.00185195216304512
"7386","criteria","Stream TN","new_value",-0.224683514031213
"7387","tmdl","Stream TN","new_value",58.1458887313865
"7388","319","Stream TN","new_value",0.0086573884906452
"7389","criteria","Stream TN","new_value",8.11383844223461
"7390","tmdl","Stream TN","new_value",-98.8790453112128
"7391","319","Stream TN","new_value",0.00312206825730975
"7392","criteria","Stream TN","new_value",0.030191567668032
"7393","tmdl","Stream TN","new_value",13.0713136648073
"7394","319","Stream TN","new_value",0.0271375425741461
"7395","criteria","Stream TN","new_value",-8.78811835330405
"7396","tmdl","Stream TN","new_value",8.80009180646162
"7397","319","Stream TN","new_value",0.00427745932915102
"7398","criteria","Stream TN","new_value",-4.70754635038928
"7399","tmdl","Stream TN","new_value",12.5110075953956
"7400","319","Stream TN","new_value",-0.0057381473276261
"7401","criteria","Stream TN","new_value",1.56097853077483
"7402","tmdl","Stream TN","new_value",2.01125234404078
"7403","319","Stream TN","new_value",-0.00665789243028742
"7404","criteria","Stream TN","new_value",-7.86040780043763
"7405","tmdl","Stream TN","new_value",-78.83639828579
"7406","319","Stream TN","new_value",-0.00475039297397745
"7407","criteria","Stream TN","new_value",-1.05411560202889
"7408","tmdl","Stream TN","new_value",43.5186686113542
"7409","319","Stream TN","new_value",0.00987109362236797
"7410","criteria","Stream TN","new_value",-3.95135421965474
"7411","tmdl","Stream TN","new_value",38.844024010737
"7412","319","Stream TN","new_value",0.00619164246718823
"7413","criteria","Stream TN","new_value",-2.39758619673761
"7414","tmdl","Stream TN","new_value",66.6249821875182
"7415","319","Stream TN","new_value",-0.00222614569827387
"7416","criteria","Stream TN","new_value",2.60143965676371
"7417","tmdl","Stream TN","new_value",4.06758876910009
"7418","319","Stream TN","new_value",0.000139173439852291
"7419","criteria","Stream TN","new_value",-7.74217046737274
"7420","tmdl","Stream TN","new_value",31.8142568857765
"7421","319","Stream TN","new_value",0.010558495936095
"7422","criteria","Stream TN","new_value",-6.43648174399328
"7423","tmdl","Stream TN","new_value",-41.0838191879547
"7424","319","Stream TN","new_value",0.00788982270272547
"7425","criteria","Stream TN","new_value",1.1662222783587
"7426","tmdl","Stream TN","new_value",79.3778661582192
"7427","319","Stream TN","new_value",0.0270939842142695
"7428","criteria","Stream TN","new_value",-0.93566594213527
"7429","tmdl","Stream TN","new_value",-34.1573487139268
"7430","319","Stream TN","new_value",-0.00666310883368143
"7431","criteria","Stream TN","new_value",-3.79218670894048
"7432","tmdl","Stream TN","new_value",-0.18023146254637
"7433","319","Stream TN","new_value",-0.000243550869165829
"7434","criteria","Stream TN","new_value",2.7179364987537
"7435","tmdl","Stream TN","new_value",205.379787491783
"7436","319","Stream TN","new_value",0.0226975436861407
"7437","criteria","Stream TN","new_value",-12.5326522561589
"7438","tmdl","Stream TN","new_value",-104.449679591511
"7439","319","Stream TN","new_value",0.0103284992536525
"7440","criteria","Stream TN","new_value",0.74231162820682
"7441","tmdl","Stream TN","new_value",23.7353516352916
"7442","319","Stream TN","new_value",0.0180230708333559
"7443","criteria","Stream TN","new_value",-10.5724764574383
"7444","tmdl","Stream TN","new_value",-102.63806657934
"7445","319","Stream TN","new_value",0.0170125169024884
"7446","criteria","Stream TN","new_value",-17.8509414253291
"7447","tmdl","Stream TN","new_value",77.7814495666134
"7448","319","Stream TN","new_value",0.0030743208897106
"7449","criteria","Stream TN","new_value",-4.89882288420076
"7450","tmdl","Stream TN","new_value",80.5042167926125
"7451","319","Stream TN","new_value",0.00158489647988586
"7452","criteria","Stream TN","new_value",-0.913523958523548
"7453","tmdl","Stream TN","new_value",-27.3792022384936
"7454","319","Stream TN","new_value",4.47754374392798e-05
"7455","criteria","Stream TN","new_value",-2.05371997305179
"7456","tmdl","Stream TN","new_value",-63.6012486437787
"7457","319","Stream TN","new_value",-0.0269530461195232
"7458","criteria","Stream TN","new_value",-3.90769355915676
"7459","tmdl","Stream TN","new_value",-14.1040808578933
"7460","319","Stream TN","new_value",0.0239635962541134
"7461","criteria","Stream TN","new_value",-3.74227333897495
"7462","tmdl","Stream TN","new_value",10.0886189493458
"7463","319","Stream TN","new_value",0.00688013045590542
"7464","criteria","Stream TN","new_value",-7.42162577648323
"7465","tmdl","Stream TN","new_value",35.0037720874845
"7466","319","Stream TN","new_value",0.0134252024298943
"7467","criteria","Stream TN","new_value",1.66945037756545
"7468","tmdl","Stream TN","new_value",-54.3903676573888
"7469","319","Stream TN","new_value",0.0138888176382113
"7470","criteria","Stream TN","new_value",0.577731161898602
"7471","tmdl","Stream TN","new_value",16.9301512144459
"7472","319","Stream TN","new_value",-0.00597848971414362
"7473","criteria","Stream TN","new_value",-4.6216355697542
"7474","tmdl","Stream TN","new_value",1.5199465590528
"7475","319","Stream TN","new_value",0.00452066899393885
"7476","criteria","Stream TN","new_value",1.10412755480189
"7477","tmdl","Stream TN","new_value",94.2841318194496
"7478","319","Stream TN","new_value",0.0161148579301282
"7479","criteria","Stream TN","new_value",-0.798592827298076
"7480","tmdl","Stream TN","new_value",44.8728924136714
"7481","319","Stream TN","new_value",0.0054045709321063
"7482","criteria","Stream TN","new_value",-2.62751857547423
"7483","tmdl","Stream TN","new_value",-72.2392991243074
"7484","319","Stream TN","new_value",0.0107600821576251
"7485","criteria","Stream TN","new_value",-0.882840704819256
"7486","tmdl","Stream TN","new_value",-2.31321453528538
"7487","319","Stream TN","new_value",0.00365558652503351
"7488","criteria","Stream TN","new_value",-7.33845328058755
"7489","tmdl","Stream TN","new_value",47.0529742853991
"7490","319","Stream TN","new_value",-0.00479201317848624
"7491","criteria","Stream TN","new_value",-3.38356311580136
"7492","tmdl","Stream TN","new_value",23.5366444288195
"7493","319","Stream TN","new_value",0.00577792425120937
"7494","criteria","Stream TN","new_value",-5.07375861324744
"7495","tmdl","Stream TN","new_value",-80.7090302971153
"7496","319","Stream TN","new_value",-0.00838446286725474
"7497","criteria","Stream TN","new_value",-9.16849858114288
"7498","tmdl","Stream TN","new_value",14.0269573221996
"7499","319","Stream TN","new_value",0.0113368235454063
"7500","criteria","Stream TN","new_value",7.54629852118853
"7501","tmdl","Stream TN","new_value",-28.7125869673136
"7502","319","Stream TN","new_value",0.00123558801980273
"7503","criteria","Stream TN","new_value",1.03264676051505
"7504","tmdl","Stream TN","new_value",-179.080147653598
"7505","319","Stream TN","new_value",-0.00151991200140197
"7506","criteria","Stream TN","new_value",-7.37303432331984
"7507","tmdl","Stream TN","new_value",123.714559252167
"7508","319","Stream TN","new_value",0.00446723662967959
"7509","criteria","Stream TN","new_value",4.86959934808555
"7510","tmdl","Stream TN","new_value",-15.2280379258398
"7511","319","Stream TN","new_value",-0.0116380497938126
"7512","criteria","Stream TN","new_value",1.46065443786147
"7513","tmdl","Stream TN","new_value",-32.1535376556121
"7514","319","Stream TN","new_value",0.00565643263582704
"7515","criteria","Stream TN","new_value",-4.72984211154652
"7516","tmdl","Stream TN","new_value",141.927676202206
"7517","319","Stream TN","new_value",0.0369867108774088
"7518","criteria","Stream TN","new_value",-16.7363864064851
"7519","tmdl","Stream TN","new_value",80.0497404832528
"7520","319","Stream TN","new_value",0.0163196509913073
"7521","criteria","Stream TN","new_value",-11.139537643469
"7522","tmdl","Stream TN","new_value",134.69352362403
"7523","319","Stream TN","new_value",0.00263026272994852
"7524","criteria","Stream TN","new_value",-5.49266437830103
"7525","tmdl","Stream TN","new_value",-51.5817265700121
"7526","319","Stream TN","new_value",-0.00245179576372232
"7527","criteria","Stream TN","new_value",-1.32156571582748
"7528","tmdl","Stream TN","new_value",-8.73342834348679
"7529","319","Stream TN","new_value",-0.00865823461643821
"7530","criteria","Stream TN","new_value",8.39324852804044
"7531","tmdl","Stream TN","new_value",-6.63243594129373
"7532","319","Stream TN","new_value",0.00960727561708153
"7533","criteria","Stream TN","new_value",0.165225783952655
"7534","tmdl","Stream TN","new_value",-0.169344400190738
"7535","319","Stream TN","new_value",0.00913273548421606
"7536","criteria","Stream TN","new_value",-3.33993017205112
"7537","tmdl","Stream TN","new_value",-7.45897874802267
"7538","319","Stream TN","new_value",0.000213742315019984
"7539","criteria","Stream TN","new_value",-1.89945368175828
"7540","tmdl","Stream TN","new_value",6.04928134511985
"7541","319","Stream TN","new_value",0.0111658233639221
"7542","criteria","Stream TN","new_value",-0.643148833862434
"7543","tmdl","Stream TN","new_value",-69.4963893576823
"7544","319","Stream TN","new_value",0.0122797588091034
"7545","criteria","Stream TN","new_value",-0.538320364803713
"7546","tmdl","Stream TN","new_value",-41.1096723511681
"7547","319","Stream TN","new_value",0.0129438506718782
"7548","criteria","Stream TN","new_value",8.67591859017964
"7549","tmdl","Stream TN","new_value",-72.8248035749607
"7550","319","Stream TN","new_value",0.0109893622335254
"7551","criteria","Stream TN","new_value",0.733195714070491
"7552","tmdl","Stream TN","new_value",-144.928106587888
"7553","319","Stream TN","new_value",-0.00715359185056422
"7554","criteria","Stream TN","new_value",4.31741578044821
"7555","tmdl","Stream TN","new_value",7.72693560098838
"7556","319","Stream TN","new_value",-0.000839947093081972
"7557","criteria","Stream TN","new_value",5.78298892810592
"7558","tmdl","Stream TN","new_value",143.984819171687
"7559","319","Stream TN","new_value",-0.00299229055264041
"7560","criteria","Stream TN","new_value",2.0744755945879
"7561","tmdl","Stream TN","new_value",41.8201163681889
"7562","319","Stream TN","new_value",0.00926914057426183
"7563","criteria","Stream TN","new_value",-2.30557497923664
"7564","tmdl","Stream TN","new_value",8.41473086581818
"7565","319","Stream TN","new_value",-0.00611896394637061
"7566","criteria","Stream TN","new_value",8.34575182810033
"7567","tmdl","Stream TN","new_value",15.7821232482093
"7568","319","Stream TN","new_value",0.00283332741605461
"7569","criteria","Stream TN","new_value",-7.45397291955816
"7570","tmdl","Stream TN","new_value",36.2733408814979
"7571","319","Stream TN","new_value",-0.00385858583881845
"7572","criteria","Stream TN","new_value",-5.63240952676031
"7573","tmdl","Stream TN","new_value",-38.3441109213994
"7574","319","Stream TN","new_value",-0.00278924420108453
"7575","criteria","Stream TN","new_value",0.628380874442223
"7576","tmdl","Stream TN","new_value",71.5861244109111
"7577","319","Stream TN","new_value",-0.00401671358896884
"7578","criteria","Stream TN","new_value",-7.68336701064566
"7579","tmdl","Stream TN","new_value",78.7079846344005
"7580","319","Stream TN","new_value",0.00514538077152966
"7581","criteria","Stream TN","new_value",-7.3460901512441
"7582","tmdl","Stream TN","new_value",-68.0302509151707
"7583","319","Stream TN","new_value",-0.000600019353901771
"7584","criteria","Stream TN","new_value",1.41017218606062
"7585","tmdl","Stream TN","new_value",-18.7531158203428
"7586","319","Stream TN","new_value",-0.00279330149574686
"7587","criteria","Stream TN","new_value",0.783206277950621
"7588","tmdl","Stream TN","new_value",-9.36207441128436
"7589","319","Stream TN","new_value",-0.00884498669140279
"7590","criteria","Stream TN","new_value",-4.24589673497313
"7591","tmdl","Stream TN","new_value",78.3117852776473
"7592","319","Stream TN","new_value",0.00511400846085998
"7593","criteria","Stream TN","new_value",-4.80139254591729
"7594","tmdl","Stream TN","new_value",-38.9204200022499
"7595","319","Stream TN","new_value",-0.000783594920360337
"7596","criteria","Stream TN","new_value",-4.09542505423182
"7597","tmdl","Stream TN","new_value",204.299188781722
"7598","319","Stream TN","new_value",0.0124138922347538
"7599","criteria","Stream TN","new_value",-4.87522102016411
"7600","tmdl","Stream TN","new_value",-24.2492826205878
"7601","319","Stream TN","new_value",0.000465126455947533
"7602","criteria","Stream TN","new_value",-1.34700543260927
"7603","tmdl","Stream TN","new_value",-17.7093238355771
"7604","319","Stream TN","new_value",0.0014484323195267
"7605","criteria","Stream TN","new_value",1.28715163869422
"7606","tmdl","Stream TN","new_value",-1.67218884086818
"7607","319","Stream TN","new_value",-0.00623334428305694
"7608","criteria","Stream TN","new_value",-1.61678406589911
"7609","tmdl","Stream TN","new_value",9.48815147534768
"7610","319","Stream TN","new_value",0.00371909073003941
"7611","criteria","Stream TN","new_value",-3.64260752344894
"7612","tmdl","Stream TN","new_value",-11.4395523785316
"7613","319","Stream TN","new_value",-0.0101477659148572
"7614","criteria","Stream TN","new_value",1.32241081448126
"7615","tmdl","Stream TN","new_value",-151.851849022717
"7616","319","Stream TN","new_value",-0.00680891241515617
"7617","criteria","Stream TN","new_value",-1.80679592847216
"7618","tmdl","Stream TN","new_value",-8.04185599959856
"7619","319","Stream TN","new_value",0.00612409153023339
"7620","criteria","Stream TN","new_value",-3.97377427459227
"7621","tmdl","Stream TN","new_value",-21.9403395638623
"7622","319","Stream TN","new_value",-0.00265324686275251
"7623","criteria","Stream TN","new_value",1.61103528563699
"7624","tmdl","Stream TN","new_value",-4.22153955792411
"7625","319","Stream TN","new_value",0.0145490410744626
"7626","criteria","Stream TN","new_value",1.82366411652726
"7627","tmdl","Stream TN","new_value",79.3068302287999
"7628","319","Stream TN","new_value",-0.0070823362946106
"7629","criteria","Stream TN","new_value",-4.83935401504842
"7630","tmdl","Stream TN","new_value",-11.3445532860307
"7631","319","Stream TN","new_value",0.000364722683498822
"7632","criteria","Stream TN","new_value",-1.59854428336502
"7633","tmdl","Stream TN","new_value",-142.67741234194
"7634","319","Stream TN","new_value",-0.0103963758615418
"7635","criteria","Stream TN","new_value",-2.60787109102983
"7636","tmdl","Stream TN","new_value",13.5885074168445
"7637","319","Stream TN","new_value",0.00287465096781331
"7638","criteria","Stream TN","new_value",-8.80086105058186
"7639","tmdl","Stream TN","new_value",131.122974488008
"7640","319","Stream TN","new_value",0.0108275504325463
"7641","criteria","Stream TN","new_value",-0.825496934794821
"7642","tmdl","Stream TN","new_value",-210.004553976616
"7643","319","Stream TN","new_value",0.0067717181783088
"7644","criteria","Stream TN","new_value",-4.06219853318007
"7645","tmdl","Stream TN","new_value",-151.022281668952
"7646","319","Stream TN","new_value",-0.0206676899569231
"7647","criteria","Stream TN","new_value",-13.1331056006074
"7648","tmdl","Stream TN","new_value",-96.787942670783
"7649","319","Stream TN","new_value",0.00348385110278213
"7650","criteria","Stream TN","new_value",-2.64417457429402
"7651","tmdl","Stream TN","new_value",14.8021170983927
"7652","319","Stream TN","new_value",-0.0117299653422132
"7653","criteria","Stream TN","new_value",1.35323636315504
"7654","tmdl","Stream TN","new_value",14.1272790540448
"7655","319","Stream TN","new_value",0.000184971924094587
"7656","criteria","Stream TN","new_value",2.53919569809838
"7657","tmdl","Stream TN","new_value",-80.2282020472776
"7658","319","Stream TN","new_value",0.0083261589994486
"7659","criteria","Stream TN","new_value",-13.2741229204316
"7660","tmdl","Stream TN","new_value",-4.88842403064235
"7661","319","Stream TN","new_value",0.00145925980787655
"7662","criteria","Stream TN","new_value",-6.3289957912679
"7663","tmdl","Stream TN","new_value",-152.942564864141
"7664","319","Stream TN","new_value",-0.00543234535348587
"7665","criteria","Stream TN","new_value",2.73269843269548
"7666","tmdl","Stream TN","new_value",-33.9933861505729
"7667","319","Stream TN","new_value",-0.011085395492163
"7668","criteria","Stream TN","new_value",-11.0055422582238
"7669","tmdl","Stream TN","new_value",34.7080034167161
"7670","319","Stream TN","new_value",0.0104077854483323
"7671","criteria","Stream TN","new_value",-2.10621672172008
"7672","tmdl","Stream TN","new_value",-88.1907260326699
"7673","319","Stream TN","new_value",-0.01079602920625
"7674","criteria","Stream TN","new_value",-1.93480305635045
"7675","tmdl","Stream TN","new_value",32.3054270192011
"7676","319","Stream TN","new_value",0.00184551409191888
"7677","criteria","Stream TN","new_value",-0.508995762244403
"7678","tmdl","Stream TN","new_value",-3.42249996046684
"7679","319","Stream TN","new_value",0.00617740002088595
"7680","criteria","Stream TN","new_value",-5.48579404302315
"7681","tmdl","Stream TN","new_value",122.252815357285
"7682","319","Stream TN","new_value",0.000495744646410414
"7683","criteria","Stream TN","new_value",4.51717599045823
"7684","tmdl","Stream TN","new_value",453.708446671422
"7685","319","Stream TN","new_value",-0.011375739139662
"7686","criteria","Stream TN","new_value",-3.02738760650727
"7687","tmdl","Stream TN","new_value",58.932706777787
"7688","319","Stream TN","new_value",-0.00197857204671463
"7689","criteria","Stream TN","new_value",-2.94537207480544
"7690","tmdl","Stream TN","new_value",-100.082281619351
"7691","319","Stream TN","new_value",0.00133126245094803
"7692","criteria","Stream TN","new_value",-10.5791337311601
"7693","tmdl","Stream TN","new_value",57.2099586511384
"7694","319","Stream TN","new_value",-0.000526209762627858
"7695","criteria","Stream TN","new_value",-2.83107859707463
"7696","tmdl","Stream TN","new_value",63.4187266415124
"7697","319","Stream TN","new_value",0.0104641709531564
"7698","criteria","Stream TN","new_value",1.42509359301227
"7699","tmdl","Stream TN","new_value",59.9324557233272
"7700","319","Stream TN","new_value",-0.0126552868110769
"7701","criteria","Stream TN","new_value",-0.00289997585075685
"7702","tmdl","Stream TN","new_value",17.9456820321178
"7703","319","Stream TN","new_value",-0.00236428300655203
"7704","criteria","Stream TN","new_value",2.38374763898581
"7705","tmdl","Stream TN","new_value",-3.58647731857374
"7706","319","Stream TN","new_value",0.00124259872514433
"7707","criteria","Stream TN","new_value",-6.16215298826358
"7708","tmdl","Stream TN","new_value",100.048478192855
"7709","319","Stream TN","new_value",-0.00866857074383313
"7710","criteria","Stream TN","new_value",-1.4175436005923
"7711","tmdl","Stream TN","new_value",-122.711746557796
"7712","319","Stream TN","new_value",0.0108656272833266
"7713","criteria","Stream TN","new_value",-6.40931305564097
"7714","tmdl","Stream TN","new_value",-250.770699785724
"7715","319","Stream TN","new_value",-0.016149060135859
"7716","criteria","Stream TN","new_value",0.726097517165935
"7717","tmdl","Stream TN","new_value",-8.64196836672983
"7718","319","Stream TN","new_value",-0.00317255939434111
"7719","criteria","Stream TN","new_value",1.3597836387562
"7720","tmdl","Stream TN","new_value",16.5940515824162
"7721","319","Stream TN","new_value",-0.0061893967379196
"7722","criteria","Stream TN","new_value",2.62735480956004
"7723","tmdl","Stream TN","new_value",-24.1208285152347
"7724","319","Stream TN","new_value",0.0016577598653064
"7725","criteria","Stream TN","new_value",-2.11973029139984
"7726","tmdl","Stream TN","new_value",-39.4824996799763
"7727","319","Stream TN","new_value",0.00709615866859548
"7728","criteria","Stream TN","new_value",-11.0569503930607
"7729","tmdl","Stream TN","new_value",6.37689723915396
"7730","319","Stream TN","new_value",-0.00767454905663758
"7731","criteria","Stream TN","new_value",-2.40535447209882
"7732","tmdl","Stream TN","new_value",36.2753215134509
"7733","319","Stream TN","new_value",-0.00241231870474899
"7734","criteria","Stream TN","new_value",2.15740716889803
"7735","tmdl","Stream TN","new_value",-6.58513815927088
"7736","319","Stream TN","new_value",0.000349522074932155
"7737","criteria","Stream TN","new_value",-6.73197788320417
"7738","tmdl","Stream TN","new_value",90.5488883416124
"7739","319","Stream TN","new_value",-0.0116390862073442
"7740","criteria","Stream TN","new_value",-14.8700731565916
"7741","tmdl","Stream TN","new_value",-30.6998971811467
"7742","319","Stream TN","new_value",0.00929624285651295
"7743","criteria","Stream TN","new_value",-11.9480349759963
"7744","tmdl","Stream TN","new_value",-38.0797621396741
"7745","319","Stream TN","new_value",-0.0181454971565203
"7746","criteria","Stream TN","new_value",21.3115991894135
"7747","tmdl","Stream TN","new_value",-66.2991365934344
"7748","319","Stream TN","new_value",-0.00693041355287346
"7749","criteria","Stream TN","new_value",-3.91107337513033
"7750","tmdl","Stream TN","new_value",92.0392638388724
"7751","319","Stream TN","new_value",0.00547890328136273
"7752","criteria","Stream TN","new_value",3.59955014373382
"7753","tmdl","Stream TN","new_value",-54.1514045208666
"7754","319","Stream TN","new_value",0.00248532892812389
"7755","criteria","Stream TN","new_value",-7.40190929406468
"7756","tmdl","Stream TN","new_value",-51.9077189225417
"7757","319","Stream TN","new_value",0.00252932489887503
"7758","criteria","Stream TN","new_value",-4.85622250645246
"7759","tmdl","Stream TN","new_value",137.126287526361
"7760","319","Stream TN","new_value",0.0162141517515895
"7761","criteria","Stream TN","new_value",7.32398330024108
"7762","tmdl","Stream TN","new_value",71.4679346087704
"7763","319","Stream TN","new_value",0.00364823226337982
"7764","criteria","Stream TN","new_value",-3.94769747391332
"7765","tmdl","Stream TN","new_value",-73.4632803987376
"7766","319","Stream TN","new_value",0.0126026587234652
"7767","criteria","Stream TN","new_value",1.40203127832327
"7768","tmdl","Stream TN","new_value",-64.8515729115772
"7769","319","Stream TN","new_value",-0.00361780112600866
"7770","criteria","Stream TN","new_value",-4.41246399266975
"7771","tmdl","Stream TN","new_value",94.8164197430103
"7772","319","Stream TN","new_value",0.00186225293644412
"7773","criteria","Stream TN","new_value",-7.35044791713271
"7774","tmdl","Stream TN","new_value",100.876016022557
"7775","319","Stream TN","new_value",0.0142284316962408
"7776","criteria","Stream TN","new_value",-4.76169217723613
"7777","tmdl","Stream TN","new_value",-0.2595466475591
"7778","319","Stream TN","new_value",0.0139939839060308
"7779","criteria","Stream TN","new_value",0.0512252964453199
"7780","tmdl","Stream TN","new_value",-63.4769068812915
"7781","319","Stream TN","new_value",0.00332653656033282
"7782","criteria","Stream TN","new_value",-14.719930470271
"7783","tmdl","Stream TN","new_value",-89.5134884359213
"7784","319","Stream TN","new_value",-0.000437197506862801
"7785","criteria","Stream TN","new_value",5.86015503030455
"7786","tmdl","Stream TN","new_value",69.5372663880878
"7787","319","Stream TN","new_value",0.0138461666069259
"7788","criteria","Stream TN","new_value",1.15927682621786
"7789","tmdl","Stream TN","new_value",-129.626606883059
"7790","319","Stream TN","new_value",-0.000909398798770821
"7791","criteria","Stream TN","new_value",3.57381824634471
"7792","tmdl","Stream TN","new_value",26.467826411502
"7793","319","Stream TN","new_value",0.0123832169861968
"7794","criteria","Stream TN","new_value",-11.1533182911649
"7795","tmdl","Stream TN","new_value",-46.7780998109643
"7796","319","Stream TN","new_value",0.00336750672342042
"7797","criteria","Stream TN","new_value",0.32619328560823
"7798","tmdl","Stream TN","new_value",10.9789910072975
"7799","319","Stream TN","new_value",0.00337474849751236
"7800","criteria","Stream TN","new_value",-10.3393514025452
"7801","tmdl","Stream TN","new_value",-17.7043673405822
"7802","319","Stream TN","new_value",0.00759424883776776
"7803","criteria","Stream TN","new_value",1.42104546582015
"7804","tmdl","Stream TN","new_value",-71.2336824644146
"7805","319","Stream TN","new_value",0.0177367246689143
"7806","criteria","Stream TN","new_value",-4.13944801429134
"7807","tmdl","Stream TN","new_value",4.39354771098367
"7808","319","Stream TN","new_value",-0.0155910958992591
"7809","criteria","Stream TN","new_value",-8.03349128830548
"7810","tmdl","Stream TN","new_value",36.0265091876863
"7811","319","Stream TN","new_value",-0.00285737036075703
"7812","criteria","Stream TN","new_value",-3.04664782619181
"7813","tmdl","Stream TN","new_value",145.170386998017
"7814","319","Stream TN","new_value",0.000108757545834384
"7815","criteria","Stream TN","new_value",-3.96819363165667
"7816","tmdl","Stream TN","new_value",-19.581343836578
"7817","319","Stream TN","new_value",9.56538253275379e-05
"7818","criteria","Stream TN","new_value",-1.64420836827339
"7819","tmdl","Stream TN","new_value",-42.2445556907329
"7820","319","Stream TN","new_value",0.000398175696204715
"7821","criteria","Stream TN","new_value",0.133933997554552
"7822","tmdl","Stream TN","new_value",166.640594546133
"7823","319","Stream TN","new_value",0.00740760165545189
"7824","criteria","Stream TN","new_value",1.28752047309372
"7825","tmdl","Stream TN","new_value",-34.0698317636433
"7826","319","Stream TN","new_value",-0.00295974881518923
"7827","criteria","Stream TN","new_value",-9.46796743614875
"7828","tmdl","Stream TN","new_value",-27.4551375810164
"7829","319","Stream TN","new_value",0.00879287242257137
"7830","criteria","Stream TN","new_value",-4.27781852876491
"7831","tmdl","Stream TN","new_value",-5.85410163079511
"7832","319","Stream TN","new_value",-0.010283204955738
"7833","criteria","Stream TN","new_value",-4.29716338933589
