"","policy","nutrient_type","variable","value"
"10030","tmdl","Stream TP","new_coef",0.0985970013777432
"10031","319","Stream TP","new_coef",-2.96584646583386
"10032","criteria","Stream TP","new_coef",-3.7396465038739
"10033","tmdl","Stream TP","new_coef",-1.68787041329249
"10034","319","Stream TP","new_coef",-1.7325945132206
"10035","criteria","Stream TP","new_coef",-1.76681597879632
"10036","tmdl","Stream TP","new_coef",-2.66855533852893
"10037","319","Stream TP","new_coef",1.14041443084701
"10038","criteria","Stream TP","new_coef",1.31668744352707
"10039","tmdl","Stream TP","new_coef",-0.361497109379717
"10040","319","Stream TP","new_coef",-2.46070373345862
"10041","criteria","Stream TP","new_coef",0.716218350237395
"10042","tmdl","Stream TP","new_coef",2.09538656839836
"10043","319","Stream TP","new_coef",0.659230714417856
"10044","criteria","Stream TP","new_coef",-1.92764532625613
"10045","tmdl","Stream TP","new_coef",-0.879515123837404
"10046","319","Stream TP","new_coef",1.38755427136627
"10047","criteria","Stream TP","new_coef",2.3318635550645
"10048","tmdl","Stream TP","new_coef",-0.342351028572095
"10049","319","Stream TP","new_coef",-0.865397692037254
"10050","criteria","Stream TP","new_coef",0.472443043044764
"10051","tmdl","Stream TP","new_coef",3.20731037413194
"10052","319","Stream TP","new_coef",2.35191016538926
"10053","criteria","Stream TP","new_coef",-0.981382197310541
"10054","tmdl","Stream TP","new_coef",0.439996163984768
"10055","319","Stream TP","new_coef",-0.855114694396072
"10056","criteria","Stream TP","new_coef",-2.0546833008316
"10057","tmdl","Stream TP","new_coef",-0.73951393960408
"10058","319","Stream TP","new_coef",-2.31387510139008
"10059","criteria","Stream TP","new_coef",0.249836457029503
"10060","tmdl","Stream TP","new_coef",-0.651101410082906
"10061","319","Stream TP","new_coef",0.401992769360975
"10062","criteria","Stream TP","new_coef",-0.382598941441062
"10063","tmdl","Stream TP","new_coef",-0.258582379468718
"10064","319","Stream TP","new_coef",-1.21569447923221
"10065","criteria","Stream TP","new_coef",0.498489740054699
"10066","tmdl","Stream TP","new_coef",1.44154527404284
"10067","319","Stream TP","new_coef",-2.35464351223597
"10068","criteria","Stream TP","new_coef",0.273360994477644
"10069","tmdl","Stream TP","new_coef",-3.86987398679172
"10070","319","Stream TP","new_coef",-2.80293653788029
"10071","criteria","Stream TP","new_coef",-1.28110413112255
"10072","tmdl","Stream TP","new_coef",-3.90635325340222
"10073","319","Stream TP","new_coef",1.77263215059069
"10074","criteria","Stream TP","new_coef",-4.35945777104814
"10075","tmdl","Stream TP","new_coef",-1.93741097536059
"10076","319","Stream TP","new_coef",-2.06275459469329
"10077","criteria","Stream TP","new_coef",-0.326698701848459
"10078","tmdl","Stream TP","new_coef",-2.01425020042703
"10079","319","Stream TP","new_coef",-1.71683135169878
"10080","criteria","Stream TP","new_coef",-0.347602662778329
"10081","tmdl","Stream TP","new_coef",1.31179436919655
"10082","319","Stream TP","new_coef",-1.548666546294
"10083","criteria","Stream TP","new_coef",-0.315369685446033
"10084","tmdl","Stream TP","new_coef",0.248431857122252
"10085","319","Stream TP","new_coef",-0.737595780838506
"10086","criteria","Stream TP","new_coef",-0.845113567527768
"10087","tmdl","Stream TP","new_coef",1.3959233397958
"10088","319","Stream TP","new_coef",-1.21378247035952
"10089","criteria","Stream TP","new_coef",0.483360709956811
"10090","tmdl","Stream TP","new_coef",-1.43767345897965
"10091","319","Stream TP","new_coef",-2.16741917837429
"10092","criteria","Stream TP","new_coef",-2.59456657988321
"10093","tmdl","Stream TP","new_coef",2.14644410735434
"10094","319","Stream TP","new_coef",-2.03947437056988
"10095","criteria","Stream TP","new_coef",-0.361134329611597
"10096","tmdl","Stream TP","new_coef",-4.27761992559111
"10097","319","Stream TP","new_coef",-2.33476167934608
"10098","criteria","Stream TP","new_coef",-1.09720358701931
"10099","tmdl","Stream TP","new_coef",-0.784097858956244
"10100","319","Stream TP","new_coef",-0.866725953500157
"10101","criteria","Stream TP","new_coef",-0.416121266407309
"10102","tmdl","Stream TP","new_coef",-1.34337425867396
"10103","319","Stream TP","new_coef",0.341873493294819
"10104","criteria","Stream TP","new_coef",0.385261950529587
"10105","tmdl","Stream TP","new_coef",-1.03661494062619
"10106","319","Stream TP","new_coef",-0.820105639214679
"10107","criteria","Stream TP","new_coef",-0.4590329895907
"10108","tmdl","Stream TP","new_coef",-2.49807932015059
"10109","319","Stream TP","new_coef",-1.4121087214242
"10110","criteria","Stream TP","new_coef",-3.77822365424942
"10111","tmdl","Stream TP","new_coef",-1.73220100308291
"10112","319","Stream TP","new_coef",-0.42995481074212
"10113","criteria","Stream TP","new_coef",-3.07535834312957
"10114","tmdl","Stream TP","new_coef",-2.16188667605902
"10115","319","Stream TP","new_coef",-1.55013072115685
"10116","criteria","Stream TP","new_coef",-1.5421152090273
"10117","tmdl","Stream TP","new_coef",0.0971467330687905
"10118","319","Stream TP","new_coef",-0.639106418042103
"10119","criteria","Stream TP","new_coef",-3.36733707157434
"10120","tmdl","Stream TP","new_coef",-1.35133196148417
"10121","319","Stream TP","new_coef",1.05378985264346
"10122","criteria","Stream TP","new_coef",0.867726964761685
"10123","tmdl","Stream TP","new_coef",-1.44219898651612
"10124","319","Stream TP","new_coef",-1.52635704836059
"10125","criteria","Stream TP","new_coef",-1.18875443436725
"10126","tmdl","Stream TP","new_coef",0.0620877561337515
"10127","319","Stream TP","new_coef",-1.58178946237634
"10128","criteria","Stream TP","new_coef",-4.24595870843292
"10129","tmdl","Stream TP","new_coef",-1.52481984292028
"10130","319","Stream TP","new_coef",-0.560474380125052
"10131","criteria","Stream TP","new_coef",-3.63735081728418
"10132","tmdl","Stream TP","new_coef",-0.853348932012723
"10133","319","Stream TP","new_coef",2.3066914175527
"10134","criteria","Stream TP","new_coef",-2.02322142951934
"10135","tmdl","Stream TP","new_coef",-3.14647022813407
"10136","319","Stream TP","new_coef",-1.00409415972322
"10137","criteria","Stream TP","new_coef",-2.34740612415767
"10138","tmdl","Stream TP","new_coef",0.178752036159488
"10139","319","Stream TP","new_coef",-3.46355155702726
"10140","criteria","Stream TP","new_coef",0.723675742148536
"10141","tmdl","Stream TP","new_coef",-1.03535876944374
"10142","319","Stream TP","new_coef",-3.46677294595464
"10143","criteria","Stream TP","new_coef",-0.956942091414363
"10144","tmdl","Stream TP","new_coef",-0.932915838175963
"10145","319","Stream TP","new_coef",-1.11422299024971
"10146","criteria","Stream TP","new_coef",-0.713564597651469
"10147","tmdl","Stream TP","new_coef",-0.438136697813492
"10148","319","Stream TP","new_coef",-2.18388369597102
"10149","criteria","Stream TP","new_coef",-1.1163938361631
"10150","tmdl","Stream TP","new_coef",-1.2322989375504
"10151","319","Stream TP","new_coef",-0.511906178408952
"10152","criteria","Stream TP","new_coef",-0.0750252975454511
"10153","tmdl","Stream TP","new_coef",-1.80465869671813
"10154","319","Stream TP","new_coef",0.000771626827113847
"10155","criteria","Stream TP","new_coef",-2.1521402493249
"10156","tmdl","Stream TP","new_coef",-2.36498605817656
"10157","319","Stream TP","new_coef",-0.914782932008689
"10158","criteria","Stream TP","new_coef",0.222446317200705
"10159","tmdl","Stream TP","new_coef",-0.591368307268239
"10160","319","Stream TP","new_coef",0.528263432266789
"10161","criteria","Stream TP","new_coef",-1.32167066406845
"10162","tmdl","Stream TP","new_coef",-2.43856368071705
"10163","319","Stream TP","new_coef",-1.82785010075934
"10164","criteria","Stream TP","new_coef",1.38507515179833
"10165","tmdl","Stream TP","new_coef",-1.55115923985151
"10166","319","Stream TP","new_coef",0.245623119525089
"10167","criteria","Stream TP","new_coef",-5.32542927908406
"10168","tmdl","Stream TP","new_coef",-0.638318660158386
"10169","319","Stream TP","new_coef",-3.19152568840337
"10170","criteria","Stream TP","new_coef",-0.852616199665025
"10171","tmdl","Stream TP","new_coef",-4.74868046158122
"10172","319","Stream TP","new_coef",-2.47921492623269
"10173","criteria","Stream TP","new_coef",-0.935577490879358
"10174","tmdl","Stream TP","new_coef",-2.97507185539729
"10175","319","Stream TP","new_coef",-2.75030469897178
"10176","criteria","Stream TP","new_coef",-0.986969582692781
"10177","tmdl","Stream TP","new_coef",-1.56931278848309
"10178","319","Stream TP","new_coef",1.82937468531298
"10179","criteria","Stream TP","new_coef",-0.987494349895178
"10180","tmdl","Stream TP","new_coef",-1.18621225903741
"10181","319","Stream TP","new_coef",0.54590472171058
"10182","criteria","Stream TP","new_coef",0.235314110503186
"10183","tmdl","Stream TP","new_coef",-0.965520939576573
"10184","319","Stream TP","new_coef",0.0421138016313501
"10185","criteria","Stream TP","new_coef",-0.22189026614161
"10186","tmdl","Stream TP","new_coef",0.478525279047542
"10187","319","Stream TP","new_coef",1.73087188792214
"10188","criteria","Stream TP","new_coef",1.60792268635866
"10189","tmdl","Stream TP","new_coef",-2.84438019923898
"10190","319","Stream TP","new_coef",0.25120216299247
"10191","criteria","Stream TP","new_coef",-4.28269182632356
"10192","tmdl","Stream TP","new_coef",-3.20905548035055
"10193","319","Stream TP","new_coef",-1.39865259777128
"10194","criteria","Stream TP","new_coef",-10.2363706261007
"10195","tmdl","Stream TP","new_coef",-2.81015311700469
"10196","319","Stream TP","new_coef",1.04329511921775
"10197","criteria","Stream TP","new_coef",1.26672222461107
"10198","tmdl","Stream TP","new_coef",-1.64538983453124
"10199","319","Stream TP","new_coef",-0.904619981442481
"10200","criteria","Stream TP","new_coef",-3.73135433139914
"10201","tmdl","Stream TP","new_coef",1.34962688960533
"10202","319","Stream TP","new_coef",0.597410139978949
"10203","criteria","Stream TP","new_coef",0.616721966813728
"10204","tmdl","Stream TP","new_coef",2.69039353948899
"10205","319","Stream TP","new_coef",-5.19707381491419
"10206","criteria","Stream TP","new_coef",-5.30524114971242
"10207","tmdl","Stream TP","new_coef",-0.871368502052406
"10208","319","Stream TP","new_coef",-2.25910590043867
"10209","criteria","Stream TP","new_coef",-2.41580271592085
"10210","tmdl","Stream TP","new_coef",0.813353692502777
"10211","319","Stream TP","new_coef",-1.39488198849898
"10212","criteria","Stream TP","new_coef",1.98261045087041
"10213","tmdl","Stream TP","new_coef",-2.59137107070196
"10214","319","Stream TP","new_coef",-1.34066999180174
"10215","criteria","Stream TP","new_coef",-4.75671033164125
"10216","tmdl","Stream TP","new_coef",-2.81145762577964
"10217","319","Stream TP","new_coef",-1.11003195696636
"10218","criteria","Stream TP","new_coef",0.466309516186555
"10219","tmdl","Stream TP","new_coef",-1.78406157572896
"10220","319","Stream TP","new_coef",2.04150949930252
"10221","criteria","Stream TP","new_coef",1.63747160268855
"10222","tmdl","Stream TP","new_coef",-0.126223795393785
"10223","319","Stream TP","new_coef",-0.87774904392899
"10224","criteria","Stream TP","new_coef",-0.220573712088379
"10225","tmdl","Stream TP","new_coef",-1.29057820340042
"10226","319","Stream TP","new_coef",-0.754054478824598
"10227","criteria","Stream TP","new_coef",1.67829550420866
"10228","tmdl","Stream TP","new_coef",-3.69187436402399
"10229","319","Stream TP","new_coef",-3.33938619248704
"10230","criteria","Stream TP","new_coef",-0.297708989696285
"10231","tmdl","Stream TP","new_coef",-1.66140687651511
"10232","319","Stream TP","new_coef",-0.666079006754804
"10233","criteria","Stream TP","new_coef",-0.633241519825671
"10234","tmdl","Stream TP","new_coef",-3.06600576510094
"10235","319","Stream TP","new_coef",1.84227983276075
"10236","criteria","Stream TP","new_coef",-2.29153921958859
"10237","tmdl","Stream TP","new_coef",-4.40838140197631
"10238","319","Stream TP","new_coef",-5.38358389152973
"10239","criteria","Stream TP","new_coef",0.491409426095994
"10240","tmdl","Stream TP","new_coef",-1.45360942110937
"10241","319","Stream TP","new_coef",-1.71127328861424
"10242","criteria","Stream TP","new_coef",0.166243546586803
"10243","tmdl","Stream TP","new_coef",-1.35669575496034
"10244","319","Stream TP","new_coef",0.0380253782269169
"10245","criteria","Stream TP","new_coef",-3.75828263349823
"10246","tmdl","Stream TP","new_coef",2.20144112298691
"10247","319","Stream TP","new_coef",-1.24980982694048
"10248","criteria","Stream TP","new_coef",-1.28916804492338
"10249","tmdl","Stream TP","new_coef",-1.35445248637298
"10250","319","Stream TP","new_coef",-1.82799865734742
"10251","criteria","Stream TP","new_coef",-1.40705636525347
"10252","tmdl","Stream TP","new_coef",-1.33276147692175
"10253","319","Stream TP","new_coef",-1.67841987892088
"10254","criteria","Stream TP","new_coef",-1.86281272224516
"10255","tmdl","Stream TP","new_coef",-0.396966769726198
"10256","319","Stream TP","new_coef",-0.691479173314098
"10257","criteria","Stream TP","new_coef",-2.25427425036518
"10258","tmdl","Stream TP","new_coef",-0.62646765556853
"10259","319","Stream TP","new_coef",0.546750936822026
"10260","criteria","Stream TP","new_coef",-2.01777325781633
"10261","tmdl","Stream TP","new_coef",0.139787351136221
"10262","319","Stream TP","new_coef",-1.86357615398073
"10263","criteria","Stream TP","new_coef",-2.23120840783477
"10264","tmdl","Stream TP","new_coef",-3.53975636973785
"10265","319","Stream TP","new_coef",-5.79582600942332
"10266","criteria","Stream TP","new_coef",-4.99055376586561
"10267","tmdl","Stream TP","new_coef",-1.01318003300484
"10268","319","Stream TP","new_coef",-1.95460910629797
"10269","criteria","Stream TP","new_coef",-1.14985528615047
"10270","tmdl","Stream TP","new_coef",1.26187659803288
"10271","319","Stream TP","new_coef",0.654107796866003
"10272","criteria","Stream TP","new_coef",-3.92050511964563
"10273","tmdl","Stream TP","new_coef",-0.983161319678753
"10274","319","Stream TP","new_coef",-1.06481181079762
"10275","criteria","Stream TP","new_coef",-3.17153573989413
"10276","tmdl","Stream TP","new_coef",-1.72626975435543
"10277","319","Stream TP","new_coef",0.408742691519383
"10278","criteria","Stream TP","new_coef",0.0428994454418783
"10279","tmdl","Stream TP","new_coef",-0.239654902910357
"10280","319","Stream TP","new_coef",-1.75679354273715
"10281","criteria","Stream TP","new_coef",-1.79041990036417
"10282","tmdl","Stream TP","new_coef",-3.0522373248698
"10283","319","Stream TP","new_coef",-1.20236666315995
"10284","criteria","Stream TP","new_coef",-1.59743349811419
"10285","tmdl","Stream TP","new_coef",-1.0101985809434
"10286","319","Stream TP","new_coef",0.836486486749912
"10287","criteria","Stream TP","new_coef",-0.909981234446111
"10288","tmdl","Stream TP","new_coef",1.73623046531647
"10289","319","Stream TP","new_coef",-1.27504620308568
"10290","criteria","Stream TP","new_coef",-2.36628271221505
"10291","tmdl","Stream TP","new_coef",-0.896900588565834
"10292","319","Stream TP","new_coef",-0.600087370534651
"10293","criteria","Stream TP","new_coef",-1.27363184571677
"10294","tmdl","Stream TP","new_coef",-0.64238951072283
"10295","319","Stream TP","new_coef",-0.823553950689826
"10296","criteria","Stream TP","new_coef",2.07208958094489
"10297","tmdl","Stream TP","new_coef",-4.60053685994674
"10298","319","Stream TP","new_coef",-3.38979766718845
"10299","criteria","Stream TP","new_coef",-3.64479977167751
"10300","tmdl","Stream TP","new_coef",-3.15010191039488
"10301","319","Stream TP","new_coef",3.12341003901397
"10302","criteria","Stream TP","new_coef",-1.44797435570331
"10303","tmdl","Stream TP","new_coef",-2.60671452664127
"10304","319","Stream TP","new_coef",-1.77254993085936
"10305","criteria","Stream TP","new_coef",-2.14194682256412
"10306","tmdl","Stream TP","new_coef",0.534233381872353
"10307","319","Stream TP","new_coef",0.1103869980862
"10308","criteria","Stream TP","new_coef",-1.54562774531771
"10309","tmdl","Stream TP","new_coef",0.717193660471219
"10310","319","Stream TP","new_coef",-1.40724684141182
"10311","criteria","Stream TP","new_coef",-1.47547525215515
"10312","tmdl","Stream TP","new_coef",-3.8003538979593
"10313","319","Stream TP","new_coef",-2.20647806416826
"10314","criteria","Stream TP","new_coef",1.10088790132981
"10315","tmdl","Stream TP","new_coef",-2.2089843707496
"10316","319","Stream TP","new_coef",0.018683658183846
"10317","criteria","Stream TP","new_coef",-2.64363267584365
"10318","tmdl","Stream TP","new_coef",-1.0732829449703
"10319","319","Stream TP","new_coef",-4.13930601079984
"10320","criteria","Stream TP","new_coef",-3.32710168603448
"10321","tmdl","Stream TP","new_coef",-2.28154678724207
"10322","319","Stream TP","new_coef",-7.08029857301405
"10323","criteria","Stream TP","new_coef",-0.434947801910741
"10324","tmdl","Stream TP","new_coef",-1.11923978085372
"10325","319","Stream TP","new_coef",-0.492964481437313
"10326","criteria","Stream TP","new_coef",-1.28070567104756
"10327","tmdl","Stream TP","new_coef",-2.31357755485026
"10328","319","Stream TP","new_coef",-3.17915338085879
"10329","criteria","Stream TP","new_coef",0.0130139268732241
"10330","tmdl","Stream TP","new_coef",-3.97103827126854
"10331","319","Stream TP","new_coef",-2.3846204817976
"10332","criteria","Stream TP","new_coef",0.178270455806813
"10333","tmdl","Stream TP","new_coef",0.310212810125208
"10334","319","Stream TP","new_coef",0.557002053968426
"10335","criteria","Stream TP","new_coef",-4.3763800743367
"10336","tmdl","Stream TP","new_coef",1.1295394598695
"10337","319","Stream TP","new_coef",2.07084586019423
"10338","criteria","Stream TP","new_coef",-0.733151563304352
"10339","tmdl","Stream TP","new_coef",-0.897777052586943
"10340","319","Stream TP","new_coef",0.336582289081143
"10341","criteria","Stream TP","new_coef",-0.269380850446794
"10342","tmdl","Stream TP","new_coef",0.933309219583008
"10343","319","Stream TP","new_coef",-3.10080633130908
"10344","criteria","Stream TP","new_coef",0.0038210921196003
"10345","tmdl","Stream TP","new_coef",-3.94214990927473
"10346","319","Stream TP","new_coef",-0.174460887789286
"10347","criteria","Stream TP","new_coef",0.309976393125657
"10348","tmdl","Stream TP","new_coef",-0.104815950938575
"10349","319","Stream TP","new_coef",-0.12756468403935
"10350","criteria","Stream TP","new_coef",0.339078146784363
"10351","tmdl","Stream TP","new_coef",1.77147258035496
"10352","319","Stream TP","new_coef",-3.22284227956325
"10353","criteria","Stream TP","new_coef",-1.86420796145289
"10354","tmdl","Stream TP","new_coef",-0.87560234070694
"10355","319","Stream TP","new_coef",-1.36031027282131
"10356","criteria","Stream TP","new_coef",0.20635742551027
"10357","tmdl","Stream TP","new_coef",-2.57326120137886
"10358","319","Stream TP","new_coef",0.0867448557384227
"10359","criteria","Stream TP","new_coef",-0.745079664017764
"10360","tmdl","Stream TP","new_coef",-2.14680684225787
"10361","319","Stream TP","new_coef",-1.95950739706271
"10362","criteria","Stream TP","new_coef",-3.60436021616909
"10363","tmdl","Stream TP","new_coef",2.25497975496067
"10364","319","Stream TP","new_coef",-2.096073681198
"10365","criteria","Stream TP","new_coef",-0.881110389399053
"10366","tmdl","Stream TP","new_coef",-4.26529017209497
"10367","319","Stream TP","new_coef",-3.41477785969203
"10368","criteria","Stream TP","new_coef",-5.83057672670201
"10369","tmdl","Stream TP","new_coef",-2.07597877522836
"10370","319","Stream TP","new_coef",-2.41266123820784
"10371","criteria","Stream TP","new_coef",-3.77607089704782
"10372","tmdl","Stream TP","new_coef",-0.860349388997929
"10373","319","Stream TP","new_coef",-2.07601303903002
"10374","criteria","Stream TP","new_coef",-3.69755222123204
"10375","tmdl","Stream TP","new_coef",-1.71699346669824
"10376","319","Stream TP","new_coef",-1.10172799806959
"10377","criteria","Stream TP","new_coef",-2.03651843651614
"10378","tmdl","Stream TP","new_coef",0.063950914153635
"10379","319","Stream TP","new_coef",-0.393080995153072
"10380","criteria","Stream TP","new_coef",-3.60863107915292
"10381","tmdl","Stream TP","new_coef",-1.29333201872054
"10382","319","Stream TP","new_coef",-2.15137510585846
"10383","criteria","Stream TP","new_coef",-2.54038164752009
"10384","tmdl","Stream TP","new_coef",-3.01870554283117
"10385","319","Stream TP","new_coef",0.0283104534571175
"10386","criteria","Stream TP","new_coef",-1.31109844689696
"10387","tmdl","Stream TP","new_coef",-1.60801540569589
"10388","319","Stream TP","new_coef",0.223001035327481
"10389","criteria","Stream TP","new_coef",-4.52509646206985
"10390","tmdl","Stream TP","new_coef",-2.15298916735497
"10391","319","Stream TP","new_coef",-1.54554108329272
"10392","criteria","Stream TP","new_coef",-0.391533908127724
"10393","tmdl","Stream TP","new_coef",-1.16225080028413
"10394","319","Stream TP","new_coef",0.0641308750108116
"10395","criteria","Stream TP","new_coef",-2.6844238208114
"10396","tmdl","Stream TP","new_coef",0.284547066629667
"10397","319","Stream TP","new_coef",1.7035028450339
"10398","criteria","Stream TP","new_coef",-1.23125595137816
"10399","tmdl","Stream TP","new_coef",-2.62425793715271
"10400","319","Stream TP","new_coef",0.356045680709305
"10401","criteria","Stream TP","new_coef",0.0195475852840314
"10402","tmdl","Stream TP","new_coef",-3.49801693474524
"10403","319","Stream TP","new_coef",1.19829207184735
"10404","criteria","Stream TP","new_coef",0.958077487377206
"10405","tmdl","Stream TP","new_coef",0.376661493173517
"10406","319","Stream TP","new_coef",-1.2724297299752
"10407","criteria","Stream TP","new_coef",0.0201771798190681
"10408","tmdl","Stream TP","new_coef",-2.45103439816872
"10409","319","Stream TP","new_coef",-0.381875273120834
"10410","criteria","Stream TP","new_coef",-1.88326933630733
"10411","tmdl","Stream TP","new_coef",-0.0168700445003816
"10412","319","Stream TP","new_coef",-0.838419135664021
"10413","criteria","Stream TP","new_coef",-4.35675332348021
"10414","tmdl","Stream TP","new_coef",-3.42018606916237
"10415","319","Stream TP","new_coef",0.393993637098693
"10416","criteria","Stream TP","new_coef",1.96261894323246
"10417","tmdl","Stream TP","new_coef",-0.747441717046867
"10418","319","Stream TP","new_coef",-0.304700893583533
"10419","criteria","Stream TP","new_coef",0.474568182588199
"10420","tmdl","Stream TP","new_coef",-0.586919337581792
"10421","319","Stream TP","new_coef",-1.17717818985256
"10422","criteria","Stream TP","new_coef",-0.101100823790397
"10423","tmdl","Stream TP","new_coef",0.0012428298499807
"10424","319","Stream TP","new_coef",-2.04550369737219
"10425","criteria","Stream TP","new_coef",-0.105936463574152
"10426","tmdl","Stream TP","new_coef",-1.78086579415418
"10427","319","Stream TP","new_coef",-0.0315095780528141
"10428","criteria","Stream TP","new_coef",-0.469256843775088
"10429","tmdl","Stream TP","new_coef",-1.37651825659693
"10430","319","Stream TP","new_coef",-0.668331216789836
"10431","criteria","Stream TP","new_coef",-2.90280058402073
"10432","tmdl","Stream TP","new_coef",-3.63653401547965
"10433","319","Stream TP","new_coef",-0.602638275121016
"10434","criteria","Stream TP","new_coef",-0.760283734409896
"10435","tmdl","Stream TP","new_coef",-0.630627283232806
"10436","319","Stream TP","new_coef",-4.28111206334168
"10437","criteria","Stream TP","new_coef",-3.46890901618373
"10438","tmdl","Stream TP","new_coef",-5.18822782397663
"10439","319","Stream TP","new_coef",-2.09348626707543
"10440","criteria","Stream TP","new_coef",-2.35464915653235
"10441","tmdl","Stream TP","new_coef",-0.527972455875659
"10442","319","Stream TP","new_coef",-0.0810793606062887
"10443","criteria","Stream TP","new_coef",1.18106768537607
"10444","tmdl","Stream TP","new_coef",-0.69372685580263
"10445","319","Stream TP","new_coef",-0.561774583885623
"10446","criteria","Stream TP","new_coef",-1.55792041214049
"10447","tmdl","Stream TP","new_coef",-1.51122321278698
"10448","319","Stream TP","new_coef",-1.90369363081404
"10449","criteria","Stream TP","new_coef",-3.05693939097255
"10450","tmdl","Stream TP","new_coef",-3.60956127474593
"10451","319","Stream TP","new_coef",1.07581719293965
"10452","criteria","Stream TP","new_coef",-1.89145185579424
"10453","tmdl","Stream TP","new_coef",-0.840329829950937
"10454","319","Stream TP","new_coef",-0.673082563929104
"10455","criteria","Stream TP","new_coef",-4.08224740336683
"10456","tmdl","Stream TP","new_coef",-2.4664936663636
"10457","319","Stream TP","new_coef",-0.373735765505299
"10458","criteria","Stream TP","new_coef",-2.67042214725224
"10459","tmdl","Stream TP","new_coef",-5.05502414928808
"10460","319","Stream TP","new_coef",1.58291880513472
"10461","criteria","Stream TP","new_coef",-2.23868989889127
"10462","tmdl","Stream TP","new_coef",-0.964824947036
"10463","319","Stream TP","new_coef",-2.98670049501396
"10464","criteria","Stream TP","new_coef",1.38408055079309
"10465","tmdl","Stream TP","new_coef",-1.34795308101846
"10466","319","Stream TP","new_coef",-1.84281893618722
"10467","criteria","Stream TP","new_coef",-1.60120803933512
"10468","tmdl","Stream TP","new_coef",0.671078829661644
"10469","319","Stream TP","new_coef",0.247776023261087
"10470","criteria","Stream TP","new_coef",-2.89385310327418
"10471","tmdl","Stream TP","new_coef",-2.72337044033324
"10472","319","Stream TP","new_coef",-1.49346835295239
"10473","criteria","Stream TP","new_coef",0.598705570087408
"10474","tmdl","Stream TP","new_coef",-1.49849266462856
"10475","319","Stream TP","new_coef",-0.796707597572935
"10476","criteria","Stream TP","new_coef",1.04489826869952
"10477","tmdl","Stream TP","new_coef",-1.57830580155819
"10478","319","Stream TP","new_coef",0.625701674057402
"10479","criteria","Stream TP","new_coef",-0.566602622395493
"10480","tmdl","Stream TP","new_coef",-3.39067792370888
"10481","319","Stream TP","new_coef",-0.0474209629442578
"10482","criteria","Stream TP","new_coef",-3.89565626305601
"10483","tmdl","Stream TP","new_coef",1.94574044690328
"10484","319","Stream TP","new_coef",-2.50509518272083
"10485","criteria","Stream TP","new_coef",-0.244995171974278
"10486","tmdl","Stream TP","new_coef",-2.98948211857735
"10487","319","Stream TP","new_coef",-2.11884176007191
"10488","criteria","Stream TP","new_coef",-1.77277330065827
"10489","tmdl","Stream TP","new_coef",-1.0679825476033
"10490","319","Stream TP","new_coef",1.42976305561762
"10491","criteria","Stream TP","new_coef",-0.795886688415284
"10492","tmdl","Stream TP","new_coef",0.0672545635085434
"10493","319","Stream TP","new_coef",-0.617100468765335
"10494","criteria","Stream TP","new_coef",-2.40999017524771
"10495","tmdl","Stream TP","new_coef",-1.65002654171749
"10496","319","Stream TP","new_coef",3.22228889550914
"10497","criteria","Stream TP","new_coef",1.06566199527155
"10498","tmdl","Stream TP","new_coef",-0.784263548296414
"10499","319","Stream TP","new_coef",-0.314479414337358
"10500","criteria","Stream TP","new_coef",-2.15928728547665
"10501","tmdl","Stream TP","new_coef",-1.39464788948554
"10502","319","Stream TP","new_coef",-0.353131180369852
"10503","criteria","Stream TP","new_coef",-2.09731298083935
"10504","tmdl","Stream TP","new_coef",-2.50724123814041
"10505","319","Stream TP","new_coef",2.0538306598715
"10506","criteria","Stream TP","new_coef",0.0134030484033461
"10507","tmdl","Stream TP","new_coef",-0.159493449646696
"10508","319","Stream TP","new_coef",-1.93902959046314
"10509","criteria","Stream TP","new_coef",-4.38643385817264
"10510","tmdl","Stream TP","new_coef",-2.51949809215661
"10511","319","Stream TP","new_coef",-3.2786699427033
"10512","criteria","Stream TP","new_coef",-1.28630057020783
"10513","tmdl","Stream TP","new_coef",1.88210403213624
"10514","319","Stream TP","new_coef",2.10369300554708
"10515","criteria","Stream TP","new_coef",-4.15310298434097
"10516","tmdl","Stream TP","new_coef",1.75909660411388
"10517","319","Stream TP","new_coef",-2.9415459591204
"10518","criteria","Stream TP","new_coef",-1.1221996517689
"10519","tmdl","Stream TP","new_coef",-3.91562339124469
"10520","319","Stream TP","new_coef",0.236681472484716
"10521","criteria","Stream TP","new_coef",-2.06042108568386
"10522","tmdl","Stream TP","new_coef",-2.93993460417583
"10523","319","Stream TP","new_coef",-0.370337279887173
"10524","criteria","Stream TP","new_coef",-0.906770851758553
"10525","tmdl","Stream TP","new_coef",-0.839656688714084
"10526","319","Stream TP","new_coef",-0.374470261647084
"10527","criteria","Stream TP","new_coef",0.179790006507977
"10528","tmdl","Stream TP","new_coef",-1.09174666107496
"10529","319","Stream TP","new_coef",-0.197384054608087
"10530","criteria","Stream TP","new_coef",-2.72777997106785
"10531","tmdl","Stream TP","new_coef",2.73726800508251
"10532","319","Stream TP","new_coef",-1.69695255586687
"10533","criteria","Stream TP","new_coef",0.172598620255753
"10534","tmdl","Stream TP","new_coef",-4.17475450859994
"10535","319","Stream TP","new_coef",0.324451562266904
"10536","criteria","Stream TP","new_coef",-2.61068205155567
"10537","tmdl","Stream TP","new_coef",-2.85426628189925
"10538","319","Stream TP","new_coef",-5.21050676404673
