"","policy","nutrient_type","variable","value"
"1052","319","Lake TN","new_coef",-4.37968292937814
"1053","criteria","Lake TN","new_coef",-4.55926282319502
"1054","tmdl","Lake TN","new_coef",-2.54555330483655
"1055","319","Lake TN","new_coef",-4.72471667975077
"1056","criteria","Lake TN","new_coef",8.51229201949421
"1057","tmdl","Lake TN","new_coef",2.20151124229141
"1058","319","Lake TN","new_coef",-2.82112619571258
"1059","criteria","Lake TN","new_coef",1.1357022552249
"1060","tmdl","Lake TN","new_coef",-1.84769988320112
"1061","319","Lake TN","new_coef",-3.79434160227019
"1062","criteria","Lake TN","new_coef",9.0178040041196
"1063","tmdl","Lake TN","new_coef",13.2637569874072
"1064","319","Lake TN","new_coef",-8.37212126074859
"1065","criteria","Lake TN","new_coef",11.241322499218
"1066","tmdl","Lake TN","new_coef",3.70051704875401
"1067","319","Lake TN","new_coef",3.33461838098551
"1068","criteria","Lake TN","new_coef",4.023411286123
"1069","tmdl","Lake TN","new_coef",-6.59659599025886
"1070","319","Lake TN","new_coef",-2.33773298517947
"1071","criteria","Lake TN","new_coef",-2.41952346320606
"1072","tmdl","Lake TN","new_coef",2.43337219606618
"1073","319","Lake TN","new_coef",-2.90802705507221
"1074","criteria","Lake TN","new_coef",-7.0315007044902
"1075","tmdl","Lake TN","new_coef",-3.55624408494109
"1076","319","Lake TN","new_coef",0.148537735753151
"1077","criteria","Lake TN","new_coef",6.98485002599675
"1078","tmdl","Lake TN","new_coef",1.26642105527226
"1079","319","Lake TN","new_coef",-0.607052802227429
"1080","criteria","Lake TN","new_coef",12.771000247635
"1081","tmdl","Lake TN","new_coef",1.68715564337771
"1082","319","Lake TN","new_coef",-1.66242382375964
"1083","criteria","Lake TN","new_coef",3.806301286959
"1084","tmdl","Lake TN","new_coef",0.600613942943182
"1085","319","Lake TN","new_coef",2.30859849858258
"1086","criteria","Lake TN","new_coef",5.61089089574641
"1087","tmdl","Lake TN","new_coef",-2.33093117840175
"1088","319","Lake TN","new_coef",1.35371157064884
"1089","criteria","Lake TN","new_coef",-1.18249771390192
"1090","tmdl","Lake TN","new_coef",1.09629490554301
"1091","319","Lake TN","new_coef",-5.76714135119873
"1092","criteria","Lake TN","new_coef",7.91280614078742
"1093","tmdl","Lake TN","new_coef",2.75466700943746
"1094","319","Lake TN","new_coef",1.40365669222146
"1095","criteria","Lake TN","new_coef",3.36203746058933
"1096","tmdl","Lake TN","new_coef",-4.94057890043279
"1097","319","Lake TN","new_coef",-4.67158030302779
"1098","criteria","Lake TN","new_coef",19.3830700791322
"1099","tmdl","Lake TN","new_coef",-6.33395701694408
"1100","319","Lake TN","new_coef",1.18525155166282
"1101","criteria","Lake TN","new_coef",-2.68276684070529
"1102","tmdl","Lake TN","new_coef",-2.67497941865884
"1103","319","Lake TN","new_coef",-3.28406840228951
"1104","criteria","Lake TN","new_coef",3.86297101236448
"1105","tmdl","Lake TN","new_coef",-0.384620818571052
"1106","319","Lake TN","new_coef",4.19676673065151
"1107","criteria","Lake TN","new_coef",12.9947537288369
"1108","tmdl","Lake TN","new_coef",0.633152697144094
"1109","319","Lake TN","new_coef",-3.19719681381458
"1110","criteria","Lake TN","new_coef",-0.38224617469459
"1111","tmdl","Lake TN","new_coef",-2.80252010368082
"1112","319","Lake TN","new_coef",-1.27551728782385
"1113","criteria","Lake TN","new_coef",-5.11716991410884
"1114","tmdl","Lake TN","new_coef",-3.48294518525932
"1115","319","Lake TN","new_coef",-4.99611630973099
"1116","criteria","Lake TN","new_coef",10.1303251655145
"1117","tmdl","Lake TN","new_coef",3.69842931682947
"1118","319","Lake TN","new_coef",-2.47450270920444
"1119","criteria","Lake TN","new_coef",9.01605681546934
"1120","tmdl","Lake TN","new_coef",-6.5168215964321
"1121","319","Lake TN","new_coef",-3.73614784144079
"1122","criteria","Lake TN","new_coef",3.20497784990848
"1123","tmdl","Lake TN","new_coef",-2.01362789215343
"1124","319","Lake TN","new_coef",-2.1358719176921
"1125","criteria","Lake TN","new_coef",-0.449894036856775
"1126","tmdl","Lake TN","new_coef",0.774620686165925
"1127","319","Lake TN","new_coef",-0.911033730965698
"1128","criteria","Lake TN","new_coef",-0.987115639836826
"1129","tmdl","Lake TN","new_coef",4.83314229972756
"1130","319","Lake TN","new_coef",3.33329961275018
"1131","criteria","Lake TN","new_coef",4.13672151881697
"1132","tmdl","Lake TN","new_coef",-3.16503010814791
"1133","319","Lake TN","new_coef",-1.07678786268981
"1134","criteria","Lake TN","new_coef",2.48827613322704
"1135","tmdl","Lake TN","new_coef",-2.12544228106862
"1136","319","Lake TN","new_coef",-0.482887796152986
"1137","criteria","Lake TN","new_coef",3.30662057060444
"1138","tmdl","Lake TN","new_coef",-2.20393444295696
"1139","319","Lake TN","new_coef",0.784890172334024
"1140","criteria","Lake TN","new_coef",5.00142688955207
"1141","tmdl","Lake TN","new_coef",1.44085529742336
"1142","319","Lake TN","new_coef",-2.79526302284007
"1143","criteria","Lake TN","new_coef",7.47883506818422
"1144","tmdl","Lake TN","new_coef",1.40159399664945
"1145","319","Lake TN","new_coef",-5.35658422927364
"1146","criteria","Lake TN","new_coef",11.0306029318146
"1147","tmdl","Lake TN","new_coef",5.28600793464844
"1148","319","Lake TN","new_coef",2.08500153090319
"1149","criteria","Lake TN","new_coef",13.2746686464302
"1150","tmdl","Lake TN","new_coef",-0.0737679842299925
"1151","319","Lake TN","new_coef",2.0558236527633
"1152","criteria","Lake TN","new_coef",-2.17456676925855
"1153","tmdl","Lake TN","new_coef",-5.73184458067023
"1154","319","Lake TN","new_coef",0.928984148673729
"1155","criteria","Lake TN","new_coef",5.99208922476417
"1156","tmdl","Lake TN","new_coef",2.02022974571344
"1157","319","Lake TN","new_coef",4.59225714506272
"1158","criteria","Lake TN","new_coef",-3.24009641793371
"1159","tmdl","Lake TN","new_coef",-3.62368689634997
"1160","319","Lake TN","new_coef",0.943413886944294
"1161","criteria","Lake TN","new_coef",9.07763372873365
"1162","tmdl","Lake TN","new_coef",8.1729698293699
"1163","319","Lake TN","new_coef",-0.703321616419913
"1164","criteria","Lake TN","new_coef",-0.448575185271252
"1165","tmdl","Lake TN","new_coef",0.860300406901738
"1166","319","Lake TN","new_coef",-2.62467135138873
"1167","criteria","Lake TN","new_coef",3.86871136660488
"1168","tmdl","Lake TN","new_coef",0.112877828776097
"1169","319","Lake TN","new_coef",-5.37848036069589
"1170","criteria","Lake TN","new_coef",17.5772231288045
"1171","tmdl","Lake TN","new_coef",-6.58743051196961
"1172","319","Lake TN","new_coef",0.817209873090968
"1173","criteria","Lake TN","new_coef",15.4004009274912
"1174","tmdl","Lake TN","new_coef",0.27071173623213
"1175","319","Lake TN","new_coef",-6.7468283562935
"1176","criteria","Lake TN","new_coef",7.7575270745957
"1177","tmdl","Lake TN","new_coef",2.68653342615165
"1178","319","Lake TN","new_coef",-4.1947032369338
"1179","criteria","Lake TN","new_coef",16.313430591611
"1180","tmdl","Lake TN","new_coef",-2.10502638745723
"1181","319","Lake TN","new_coef",-1.37650824639925
"1182","criteria","Lake TN","new_coef",7.54714630577125
"1183","tmdl","Lake TN","new_coef",-2.75896912889677
"1184","319","Lake TN","new_coef",-2.31019045031817
"1185","criteria","Lake TN","new_coef",0.429656415166032
"1186","tmdl","Lake TN","new_coef",-1.44697407008514
"1187","319","Lake TN","new_coef",-2.01261772301267
"1188","criteria","Lake TN","new_coef",5.27990705001704
"1189","tmdl","Lake TN","new_coef",4.73899725236723
"1190","319","Lake TN","new_coef",-8.4213083656115
"1191","criteria","Lake TN","new_coef",15.3376732644912
"1192","tmdl","Lake TN","new_coef",1.24415701320498
"1193","319","Lake TN","new_coef",-2.64955041633557
"1194","criteria","Lake TN","new_coef",6.93566188405368
"1195","tmdl","Lake TN","new_coef",-1.54200703339834
"1196","319","Lake TN","new_coef",-4.39809782219098
"1197","criteria","Lake TN","new_coef",13.2038289018252
"1198","tmdl","Lake TN","new_coef",-1.93088940402009
"1199","319","Lake TN","new_coef",1.65991641058921
"1200","criteria","Lake TN","new_coef",-1.09342379797696
"1201","tmdl","Lake TN","new_coef",-0.378735472286288
"1202","319","Lake TN","new_coef",-0.786111096994567
"1203","criteria","Lake TN","new_coef",-2.48934507865651
"1204","tmdl","Lake TN","new_coef",-7.06519158277195
"1205","319","Lake TN","new_coef",-7.32184077452117
"1206","criteria","Lake TN","new_coef",10.9888612863327
"1207","tmdl","Lake TN","new_coef",-2.98736770045078
"1208","319","Lake TN","new_coef",-0.3658128082343
"1209","criteria","Lake TN","new_coef",7.59479752172396
"1210","tmdl","Lake TN","new_coef",-2.51015771827482
"1211","319","Lake TN","new_coef",-2.93351149573537
"1212","criteria","Lake TN","new_coef",8.29070159014584
"1213","tmdl","Lake TN","new_coef",1.86275480640822
"1214","319","Lake TN","new_coef",-1.83338568996273
"1215","criteria","Lake TN","new_coef",0.843357822542233
"1216","tmdl","Lake TN","new_coef",-1.41499049616426
"1217","319","Lake TN","new_coef",-2.56124430002327
"1218","criteria","Lake TN","new_coef",3.04520359048185
"1219","tmdl","Lake TN","new_coef",-7.09354706692424
"1220","319","Lake TN","new_coef",0.304371983370087
"1221","criteria","Lake TN","new_coef",17.5106068633929
"1222","tmdl","Lake TN","new_coef",-1.55815804602842
"1223","319","Lake TN","new_coef",-10.0971052257354
"1224","criteria","Lake TN","new_coef",12.4122881459622
"1225","tmdl","Lake TN","new_coef",-8.10949145861461
"1226","319","Lake TN","new_coef",-4.0687250764182
"1227","criteria","Lake TN","new_coef",2.95950105161121
"1228","tmdl","Lake TN","new_coef",-1.84817633860742
"1229","319","Lake TN","new_coef",-1.55724032896984
"1230","criteria","Lake TN","new_coef",9.73006762542811
"1231","tmdl","Lake TN","new_coef",-0.801971644319532
"1232","319","Lake TN","new_coef",-2.13834834893095
"1233","criteria","Lake TN","new_coef",13.4301447871511
"1234","tmdl","Lake TN","new_coef",3.11070878455683
"1235","319","Lake TN","new_coef",5.09483112276225
"1236","criteria","Lake TN","new_coef",-7.0385853694177
"1237","tmdl","Lake TN","new_coef",1.36411412334985
"1238","319","Lake TN","new_coef",0.392887043541843
"1239","criteria","Lake TN","new_coef",-2.91849074824109
"1240","tmdl","Lake TN","new_coef",-4.5533435065822
"1241","319","Lake TN","new_coef",-0.231478735891215
"1242","criteria","Lake TN","new_coef",7.5305033539847
"1243","tmdl","Lake TN","new_coef",-1.57041116550184
"1244","319","Lake TN","new_coef",-2.85485075306791
"1245","criteria","Lake TN","new_coef",4.77098241179186
"1246","tmdl","Lake TN","new_coef",-9.27563964879475
"1247","319","Lake TN","new_coef",-5.36161797838673
"1248","criteria","Lake TN","new_coef",17.1282451187705
"1249","tmdl","Lake TN","new_coef",-2.98624094720577
"1250","319","Lake TN","new_coef",2.54952220239568
"1251","criteria","Lake TN","new_coef",-2.49522932904208
"1252","tmdl","Lake TN","new_coef",-7.26408782990697
"1253","319","Lake TN","new_coef",6.55233703363595
"1254","criteria","Lake TN","new_coef",4.55816011756707
"1255","tmdl","Lake TN","new_coef",-5.72083035784194
"1256","319","Lake TN","new_coef",5.42065902256407
"1257","criteria","Lake TN","new_coef",11.4925224723214
"1258","tmdl","Lake TN","new_coef",-6.50367227178695
"1259","319","Lake TN","new_coef",-1.09238718572561
"1260","criteria","Lake TN","new_coef",5.76420433983953
"1261","tmdl","Lake TN","new_coef",4.17970600952599
"1262","319","Lake TN","new_coef",-6.86991194929217
"1263","criteria","Lake TN","new_coef",2.99191197343015
"1264","tmdl","Lake TN","new_coef",0.938469700322907
"1265","319","Lake TN","new_coef",4.14581891950655
"1266","criteria","Lake TN","new_coef",-3.59010866559966
"1267","tmdl","Lake TN","new_coef",1.5205802136653
"1268","319","Lake TN","new_coef",-4.78636722911235
"1269","criteria","Lake TN","new_coef",8.83481065518587
"1270","tmdl","Lake TN","new_coef",3.69268317297085
"1271","319","Lake TN","new_coef",-7.24496673089196
"1272","criteria","Lake TN","new_coef",10.5668373459521
"1273","tmdl","Lake TN","new_coef",-2.06553429505028
"1274","319","Lake TN","new_coef",-0.825159038694357
"1275","criteria","Lake TN","new_coef",0.890723342349317
"1276","tmdl","Lake TN","new_coef",-2.26082035234177
"1277","319","Lake TN","new_coef",-2.97108449694623
"1278","criteria","Lake TN","new_coef",2.09774579773905
"1279","tmdl","Lake TN","new_coef",-3.7013974804489
"1280","319","Lake TN","new_coef",-1.44946637865548
"1281","criteria","Lake TN","new_coef",2.12301395462538
"1282","tmdl","Lake TN","new_coef",-2.74759501976519
"1283","319","Lake TN","new_coef",-0.289906328579981
"1284","criteria","Lake TN","new_coef",1.42672589345738
"1285","tmdl","Lake TN","new_coef",-2.45471586460102
"1286","319","Lake TN","new_coef",0.717087570755959
"1287","criteria","Lake TN","new_coef",-1.92532947614948
"1288","tmdl","Lake TN","new_coef",1.34115090760847
"1289","319","Lake TN","new_coef",-0.161465494251899
"1290","criteria","Lake TN","new_coef",2.42884251912908
"1291","tmdl","Lake TN","new_coef",4.19451290303425
"1292","319","Lake TN","new_coef",2.96114205842566
"1293","criteria","Lake TN","new_coef",10.520831314537
"1294","tmdl","Lake TN","new_coef",-1.1214132661432
"1295","319","Lake TN","new_coef",0.557962561861477
"1296","criteria","Lake TN","new_coef",7.77842541356418
"1297","tmdl","Lake TN","new_coef",2.18473878351979
"1298","319","Lake TN","new_coef",-6.14833739299814
"1299","criteria","Lake TN","new_coef",-5.59207850128158
"1300","tmdl","Lake TN","new_coef",-0.182604397796771
"1301","319","Lake TN","new_coef",1.06254781993724
"1302","criteria","Lake TN","new_coef",-0.54473675247512
"1303","tmdl","Lake TN","new_coef",-1.15625549308507
"1304","319","Lake TN","new_coef",-1.88790210971304
"1305","criteria","Lake TN","new_coef",11.3746088764796
"1306","tmdl","Lake TN","new_coef",-2.23287495869949
"1307","319","Lake TN","new_coef",3.49842544250143
"1308","criteria","Lake TN","new_coef",-1.17895633313583
"1309","tmdl","Lake TN","new_coef",-3.2897788041122
"1310","319","Lake TN","new_coef",4.09093208206292
"1311","criteria","Lake TN","new_coef",4.5906988185754
"1312","tmdl","Lake TN","new_coef",0.93142386123154
"1313","319","Lake TN","new_coef",1.01675378002598
"1314","criteria","Lake TN","new_coef",3.45290775423692
"1315","tmdl","Lake TN","new_coef",5.64392630327075
"1316","319","Lake TN","new_coef",-1.13159704426811
"1317","criteria","Lake TN","new_coef",4.26512378963846
"1318","tmdl","Lake TN","new_coef",-2.09688554914472
"1319","319","Lake TN","new_coef",3.83430201234072
"1320","criteria","Lake TN","new_coef",12.4786663745601
"1321","tmdl","Lake TN","new_coef",1.70933490501148
"1322","319","Lake TN","new_coef",-5.29076317942131
"1323","criteria","Lake TN","new_coef",-1.86703597731484
"1324","tmdl","Lake TN","new_coef",-2.10319470644147
"1325","319","Lake TN","new_coef",-5.28644714387987
"1326","criteria","Lake TN","new_coef",4.61140334507668
"1327","tmdl","Lake TN","new_coef",-0.647645336952761
"1328","319","Lake TN","new_coef",3.04050328952745
"1329","criteria","Lake TN","new_coef",-0.187537806647273
"1330","tmdl","Lake TN","new_coef",-5.59980205029213
"1331","319","Lake TN","new_coef",-4.3292431086689
"1332","criteria","Lake TN","new_coef",6.19113814871687
"1333","tmdl","Lake TN","new_coef",0.411695260262732
"1334","319","Lake TN","new_coef",0.859931666184643
"1335","criteria","Lake TN","new_coef",-5.5325699493939
"1336","tmdl","Lake TN","new_coef",-0.266945272446039
"1337","319","Lake TN","new_coef",0.0851686967986727
"1338","criteria","Lake TN","new_coef",-3.73058810308813
"1339","tmdl","Lake TN","new_coef",-4.93163827781359
"1340","319","Lake TN","new_coef",0.00342283462998494
"1341","criteria","Lake TN","new_coef",0.32670299870269
"1342","tmdl","Lake TN","new_coef",4.52670410955652
"1343","319","Lake TN","new_coef",-8.80491950405169
"1344","criteria","Lake TN","new_coef",25.5142489704385
"1345","tmdl","Lake TN","new_coef",6.74206175114851
"1346","319","Lake TN","new_coef",1.09781973452516
"1347","criteria","Lake TN","new_coef",19.9000462253669
"1348","tmdl","Lake TN","new_coef",1.91955150676405
"1349","319","Lake TN","new_coef",-1.5287452364619
"1350","criteria","Lake TN","new_coef",12.2759215162173
"1351","tmdl","Lake TN","new_coef",3.36911500705042
"1352","319","Lake TN","new_coef",-0.293489710515441
"1353","criteria","Lake TN","new_coef",2.67609770751706
"1354","tmdl","Lake TN","new_coef",-1.44033451297492
"1355","319","Lake TN","new_coef",-5.6060382996926
"1356","criteria","Lake TN","new_coef",7.39345263206404
"1357","tmdl","Lake TN","new_coef",-6.4934218825828
"1358","319","Lake TN","new_coef",-1.29303268181522
"1359","criteria","Lake TN","new_coef",6.19652546928082
"1360","tmdl","Lake TN","new_coef",3.60499255714735
"1361","319","Lake TN","new_coef",0.490994726117461
"1362","criteria","Lake TN","new_coef",-1.1158949741958
"1363","tmdl","Lake TN","new_coef",-1.88904420668534
"1364","319","Lake TN","new_coef",-3.71192065326645
"1365","criteria","Lake TN","new_coef",15.9042699496763
"1366","tmdl","Lake TN","new_coef",-0.245620026930393
"1367","319","Lake TN","new_coef",-10.6253427747534
"1368","criteria","Lake TN","new_coef",19.507432340896
"1369","tmdl","Lake TN","new_coef",-10.0366656448777
"1370","319","Lake TN","new_coef",-1.59489932902899
"1371","criteria","Lake TN","new_coef",6.18145580862652
"1372","tmdl","Lake TN","new_coef",1.95549268389697
"1373","319","Lake TN","new_coef",-4.81299812392794
"1374","criteria","Lake TN","new_coef",4.93239000166125
"1375","tmdl","Lake TN","new_coef",-8.18293004113869
"1376","319","Lake TN","new_coef",0.692334970291435
"1377","criteria","Lake TN","new_coef",2.57145588153249
"1378","tmdl","Lake TN","new_coef",-5.4714766669016
"1379","319","Lake TN","new_coef",-1.68259322841656
"1380","criteria","Lake TN","new_coef",5.57197155698831
"1381","tmdl","Lake TN","new_coef",-5.61797487894758
"1382","319","Lake TN","new_coef",-7.97337885272483
"1383","criteria","Lake TN","new_coef",10.4349003726551
"1384","tmdl","Lake TN","new_coef",1.72763349898957
"1385","319","Lake TN","new_coef",2.76985715158933
"1386","criteria","Lake TN","new_coef",-0.89180358176184
"1387","tmdl","Lake TN","new_coef",-2.24902568462871
"1388","319","Lake TN","new_coef",-3.10584453438225
"1389","criteria","Lake TN","new_coef",0.759433469725865
"1390","tmdl","Lake TN","new_coef",-1.76967437517863
"1391","319","Lake TN","new_coef",-6.36919968689826
"1392","criteria","Lake TN","new_coef",0.920638438812989
"1393","tmdl","Lake TN","new_coef",-2.71517700627593
"1394","319","Lake TN","new_coef",1.58756955534368
"1395","criteria","Lake TN","new_coef",2.43142632159758
"1396","tmdl","Lake TN","new_coef",-0.844802552561559
"1397","319","Lake TN","new_coef",-3.37002633470877
"1398","criteria","Lake TN","new_coef",4.67183707346486
"1399","tmdl","Lake TN","new_coef",-5.65982839927845
"1400","319","Lake TN","new_coef",1.95760320478492
"1401","criteria","Lake TN","new_coef",10.8750953196909
"1402","tmdl","Lake TN","new_coef",-7.48706819116241
"1403","319","Lake TN","new_coef",-2.41065549909241
"1404","criteria","Lake TN","new_coef",6.42938256201766
"1405","tmdl","Lake TN","new_coef",-1.65286157186291
"1406","319","Lake TN","new_coef",-4.69122058562733
"1407","criteria","Lake TN","new_coef",4.76495965181571
"1408","tmdl","Lake TN","new_coef",-5.85012329624398
"1409","319","Lake TN","new_coef",-2.92846781599078
"1410","criteria","Lake TN","new_coef",-4.06551467325631
"1411","tmdl","Lake TN","new_coef",-1.57866388344222
"1412","319","Lake TN","new_coef",-1.35288950587839
"1413","criteria","Lake TN","new_coef",-4.58129338227589
"1414","tmdl","Lake TN","new_coef",-0.624356770919004
"1415","319","Lake TN","new_coef",-1.5135924025654
"1416","criteria","Lake TN","new_coef",2.45945768977231
"1417","tmdl","Lake TN","new_coef",-1.98805905580876
"1418","319","Lake TN","new_coef",-3.49971369111822
"1419","criteria","Lake TN","new_coef",3.60303628975243
"1420","tmdl","Lake TN","new_coef",-5.02765261209604
"1421","319","Lake TN","new_coef",0.453560388979046
"1422","criteria","Lake TN","new_coef",8.04921907483517
"1423","tmdl","Lake TN","new_coef",10.4998624680018
"1424","319","Lake TN","new_coef",-15.4681984230656
"1425","criteria","Lake TN","new_coef",19.5603137580664
"1426","tmdl","Lake TN","new_coef",1.87075828706526
"1427","319","Lake TN","new_coef",1.50642241098964
"1428","criteria","Lake TN","new_coef",-2.68264708159692
"1429","tmdl","Lake TN","new_coef",-5.94719335814386
"1430","319","Lake TN","new_coef",-2.63169669341232
"1431","criteria","Lake TN","new_coef",10.405949098263
"1432","tmdl","Lake TN","new_coef",-5.32207141596751
"1433","319","Lake TN","new_coef",-7.2781832598521
"1434","criteria","Lake TN","new_coef",11.8071755147093
"1435","tmdl","Lake TN","new_coef",-0.0553674867203156
"1436","319","Lake TN","new_coef",4.94729928792492
"1437","criteria","Lake TN","new_coef",-0.864019559567914
"1438","tmdl","Lake TN","new_coef",0.0965800570361872
"1439","319","Lake TN","new_coef",-7.09154212050408
"1440","criteria","Lake TN","new_coef",-2.72305114697383
"1441","tmdl","Lake TN","new_coef",-2.01835031629458
"1442","319","Lake TN","new_coef",0.413899606933596
"1443","criteria","Lake TN","new_coef",0.0151321618360309
"1444","tmdl","Lake TN","new_coef",3.41665630680669
"1445","319","Lake TN","new_coef",-0.257768506213865
"1446","criteria","Lake TN","new_coef",-7.30803696526195
"1447","tmdl","Lake TN","new_coef",1.59293954466884
"1448","319","Lake TN","new_coef",1.66613724152873
"1449","criteria","Lake TN","new_coef",6.02315447575003
"1450","tmdl","Lake TN","new_coef",0.515114031293625
"1451","319","Lake TN","new_coef",2.29807023848073
"1452","criteria","Lake TN","new_coef",4.31257383907784
"1453","tmdl","Lake TN","new_coef",0.563970062111913
"1454","319","Lake TN","new_coef",-1.823020127352
"1455","criteria","Lake TN","new_coef",-1.03055364037595
"1456","tmdl","Lake TN","new_coef",4.66842891618527
"1457","319","Lake TN","new_coef",-2.13978295529067
"1458","criteria","Lake TN","new_coef",5.62317624941624
"1459","tmdl","Lake TN","new_coef",-0.451680103022987
"1460","319","Lake TN","new_coef",-0.953910692764368
"1461","criteria","Lake TN","new_coef",1.67550846972893
"1462","tmdl","Lake TN","new_coef",-2.09398685618929
"1463","319","Lake TN","new_coef",-3.85205010434734
"1464","criteria","Lake TN","new_coef",8.35121226931158
"1465","tmdl","Lake TN","new_coef",1.63571953757742
"1466","319","Lake TN","new_coef",1.63672391146393
"1467","criteria","Lake TN","new_coef",-0.351578606729701
"1468","tmdl","Lake TN","new_coef",5.99234260309435
"1469","319","Lake TN","new_coef",-2.43447207363974
"1470","criteria","Lake TN","new_coef",-3.66582177599901
"1471","tmdl","Lake TN","new_coef",-0.556978949668866
"1472","319","Lake TN","new_coef",-0.171203463559063
"1473","criteria","Lake TN","new_coef",0.481779451878455
"1474","tmdl","Lake TN","new_coef",0.396089528090817
"1475","319","Lake TN","new_coef",-7.04808285891012
"1476","criteria","Lake TN","new_coef",12.0794973768761
"1477","tmdl","Lake TN","new_coef",1.38929619519535
"1478","319","Lake TN","new_coef",0.538008997884577
"1479","criteria","Lake TN","new_coef",-1.58482953249743
"1480","tmdl","Lake TN","new_coef",-4.25549071844441
"1481","319","Lake TN","new_coef",-4.12106329423171
"1482","criteria","Lake TN","new_coef",13.547299641971
"1483","tmdl","Lake TN","new_coef",-1.49671174459619
"1484","319","Lake TN","new_coef",-7.30276548246715
"1485","criteria","Lake TN","new_coef",7.29091482741245
"1486","tmdl","Lake TN","new_coef",1.50965772159934
"1487","319","Lake TN","new_coef",-0.512230268321932
"1488","criteria","Lake TN","new_coef",-2.96398850960698
"1489","tmdl","Lake TN","new_coef",-2.89122196692256
"1490","319","Lake TN","new_coef",-4.8065467232633
"1491","criteria","Lake TN","new_coef",9.5420276994114
"1492","tmdl","Lake TN","new_coef",-3.00583519704319
"1493","319","Lake TN","new_coef",1.40341563479286
"1494","criteria","Lake TN","new_coef",-1.08912260113101
"1495","tmdl","Lake TN","new_coef",4.9967666424919
"1496","319","Lake TN","new_coef",-1.25279769504689
"1497","criteria","Lake TN","new_coef",-3.1027163389687
"1498","tmdl","Lake TN","new_coef",4.1866522880966
"1499","319","Lake TN","new_coef",-0.552999631174189
"1500","criteria","Lake TN","new_coef",8.7250398930557
"1501","tmdl","Lake TN","new_coef",-1.03138891360537
"1502","319","Lake TN","new_coef",1.24947432469891
"1503","criteria","Lake TN","new_coef",1.13964329362833
"1504","tmdl","Lake TN","new_coef",-2.86899043727392
"1505","319","Lake TN","new_coef",-1.0089956471541
"1506","criteria","Lake TN","new_coef",11.8373074746518
"1507","tmdl","Lake TN","new_coef",-2.71335321253825
"1508","319","Lake TN","new_coef",-1.22141074254259
"1509","criteria","Lake TN","new_coef",8.94011963124928
"1510","tmdl","Lake TN","new_coef",-2.23510661090421
"1511","319","Lake TN","new_coef",-0.0365240716960087
"1512","criteria","Lake TN","new_coef",-1.10530508920134
"1513","tmdl","Lake TN","new_coef",1.90550859605039
"1514","319","Lake TN","new_coef",1.23213184446322
"1515","criteria","Lake TN","new_coef",-7.84521373886673
"1516","tmdl","Lake TN","new_coef",0.364425830568358
"1517","319","Lake TN","new_coef",0.143060925109507
"1518","criteria","Lake TN","new_coef",2.66921035818751
"1519","tmdl","Lake TN","new_coef",-0.517812816720858
"1520","319","Lake TN","new_coef",-7.60406618980292
"1521","criteria","Lake TN","new_coef",13.06985592433
"1522","tmdl","Lake TN","new_coef",-4.0603982618483
"1523","319","Lake TN","new_coef",-1.58492959454447
"1524","criteria","Lake TN","new_coef",6.90301679853981
"1525","tmdl","Lake TN","new_coef",-3.26251839511229
"1526","319","Lake TN","new_coef",-2.08518715172147
"1527","criteria","Lake TN","new_coef",5.23552978384058
"1528","tmdl","Lake TN","new_coef",1.13540416620261
"1529","319","Lake TN","new_coef",0.0688957243219135
"1530","criteria","Lake TN","new_coef",12.0680003633484
"1531","tmdl","Lake TN","new_coef",-6.68515370347817
"1532","319","Lake TN","new_coef",3.9895441983515
"1533","criteria","Lake TN","new_coef",0.149182607312123
"1534","tmdl","Lake TN","new_coef",-2.41664036307615
"1535","319","Lake TN","new_coef",-6.1800574927423
"1536","criteria","Lake TN","new_coef",15.9076040906988
"1537","tmdl","Lake TN","new_coef",0.907228328838322
"1538","319","Lake TN","new_coef",-1.77077102190594
"1539","criteria","Lake TN","new_coef",1.16274719398113
"1540","tmdl","Lake TN","new_coef",-2.14298805550753
"1541","319","Lake TN","new_coef",-1.01147219865371
"1542","criteria","Lake TN","new_coef",3.45155872961582
"1543","tmdl","Lake TN","new_coef",1.67663770445251
"1544","319","Lake TN","new_coef",-4.1275273426149
"1545","criteria","Lake TN","new_coef",1.51530888643106
"1546","tmdl","Lake TN","new_coef",-1.58751316541062
"1547","319","Lake TN","new_coef",-2.28395555004385
"1548","criteria","Lake TN","new_coef",1.45302167682444
"1549","tmdl","Lake TN","new_coef",2.2765419475409
"1550","319","Lake TN","new_coef",0.835976349175224
"1551","criteria","Lake TN","new_coef",2.28941879468964
"1552","tmdl","Lake TN","new_coef",-0.928559600189326
"1553","319","Lake TN","new_coef",-3.0668791501573
"1554","criteria","Lake TN","new_coef",11.0731340313952
"1555","tmdl","Lake TN","new_coef",-4.60251595264458
"1556","319","Lake TN","new_coef",-13.3356018905119
"1557","criteria","Lake TN","new_coef",14.0792466614558
"1558","tmdl","Lake TN","new_coef",1.40156045640232
"1559","319","Lake TN","new_coef",-2.8879832601196
"1560","criteria","Lake TN","new_coef",0.632474024199832
"1561","tmdl","Lake TN","new_coef",-6.66401365278978
"1562","319","Lake TN","new_coef",-3.14411103277152
"1563","criteria","Lake TN","new_coef",7.8547587265783
"1564","tmdl","Lake TN","new_coef",-0.515190840900899
"1565","319","Lake TN","new_coef",-1.62553655993053
