"state","SLRW_Trend_Estimate","SLR_Trend_Estimate","diff_slrw_slr","sign_switch_slrw_slr","SLRW_Intercept_Estimate","SLR_Intercept_Estimate","SLRW_Trend_Error","SLR_Trend_Error"
"AL",0.385924901224119,3.37466666666666,2.988742,FALSE,54.5703832267946,30.9000000000001,3.46303849587312,4.72993449983822
"AR",-40.476801713417,-41.9945043144775,1.517703,FALSE,415.231999377495,444.769395973154,30.6141404061183,25.4018365926502
"CA",-1.24833112940882,-0.348780487804877,0.899551,FALSE,29.7133008351419,26.6609756097561,2.54632652495131,3.96962411430111
"CO",2.02914822314322,-0.123715058611361,2.152863,TRUE,27.5614426367575,31.0811541929666,4.96695565896079,2.75351784584347
"CT",-0.242928048964147,0.211242603550297,0.454171,TRUE,25.9559617735748,22.4023668639053,0.977920569280995,1.02590570625137
"DE",-18.1914707673919,-6.72031372549019,11.471157,FALSE,221.708811936455,100.047058823529,8.25462317848218,3.00144074919905
"FL",-1.87287748910358,-1.72709677419355,0.145781,FALSE,58.840345659871,56.0064516129032,1.0945363702918,2.69745843529812
"GA",-0.120914640250683,-0.00159744408945642,0.119317,FALSE,34.595839519145,34.4392971246006,0.137899773902303,1.31851575758836
"IA",-0.885703521821329,-2.03094910591471,1.145246,FALSE,49.5692064065612,54.0522696011004,0.975579249315552,1.76414733105332
"IL",-14.3883425319362,-6.78938053097346,7.598962,FALSE,211.424108460919,147.858407079646,10.8996178150954,7.18505663733993
"IN",-10.1874394820682,-4.72748538011697,5.459954,FALSE,160.380918925422,135.851851851852,7.97877188626694,9.13515777618633
"KS",3.50014205102982,1.14109772423026,2.359044,FALSE,67.5501685845739,101.081659973226,0.828909408124471,9.47906600520996
"KY",0.904295800980197,0.0635212888377438,0.840775,FALSE,24.8033071471955,45.1334867663982,1.34122411327786,1.78605615804625
"LA",14.2931988134998,21.256,6.962801,FALSE,30.9434479778222,24.5999999999999,8.43541166989431,12.5571514551138
"MA",10.1334657249358,2.29070422535211,7.842761,FALSE,47.2580395450261,85.1183098591549,3.85407755084766,12.9740138615516
"MD",5.19565058863728,4.74411347517731,0.451537,FALSE,33.4805709624783,38.5687943262411,4.08365669227971,4.39657868914118
"MI",-1.00765423977585,-0.518858560794042,0.488796,FALSE,75.6099062629145,64.2740694789081,1.61869043805527,2.63975117914654
"MN",-49.2909591541676,-41.6935608999225,7.597398,FALSE,448.131389923714,409.758727695889,27.124720566453,21.4461307030975
"MO",1.74192142112822,1.01848739495798,0.723434,FALSE,39.8453671402429,51.4421460892049,1.37280627699597,2.48545116663994
"MS",-10.40055019363,-9.93509316770187,0.465457,FALSE,142.224510195799,123.302795031056,4.31337858650486,6.09711727417306
"MT",0.0746776555427024,12.1412474849095,12.06657,FALSE,22.3699647929327,-21.0402414486923,2.31336676355984,12.016152021707
"NC",-45.5532117131883,-19.9348920863309,25.61832,FALSE,439.971994207185,223.235611510791,14.5119613519062,8.09778538859835
"ND",-4.46563026750117,-2.50019775873434,1.965433,FALSE,75.6806539092306,56.8622280817402,3.73477488274331,2.31330398128533
"NE",-132.172424733219,-26.2280384397965,105.944386,FALSE,1171.59835827923,329.131712832109,75.1843127656026,16.4451935432123
"NJ",0.274646992803436,0.0807453416149092,0.193902,FALSE,73.8688039687445,62.583850931677,5.04017261312095,3.27643069807459
"NV",-2.16485356242678,-1.48076923076923,0.684084,FALSE,26.5175598603873,21.9423076923077,1.18935516117859,0.308954143396546
"NY",-6.77392734886142,-1.29107551487415,5.482852,FALSE,91.2131946465324,53.6332134684538,6.37176639799256,2.71204499870831
"OH",2.71813113476094,1.00528846153846,1.712843,FALSE,38.5993158548075,51.4903846153846,0.806965367531093,2.45483265083773
"OK",-26.2120380274263,4.81574468085106,31.027783,TRUE,465.667406286365,159.357446808511,18.8691945577265,18.1329566134404
"OR",-3.91432119372586,-3.01238095238095,0.90194,FALSE,40.7004240096758,39.152380952381,1.14603073882014,1.85587992087581
"PA",-4.05048730128574,-4.57429602888086,0.523809,FALSE,61.3043562787895,67.4606498194945,3.72186048250083,2.57449877554329
"RI",1.42985105102751,1.58780487804878,0.157954,FALSE,28.1526203543971,26.6567944250871,1.10093922243059,3.30220323831258
"SD",-2.36347124284836,-3.34846206425154,0.984991,FALSE,78.1174190416454,79.7874231032126,6.30502172410163,2.84119907211193
"TN",-6.71975036569086,-3.51271820448878,3.207032,FALSE,92.3124932578978,64.6034912718205,3.60031175745945,2.82343405342304
"TX",38.7172757056007,15.0677623261694,23.649513,FALSE,405.003596401966,196.917193426043,92.6173325774027,38.5358986392806
"UT",-26.5912064368178,-19.0574257425743,7.533781,FALSE,237.706010164415,180.60396039604,15.5539907115194,9.1044164381284
"VA",-3.78658649374932,-2.18857142857143,1.598015,FALSE,53.6668273469016,39.3428571428571,1.85023199232519,1.1752569936291
"VT",-2.08930640218317,-1.30537634408602,0.78393,FALSE,24.9487609722992,18.7956989247312,1.33501578143123,0.330240919399552
