"state","site","date","nh4","nh4.flag","no3","no3.flag","tp","tp.flag","tn","tn.flag","site.type","order","weight","lat","lon","nh4_bdl_flag","no3_bdl_flag","tn_bdl_flag","tp_bdl_flag"
"TX","FW08TX012",2009-10-13,331,"",761.55,"",176.325,"",1301,"","PROB",7,1540.471864,35.7675098,-101.322332,FALSE,FALSE,FALSE,FALSE
"TX","FW08TX012",2009-06-24,409,"H",210.51,"",205.6675,"",1113,"","PROB",7,1540.471864,35.7675098,-101.322332,FALSE,FALSE,FALSE,FALSE
"TX","FW08TX061",2009-08-27,81,"",97.79,"",168.7619,"",1236,"","PROB",6,551.0051681,33.29423969,-94.05901694,FALSE,FALSE,FALSE,FALSE
"TX","FW08TX066",2009-08-06,0,"R",180.98,"",22.3388,"",216,"","PROB",5,311.7779386,29.44390726,-99.99400813,TRUE,FALSE,FALSE,FALSE
"TX","FW08TX064",2009-10-15,93,"",1137.66,"",412.4313,"",1784,"","PROB",5,311.7779386,32.92485108,-99.50661948,FALSE,FALSE,FALSE,FALSE
"TX","FW08TX046",2009-09-17,10,"R",243.94,"",68.7413,"",1068,"","PROB",7,417.6638536,31.77034478,-103.7792891,TRUE,FALSE,FALSE,FALSE
"TX","FW08TX033",2009-06-25,6.7,"HR",36.22,"",61.2081,"",426,"","PROB",7,263.2570299,35.97240799,-100.8243878,FALSE,FALSE,FALSE,FALSE
"TX","FW08TX030",2009-08-20,84,"",716.45,"",411.1588,"",1330,"","PROB",8,384.0621182,25.84893298,-97.43996032,FALSE,FALSE,FALSE,FALSE
"TX","FW08TX015",2009-10-14,11,"R",0,"R",89.04,"",558,"","PROB",5,1137.719239,33.10875253,-99.44199414,TRUE,TRUE,FALSE,FALSE
"TX","FW08TX015",2009-07-08,18,"R",4.23,"R",148.715,"",966,"","PROB",5,1137.719239,33.10875253,-99.44199414,TRUE,TRUE,FALSE,FALSE
"TX","FW08TX065",2009-06-23,15,"HR",79.22,"",310.4413,"",654,"","PROB",7,263.2570299,35.45113932,-102.0050532,FALSE,FALSE,FALSE,FALSE
"TX","FW08TX055",2008-09-09,126,"",215.35,"",193.7138,"H",1191,"H","PROB",6,366.441245,31.76247549,-100.1404814,FALSE,FALSE,FALSE,FALSE
"TX","FW08TX063",2009-06-02,87,"H",4705.32,"",682.319,"H",5756,"H","PROB",5,468.8098238,30.47115358,-96.13823899,FALSE,FALSE,FALSE,FALSE
"TX","FW08TX022",2009-08-19,38,"",202.25,"",159.6538,"",671,"","PROB",8,384.0621182,26.04501756,-97.79640606,FALSE,FALSE,FALSE,FALSE
"TX","FW08TX068",2009-09-16,75,"",9729.24,"",1147.941,"",10222,"","PROB",5,311.7779386,32.24997622,-101.3757954,FALSE,FALSE,FALSE,FALSE
"TX","FW08TX052",2009-07-09,63,"",586.29,"",11654.656,"H",6600,"H","PROB",5,311.7779386,34.56294962,-100.6273496,FALSE,FALSE,FALSE,FALSE
"TX","FW08TX050",2009-07-23,5,"R",213.16,"",36.1444,"",484,"","PROB",8,255.4172064,28.95042062,-100.6493658,TRUE,FALSE,FALSE,FALSE
"TX","FW08TX028",2008-07-30,10,"R",0,"R",173.6419,"H",1196,"H","PROB",5,311.7779386,33.05565818,-97.25305842,TRUE,TRUE,FALSE,FALSE
"CA","FW08CA001",2008-06-04,5,"R",0,"R",12.555,"H",64,"H","PROB",3,439.535885,33.7605511,-116.5497488,TRUE,TRUE,FALSE,FALSE
"DE","FW08DE001",2008-07-14,168,"",1363.28,"",106.2713,"H",1936,"H","PROB",2,866.430957,39.3588435,-75.67549416,FALSE,FALSE,FALSE,FALSE
"DE","FW08DE008",2008-07-08,50,"",7.29,"R",65.3725,"H",749,"H","PROB",1,123.4970313,38.82969236,-75.64627731,FALSE,TRUE,FALSE,FALSE
"DE","FW08DE015",2008-07-07,286,"",6.39,"R",68.0825,"H",1194,"H","PROB",1,123.4970313,38.82241361,-75.43040311,FALSE,TRUE,FALSE,FALSE
"KS","FW08KS001",2008-08-05,20,"",818.12,"",63.7256,"",1316,"","PROB",2,401.0325259,39.01490805,-98.01046463,FALSE,FALSE,FALSE,FALSE
"KS","FW08KS003",2008-08-11,12,"R",1969.61,"",67.6794,"",2219,"","PROB",3,516.696854,37.3952849,-98.92627961,TRUE,FALSE,FALSE,FALSE
"KS","FW08KS005",2008-07-22,367,"",45.69,"",387.3913,"H",2024,"H","PROB",2,1217.68103,38.19892655,-95.42768365,FALSE,FALSE,FALSE,FALSE
"KS","FW08KS006",2008-08-12,35,"",3369.78,"",138.0413,"",3963,"H","PROB",3,516.696854,37.47701976,-98.36534065,FALSE,FALSE,FALSE,FALSE
"KS","FW08KS012",2008-07-15,12,"R",210.67,"",36.69,"H",362,"H","PROB",4,2029.838445,37.78662431,-96.42997007,TRUE,FALSE,FALSE,FALSE
"KS","FW08KS036",2008-08-25,99,"",1215.62,"",32.6069,"",1714,"","PROB",7,98.78300789,37.99322599,-99.32134205,FALSE,FALSE,FALSE,FALSE
"KS","FW08KS039",2008-07-08,45,"",54.71,"",342.0175,"H",1184,"H","PROB",1,3308.01798,39.01570904,-95.84061299,FALSE,FALSE,FALSE,FALSE
"LA","FW08LA011",2008-07-16,48,"",56.39,"",71.5725,"H",491,"H","PROB",7,93.71205249,32.97480157,-92.07643968,FALSE,FALSE,FALSE,FALSE
"KS","FW08KS033",2008-07-29,4,"R",685.61,"",169.1581,"H",1563,"H","PROB",7,98.78300789,37.97450198,-101.7879598,TRUE,FALSE,FALSE,FALSE
"DE","FW08DE001",2008-09-03,467,"",243.69,"",149.0788,"",1573,"","PROB",2,866.430957,39.3588435,-75.67549416,FALSE,FALSE,FALSE,FALSE
"DE","FW08DE013",2008-08-13,10,"R",216.18,"",102.535,"",1258,"","PROB",3,27.41584924,39.7302915,-75.59800358,TRUE,FALSE,FALSE,FALSE
"NV","FW08NV003",2008-06-16,6,"R",17.55,"R",370.0925,"",335,"","PROB",1,719.6511664,40.31657757,-116.901529,TRUE,TRUE,FALSE,FALSE
"NV","FW08NV069",2008-08-06,5,"R",0,"R",41.2581,"",256,"","PROB",6,135.9387368,41.88666095,-114.6866143,TRUE,TRUE,FALSE,FALSE
"NV","FW08NV003",2008-08-05,33,"",23.6,"",409.5144,"H",486,"H","PROB",1,719.6511664,40.31657757,-116.901529,FALSE,FALSE,FALSE,FALSE
"NV","FW08NV011",2008-06-25,23,"",12.04,"R",134.94,"",482,"","PROB",3,315.6792288,41.21398709,-116.3987168,FALSE,TRUE,FALSE,FALSE
"NV","FW08NV022",2008-06-04,14,"R",0,"R",174.9388,"H",690,"H","PROB",6,135.9387368,41.77179727,-117.8060453,TRUE,TRUE,FALSE,FALSE
"NV","FW08NV028",2008-06-17,5,"R",1.24,"R",103.0988,"",251,"","PROB",4,409.9615416,41.40884387,-118.9109046,TRUE,TRUE,FALSE,FALSE
"NV","FW08NV029",2008-06-11,5,"R",69.62,"",36.4075,"H",185,"H","PROB",3,736.8636095,39.21428861,-114.5413454,TRUE,FALSE,FALSE,FALSE
"NV","FW08NV031",2008-06-18,30,"",0,"R",88.44,"",1120,"","PROB",7,78.23336674,40.81470323,-115.8061406,FALSE,TRUE,FALSE,FALSE
"NV","FW08NV032",2008-06-10,4,"R",207.9,"",14.5688,"",280,"","PROB",7,78.23336674,36.6417447,-114.5318165,TRUE,FALSE,FALSE,FALSE
"NV","FW08NV051",2008-07-23,7,"R",0,"R",27.7113,"H",243,"H","PROB",7,78.23336674,40.64965565,-116.7790317,TRUE,TRUE,FALSE,FALSE
"NV","FW08NV054",2008-07-08,13,"R",17.78,"R",153.9725,"H",639,"H","PROB",1,1272.931404,41.27385024,-118.4605996,TRUE,TRUE,FALSE,FALSE
"NV","FW08NV056",2008-07-01,17,"R",0,"R",154.7088,"H",494,"H","PROB",5,192.3456577,39.20075374,-119.6299202,TRUE,TRUE,FALSE,FALSE
"NV","FW08NV057",2008-07-16,11,"R",3.61,"R",132.5113,"H",396,"H","PROB",6,135.9387368,41.13161753,-115.4997593,TRUE,TRUE,FALSE,FALSE
"NV","FW08NV062",2008-07-23,8,"R",0,"R",81.22,"H",323,"H","PROB",7,78.23336674,41.00564814,-117.3393351,TRUE,TRUE,FALSE,FALSE
"NV","FW08NV063",2008-07-10,8,"R",0,"R",24.3888,"H",166,"H","PROB",5,192.3456577,40.394948,-116.1206756,TRUE,TRUE,FALSE,FALSE
"NV","FW08NV069",2008-09-09,NA,"",0,"R",50.5525,"H",284,"H","PROB",6,135.9387368,41.88666095,-114.6866143,FALSE,TRUE,FALSE,FALSE
"CA","FW08CA035",2008-09-10,19,"R",26.42,"",24.3725,"H",136,"H","PROB",6,281.0738199,38.80836238,-121.6352071,TRUE,FALSE,FALSE,FALSE
"CA","FW08CA063",2008-09-16,3,"R",0.78,"R",3.5038,"HR",69,"H","PROB",7,658.0219506,40.31843895,-123.771013,TRUE,TRUE,FALSE,FALSE
"CA","FW08CA068",2008-09-21,24,"",444.55,"",166.5375,"H",1183,"H","PROB",6,128.0690336,41.84331069,-122.8997348,FALSE,FALSE,FALSE,FALSE
"OR","FW08OR004",2008-07-23,10,"R",1066.41,"",53.9375,"H",1314,"H","PROB",2,965.5616507,44.62318544,-119.6383494,TRUE,FALSE,FALSE,FALSE
"OR","FW08OR005",2008-07-21,8,"R",79.22,"",88.8413,"H",211,"H","PROB",2,2095.45936,44.89842988,-117.4241613,TRUE,FALSE,FALSE,FALSE
"OR","FW08OR008",2008-07-17,1,"R",3.37,"R",12.7788,"H",44,"H","PROB",1,4660.521478,45.11449914,-116.8564475,TRUE,TRUE,FALSE,FALSE
"OR","FW08OR009",2008-07-09,9,"R",58.05,"",14.8975,"H",119,"H","PROB",1,4660.521478,45.30045298,-123.4774717,TRUE,FALSE,FALSE,FALSE
"OR","FW08OR016",2008-09-17,5,"R",2.82,"R",4.5038,"H",48,"H","PROB",5,167.2351507,44.49070934,-122.8137154,TRUE,TRUE,FALSE,FALSE
"OR","FW08OR019",2008-07-07,16,"R",75.27,"",11.555,"H",236,"H","PROB",5,167.2351507,44.37292269,-123.8363474,TRUE,FALSE,FALSE,FALSE
"OR","FW08OR035",2008-07-08,16,"R",190.23,"",9.4638,"H",289,"H","PROB",5,167.2351507,44.80638327,-123.9729588,TRUE,FALSE,FALSE,FALSE
"OR","FW08OR043",2008-09-11,7,"R",108.65,"",27.5025,"H",210,"H","PROB",2,2388.127978,43.61498688,-122.7664621,TRUE,FALSE,FALSE,FALSE
"OR","FW08OR044",2008-08-13,5,"R",5.21,"R",8.93,"",103,"","PROB",5,167.2351507,44.75269237,-122.5140529,TRUE,TRUE,FALSE,FALSE
"OR","FW08OR051",2008-09-29,19,"HR",14.32,"R",25.754,"H",90,"H","PROB",6,105.2100347,44.31650762,-123.2186318,FALSE,TRUE,FALSE,FALSE
"OR","FW08OR052",2008-07-20,0,"R",1.36,"R",4.2788,"H",9,"HR","PROB",1,2736.347174,44.85146182,-118.1429123,TRUE,TRUE,FALSE,FALSE
"OR","FW08OR058",2008-08-05,5,"R",0.58,"R",28.9606,"H",53,"H","PROB",5,167.2351507,44.14641093,-122.5770456,TRUE,TRUE,FALSE,FALSE
"OR","FW08OR060",2008-08-14,6,"R",1.17,"R",8.9775,"",56,"","PROB",5,167.2351507,44.77924123,-122.816474,TRUE,TRUE,FALSE,FALSE
"CO","FW08CO001",2008-07-11,10,"R",0,"R",45.54,"",449,"","PROB",3,529.5096909,37.36588354,-108.5932791,TRUE,TRUE,FALSE,FALSE
"CO","FW08CO001",2008-08-05,11,"R",30.69,"",166.87,"H",699,"H","PROB",3,529.5096909,37.36588354,-108.5932791,TRUE,FALSE,FALSE,FALSE
"CO","FW08CO003",2008-07-15,5,"R",95.3,"",2.425,"HR",261,"H","PROB",4,933.4173086,39.73087609,-108.6747246,TRUE,FALSE,FALSE,FALSE
"CO","FW08CO003",2008-08-04,6,"R",0,"R",9.2088,"H",186,"H","PROB",4,933.4173086,39.73087609,-108.6747246,TRUE,TRUE,FALSE,FALSE
"CO","FW08CO006",2008-07-16,6,"R",182.97,"",12.1963,"H",309,"H","PROB",3,529.5096909,39.6430304,-107.7110185,TRUE,FALSE,FALSE,FALSE
"CO","FW08CO014",2008-06-18,24,"",143.48,"",41.5063,"",490,"","PROB",2,79.2787499,39.89246561,-105.0565383,FALSE,FALSE,FALSE,FALSE
"CO","FW08CO017",2008-09-11,9,"R",0,"R",11.785,"H",128,"H","PROB",4,2318.635699,40.97146712,-107.0196069,TRUE,TRUE,FALSE,FALSE
"CO","FW08CO019",2008-07-01,31,"",322.32,"",39.9125,"H",559,"H","PROB",3,39.67935917,39.38895974,-104.8672149,FALSE,FALSE,FALSE,FALSE
"CO","FW08CO021",2008-07-14,13,"R",64.13,"",163.0613,"H",586,"H","PROB",5,266.9362297,39.98812383,-108.7779574,TRUE,FALSE,FALSE,FALSE
"CO","FW08CO027",2008-09-02,8,"R",19.78,"R",10.9588,"",184,"","PROB",1,1819.29064,39.36936448,-106.4524344,TRUE,TRUE,FALSE,FALSE
"CO","FW08CO031",2008-08-12,19,"R",80.62,"",44.3338,"",608,"","PROB",4,92.9871976,40.15970307,-105.1184267,TRUE,FALSE,FALSE,FALSE
"CO","FW08CO038",2008-09-17,4,"R",0,"R",22.6125,"H",163,"H","PROB",4,308.8633682,39.07659754,-106.0063979,TRUE,TRUE,FALSE,FALSE
"CO","FW08CO073",2008-07-09,42,"",4.78,"R",82.4225,"H",280,"H","PROB",4,165.905816,37.06135096,-105.982904,FALSE,TRUE,FALSE,FALSE
"CO","FW08CO076",2008-07-30,21,"",36.9,"",277.2369,"H",1063,"H","PROB",4,92.9871976,39.63865573,-102.1136539,FALSE,FALSE,FALSE,FALSE
"CO","FW08CO103",2008-10-01,9,"R",51.09,"",8.8619,"",157,"","PROB",2,1234.195527,38.60455418,-106.4649269,TRUE,FALSE,FALSE,FALSE
"IL","FW08IL011",2008-09-24,49,"",3002.74,"",179.5925,"H",3688,"H","PROB",5,672.5683074,41.48585196,-89.84847663,FALSE,FALSE,FALSE,FALSE
"IL","FW08IL011",2008-10-07,13,"HR",3242.41,"",59.9375,"H",3675,"H","PROB",5,672.5683074,41.48585196,-89.84847663,FALSE,FALSE,FALSE,FALSE
"IL","FW08IL017",2008-10-08,15,"R",7474.3,"",129.1463,"H",7700,"H","PROB",6,238.1587717,40.78505884,-90.13890701,TRUE,FALSE,FALSE,FALSE
"IL","FW08IL018",2008-09-28,69,"H",788.37,"",106.0269,"H",1587,"H","PROB",6,238.1587717,41.15196235,-87.91418346,FALSE,FALSE,FALSE,FALSE
"IL","FW08IL027",2008-09-25,29,"",418.73,"",120.29,"H",1989,"H","PROB",6,238.1587717,42.21645225,-88.18890937,FALSE,FALSE,FALSE,FALSE
"IL","FW08IL031",2008-09-23,16,"R",3418.69,"",264.955,"H",4438,"H","PROB",7,217.2230499,41.51647365,-90.30615738,TRUE,FALSE,FALSE,FALSE
"IL","FW08IL036",2008-10-09,8,"R",4208.09,"",119.0163,"H",4663,"H","PROB",6,238.1587717,40.15377162,-89.67550511,TRUE,FALSE,FALSE,FALSE
"VT","FW08VT003",2008-07-01,7,"R",212.5,"",0.84,"HR",300,"H","PROB",3,681.1012089,43.94606478,-72.71105066,TRUE,FALSE,FALSE,FALSE
"VT","FW08VT005",2008-06-24,5,"R",174.26,"",3.1988,"R",295,"","PROB",2,445.7209746,44.21421333,-72.96547209,TRUE,FALSE,FALSE,TRUE
"VT","FW08VT007",2008-08-18,3,"R",170.76,"",2.0163,"R",298,"","PROB",4,256.8332882,43.90350564,-72.8253244,TRUE,FALSE,FALSE,TRUE
"VT","FW08VT008",2008-07-30,3,"R",25,"",7.4194,"H",124,"H","PROB",2,455.7534294,43.04998903,-72.72147128,TRUE,FALSE,FALSE,FALSE
"TX","FW08TX004",2008-07-09,10,"R",45.72,"",4.6613,"H",149,"H","PROB",2,340.318477,32.28043629,-97.97061693,TRUE,FALSE,FALSE,FALSE
"TX","FW08TX010",2008-07-06,8,"R",150.99,"",0.9725,"HR",201,"H","PROB",2,340.318477,30.5975647,-98.06989927,TRUE,FALSE,FALSE,FALSE
"TX","FW08TX031",2008-07-08,12,"R",0,"R",22.46,"H",393,"H","PROB",3,282.5201943,30.87365616,-97.62101278,TRUE,TRUE,FALSE,FALSE
"IN","FW08IN002",2008-07-30,21,"",3280.99,"",307.4306,"H",3788,"H","PROB",2,2274.707782,39.41488769,-86.0084241,FALSE,FALSE,FALSE,FALSE
"IN","FW08IN003",2008-08-07,43,"",2315.6,"",56.5269,"",2688,"H","PROB",2,2274.707782,40.07580709,-84.84430651,FALSE,FALSE,FALSE,FALSE
"IN","FW08IN004",2008-08-11,26,"",3886.06,"",59.1806,"",4000,"H","PROB",1,2224.940354,41.09378365,-85.80106993,FALSE,FALSE,FALSE,FALSE
"IN","FW08IN005",2008-08-10,76,"",236.37,"",381.6769,"",975,"","PROB",1,6762.692803,40.76092777,-84.98838699,FALSE,FALSE,FALSE,FALSE
"IN","FW08IN008",2008-08-01,13,"R",1783.74,"",141.6069,"",2336,"","PROB",6,120.7566683,38.83491245,-86.52325911,TRUE,FALSE,FALSE,FALSE
"IN","FW08IN008",2008-09-04,75,"",388.85,"",93.2575,"H",1180,"H","PROB",6,120.7566683,38.83491245,-86.52325911,FALSE,FALSE,FALSE,FALSE
"IN","FW08IN011",2008-07-17,77,"",2623.19,"",283.1063,"H",3725,"H","PROB",5,257.257752,40.86746481,-85.60817962,FALSE,FALSE,FALSE,FALSE
"IN","FW08IN014",2008-07-16,15,"R",5705.77,"",54.0963,"H",6363,"H","PROB",5,257.257752,40.31739021,-87.30044825,TRUE,FALSE,FALSE,FALSE
"IN","FW08IN016",2008-08-04,10,"R",90.27,"",81.9475,"H",297,"H","PROB",1,3646.368122,38.35094769,-86.61831604,TRUE,FALSE,FALSE,FALSE
"IN","FW08IN017",2008-07-10,23,"",1943.89,"",131.8575,"H",2475,"H","PROB",5,62.19308334,41.15722367,-86.58538781,FALSE,FALSE,FALSE,FALSE
"IN","FW08IN018",2008-08-03,15,"R",544,"",386.5288,"H",2297,"H","PROB",4,2055.996715,38.71122902,-87.17757112,TRUE,FALSE,FALSE,FALSE
"MI","FW08MI023",2008-08-13,24,"",933.97,"",52.1063,"",1714,"","PROB",6,74.4595148,42.06127146,-86.42369501,FALSE,FALSE,FALSE,FALSE
"IN","FW08IN025",2008-07-02,23,"",1540.03,"",53.9225,"H",2004,"H","PROB",5,62.19308334,41.66737013,-85.94200038,FALSE,FALSE,FALSE,FALSE
"IN","FW08IN028",2008-08-06,7,"R",121.16,"",43.2394,"",399,"","PROB",1,2797.485222,39.6101024,-84.95963267,TRUE,FALSE,FALSE,FALSE
"IN","FW08IN030",2008-07-15,29,"",7905.71,"",245.9038,"H",8438,"H","PROB",6,140.8730955,39.96892757,-87.47214622,FALSE,FALSE,FALSE,FALSE
"MI","FW08MI038",2008-08-14,15,"R",1712.38,"",17.3238,"",2081,"","PROB",5,138.6003843,42.0641964,-85.14743755,TRUE,FALSE,FALSE,FALSE
"MI","FW08MI019",2008-07-10,39,"",1840.89,"",106.8425,"H",2713,"H","PROB",6,74.4595148,43.05631052,-85.594206,FALSE,FALSE,FALSE,FALSE
"MI","FW08MI024",2008-07-09,25,"",2513.26,"",35.199,"H",3125,"","PROB",5,138.6003843,43.34147415,-83.6244102,FALSE,FALSE,FALSE,FALSE
"MI","FW08MI026",2008-07-11,25,"",1786.62,"",136.3238,"H",2775,"H","PROB",6,74.4595148,43.02233875,-86.02397272,FALSE,FALSE,FALSE,FALSE
"MI","FW08MI028",2008-07-01,19,"R",2262.95,"",131.195,"H",3106,"H","PROB",6,307.9970693,43.31096671,-83.96788131,TRUE,FALSE,FALSE,FALSE
"MI","FW08MI030",2008-09-11,22,"",2331.04,"",129.8263,"H",2963,"H","PROB",6,74.4595148,42.82315902,-84.93878113,FALSE,FALSE,FALSE,FALSE
"MI","FW08MI033",2008-09-12,53,"",1631.54,"",63.7875,"H",2363,"H","PROB",5,138.6003843,42.54166704,-84.62802761,FALSE,FALSE,FALSE,FALSE
"MI","FW08MI036",2008-07-07,44,"",4234.67,"",94.543,"H",5038,"","PROB",5,138.6003843,43.00435548,-82.52504024,FALSE,FALSE,FALSE,FALSE
"MI","FW08MI037",2008-10-16,17,"R",256.06,"",4.7063,"H",420,"H","PROB",6,67.02703686,42.33162668,-83.00431104,TRUE,FALSE,FALSE,FALSE
"MI","FW08MI047",2008-07-24,16,"R",35.88,"",25.9538,"H",435,"H","PROB",5,138.6003843,46.88432593,-88.53444297,TRUE,FALSE,FALSE,FALSE
"MI","FW08MI050",2008-07-20,19,"R",18.45,"R",17.77,"H",392,"H","PROB",5,138.6003843,45.08290496,-83.49055811,TRUE,TRUE,FALSE,FALSE
"MI","FW08MI057",2008-09-16,62,"",289.56,"",32.0563,"H",813,"H","PROB",5,138.6003843,43.67562743,-85.46990525,FALSE,FALSE,FALSE,FALSE
"MI","FW08MI058",2008-09-09,75,"",1120.89,"",109.0475,"H",1935,"H","PROB",6,74.4595148,42.94219653,-85.18561311,FALSE,FALSE,FALSE,FALSE
"IA","FW08IA002",2008-10-07,13,"R",3704.53,"",39.2225,"H",4238,"H","PROB",2,425.7609763,42.97978705,-91.67293625,TRUE,FALSE,FALSE,FALSE
"IA","FW08IA004",2008-09-10,11,"R",4103.25,"",163.0588,"H",4863,"H","PROB",3,4785.666914,40.82880459,-95.20484547,TRUE,FALSE,FALSE,FALSE
"IA","FW08IA004",2008-10-06,38,"H",2931.68,"",226.4044,"",3750,"H","PROB",3,4785.666914,40.82880459,-95.20484547,FALSE,FALSE,FALSE,FALSE
"IA","FW08IA005",2008-10-14,11,"R",807.14,"",29.99,"H",1295,"H","PROB",2,2132.107185,42.9935657,-95.07848105,TRUE,FALSE,FALSE,FALSE
"IA","FW08IA011",2008-09-17,252,"",2614.01,"",337.485,"H",3825,"H","PROB",3,2369.142226,40.67346652,-95.31217703,FALSE,FALSE,FALSE,FALSE
"IA","FW08IA013",2008-10-16,27,"",6850.55,"",147.3125,"H",7188,"H","PROB",4,56.7665806,43.13852294,-91.60842526,FALSE,FALSE,FALSE,FALSE
"IA","FW08IA014",2008-10-13,39,"",9257.69,"",45.9325,"H",9575,"H","PROB",2,8341.712955,42.21851513,-92.74238821,FALSE,FALSE,FALSE,FALSE
"IA","FW08IA016",2008-09-18,14,"R",1011.78,"",166.9175,"",1734,"","PROB",4,1898.24207,40.87133759,-94.91030404,TRUE,FALSE,FALSE,FALSE
"IA","FW08IA017",2008-09-16,12,"R",9770.21,"",95.3463,"H",10013,"H","PROB",3,425.7609763,42.56080476,-90.94028977,TRUE,FALSE,FALSE,FALSE
"IA","FW08IA023",2008-08-12,47,"",7713.89,"",195.37,"",8000,"H","PROB",1,3282.753034,40.87373291,-95.597704,FALSE,FALSE,FALSE,FALSE
"IA","FW08IA027",2008-10-09,49,"",2193.62,"",197.1513,"H",2788,"H","PROB",2,1926.275736,41.37959378,-94.89794017,FALSE,FALSE,FALSE,FALSE
"IA","FW08IA031",2008-10-15,13,"R",1344.5,"",120.4288,"H",1695,"H","PROB",1,3282.753034,42.40438954,-95.87348016,TRUE,FALSE,FALSE,FALSE
"IA","FW08IA036",2008-08-18,49,"",218.87,"",35.9075,"",886,"","PROB",2,1926.275736,43.35914965,-93.86842916,FALSE,FALSE,FALSE,FALSE
"IA","FW08IA042",2008-10-01,14,"R",2922.12,"",21.0144,"",3713,"H","PROB",5,65.39355534,42.80455827,-91.53054161,TRUE,FALSE,FALSE,FALSE
"IA","FW08IA043",2008-09-02,36,"",730.14,"",21.9563,"",549,"H","PROB",3,1773.605528,41.587557,-94.39743921,FALSE,FALSE,FALSE,FALSE
"IA","FW08IA048",2008-09-04,14,"R",70.88,"",98.1875,"",432,"","PROB",2,1926.275736,41.21823045,-93.86450662,TRUE,FALSE,FALSE,FALSE
"IA","FW08IA055",2008-09-23,5,"R",51.17,"",79.3175,"H",292,"H","PROB",2,1926.275736,40.68790173,-93.96833011,TRUE,FALSE,FALSE,FALSE
"MN","FW08MN017",2008-09-24,11,"R",7.56,"R",334.4388,"H",2700,"H","PROB",6,377.2141216,43.71939974,-95.04621986,TRUE,TRUE,FALSE,FALSE
"MN","FW08MN018",2008-10-01,21,"",60.52,"",39.2456,"",627,"","PROB",5,104.4592737,45.12479458,-93.99623578,FALSE,FALSE,FALSE,FALSE
"MN","FW08MN033",2008-09-30,32,"",1528.09,"",820.531,"H",3063,"H","PROB",5,104.4592737,44.85127077,-93.98283292,FALSE,FALSE,FALSE,FALSE
"AR","FW08AR035",2008-08-27,11,"R",5.46,"R",2.2138,"R",38,"","PROB",2,672.9608422,35.76862941,-93.1659807,TRUE,TRUE,FALSE,TRUE
"MN","FW08MN024",2008-09-09,NA,"",0,"R",128.9663,"H",1145,"H","PROB",8,52.97124593,44.79955982,-93.53311913,FALSE,TRUE,FALSE,FALSE
"MN","FW08MN031",2008-09-21,16,"R",11.32,"R",23.4413,"H",607,"H","PROB",6,91.19301214,45.56509173,-92.79529833,TRUE,TRUE,FALSE,FALSE
"MN","FW08MN035",2008-09-23,16,"R",209.92,"",32.8325,"H",916,"H","PROB",7,54.59715525,45.23426325,-93.49636425,TRUE,FALSE,FALSE,FALSE
"DE","FW08DE005",2008-08-04,81,"",1850.17,"",92.745,"H",2187,"H","PROB",5,13.02984586,39.70012709,-75.63338589,FALSE,FALSE,FALSE,FALSE
"DE","FW08DE005",2008-10-07,37,"H",2359.01,"",68.3838,"H",2763,"H","PROB",5,13.02984586,39.70012709,-75.63338589,FALSE,FALSE,FALSE,FALSE
"DE","FW08DE010",2008-08-05,12,"R",1161.17,"",66.0044,"H",1799,"H","PROB",5,13.02984586,38.61816614,-75.63092164,TRUE,FALSE,FALSE,FALSE
"DE","FW08DE014",2008-08-06,34,"",3741.62,"",33.2519,"",4075,"H","PROB",5,13.02984586,38.66813956,-75.56030858,FALSE,FALSE,FALSE,FALSE
"FL","FW08FL016",2008-08-03,14,"R",263.03,"",22.2588,"H",501,"H","PROB",6,95.71833047,30.670151,-87.26649954,TRUE,FALSE,FALSE,FALSE
"FL","FW08FL017",2008-08-10,7,"R",493.87,"",34.1006,"",721,"","PROB",7,77.20109705,30.72718338,-85.82574947,TRUE,FALSE,FALSE,FALSE
"FL","FW08FL018",2008-08-11,29,"",8.71,"R",12.5656,"",566,"","PROB",1,1443.405585,30.29491629,-85.29384067,FALSE,TRUE,FALSE,FALSE
"GA","FW08GA001",2008-07-01,12,"R",15.43,"R",10.6263,"H",133,"H","PROB",3,1011.646683,34.24605238,-84.68608632,TRUE,TRUE,FALSE,FALSE
"GA","FW08GA003",2008-07-06,10,"R",71.58,"",14.9825,"H",173,"H","PROB",2,1859.55265,34.52674768,-84.09111904,TRUE,FALSE,FALSE,FALSE
"MN","FW08MN019",2008-09-22,15,"R",255.95,"",26.4513,"H",869,"H","PROB",6,91.19301214,45.29728822,-93.57205091,TRUE,FALSE,FALSE,FALSE
"IA","FW08IA052",2008-09-22,32,"",46.81,"",66.3363,"H",543,"H","PROB",3,1773.605528,42.913511,-94.05752706,FALSE,FALSE,FALSE,FALSE
"MD","FW08MD001",2008-07-22,29,"",96.23,"",117.9463,"H",371,"H","PROB",2,1048.546901,38.44066919,-76.69705831,FALSE,FALSE,FALSE,FALSE
"MD","FW08MD001",2008-08-04,26,"",79.67,"",94.2881,"",288,"","PROB",2,1048.546901,38.44066919,-76.69705831,FALSE,FALSE,FALSE,FALSE
"MD","FW08MD006",2008-07-10,99,"",1563.95,"",74.915,"H",2024,"H","PROB",4,536.1744948,38.68907843,-75.76990034,FALSE,FALSE,FALSE,FALSE
